INPUT_TABLE
Variable ID
AgTech

region,AgSupplySector,AgSupplySubsector,AgProductionTechnology,apply.to,from.year,to.year,interpolation.function,CO2,share.weight
Southeast Asia,FodderGrass,FodderGrassAEZ02,FodderGrassAEZ02,share-weight,2005,9999,fixed,CO2,1
Eastern Europe,FodderGrass,FodderGrassAEZ02,FodderGrassAEZ02,share-weight,2005,9999,fixed,CO2,1
Korea,FodderGrass,FodderGrassAEZ02,FodderGrassAEZ02,share-weight,2005,9999,fixed,CO2,1
India,FodderGrass,FodderGrassAEZ02,FodderGrassAEZ02,share-weight,2005,9999,fixed,CO2,1
USA,FodderHerb,FodderHerbAEZ02,FodderHerbAEZ02,share-weight,2005,9999,fixed,CO2,1
Canada,FodderHerb,FodderHerbAEZ02,FodderHerbAEZ02,share-weight,2005,9999,fixed,CO2,1
Western Europe,FodderHerb,FodderHerbAEZ02,FodderHerbAEZ02,share-weight,2005,9999,fixed,CO2,1
Japan,FodderHerb,FodderHerbAEZ02,FodderHerbAEZ02,share-weight,2005,9999,fixed,CO2,1
Australia_NZ,FodderHerb,FodderHerbAEZ02,FodderHerbAEZ02,share-weight,2005,9999,fixed,CO2,1
Former Soviet Union,FodderHerb,FodderHerbAEZ02,FodderHerbAEZ02,share-weight,2005,9999,fixed,CO2,1
China,FodderHerb,FodderHerbAEZ02,FodderHerbAEZ02,share-weight,2005,9999,fixed,CO2,1
Middle East,FodderHerb,FodderHerbAEZ02,FodderHerbAEZ02,share-weight,2005,9999,fixed,CO2,1
Africa,FodderHerb,FodderHerbAEZ02,FodderHerbAEZ02,share-weight,2005,9999,fixed,CO2,1
Latin America,FodderHerb,FodderHerbAEZ02,FodderHerbAEZ02,share-weight,2005,9999,fixed,CO2,1
Southeast Asia,FodderHerb,FodderHerbAEZ02,FodderHerbAEZ02,share-weight,2005,9999,fixed,CO2,1
Eastern Europe,FodderHerb,FodderHerbAEZ02,FodderHerbAEZ02,share-weight,2005,9999,fixed,CO2,1
Korea,FodderHerb,FodderHerbAEZ02,FodderHerbAEZ02,share-weight,2005,9999,fixed,CO2,1
India,FodderHerb,FodderHerbAEZ02,FodderHerbAEZ02,share-weight,2005,9999,fixed,CO2,1
USA,Forest,ForestAEZ02,ForestAEZ02,share-weight,2005,9999,fixed,CO2,1
Canada,Forest,ForestAEZ02,ForestAEZ02,share-weight,2005,9999,fixed,CO2,1
Western Europe,Forest,ForestAEZ02,ForestAEZ02,share-weight,2005,9999,fixed,CO2,1
Japan,Forest,ForestAEZ02,ForestAEZ02,share-weight,2005,9999,fixed,CO2,1
Australia_NZ,Forest,ForestAEZ02,ForestAEZ02,share-weight,2005,9999,fixed,CO2,1
Former Soviet Union,Forest,ForestAEZ02,ForestAEZ02,share-weight,2005,9999,fixed,CO2,1
China,Forest,ForestAEZ02,ForestAEZ02,share-weight,2005,9999,fixed,CO2,1
Middle East,Forest,ForestAEZ02,ForestAEZ02,share-weight,2005,9999,fixed,CO2,1
Africa,Forest,ForestAEZ02,ForestAEZ02,share-weight,2005,9999,fixed,CO2,1
Latin America,Forest,ForestAEZ02,ForestAEZ02,share-weight,2005,9999,fixed,CO2,1
Southeast Asia,Forest,ForestAEZ02,ForestAEZ02,share-weight,2005,9999,fixed,CO2,1
Eastern Europe,Forest,ForestAEZ02,ForestAEZ02,share-weight,2005,9999,fixed,CO2,1
Korea,Forest,ForestAEZ02,ForestAEZ02,share-weight,2005,9999,fixed,CO2,1
India,Forest,ForestAEZ02,ForestAEZ02,share-weight,2005,9999,fixed,CO2,1
USA,MiscCrop,MiscCropAEZ02,MiscCropAEZ02,share-weight,2005,9999,fixed,CO2,1
Canada,MiscCrop,MiscCropAEZ02,MiscCropAEZ02,share-weight,2005,9999,fixed,CO2,1
Western Europe,MiscCrop,MiscCropAEZ02,MiscCropAEZ02,share-weight,2005,9999,fixed,CO2,1
Japan,MiscCrop,MiscCropAEZ02,MiscCropAEZ02,share-weight,2005,9999,fixed,CO2,1
Australia_NZ,MiscCrop,MiscCropAEZ02,MiscCropAEZ02,share-weight,2005,9999,fixed,CO2,1
Former Soviet Union,MiscCrop,MiscCropAEZ02,MiscCropAEZ02,share-weight,2005,9999,fixed,CO2,1
China,MiscCrop,MiscCropAEZ02,MiscCropAEZ02,share-weight,2005,9999,fixed,CO2,1
Middle East,MiscCrop,MiscCropAEZ02,MiscCropAEZ02,share-weight,2005,9999,fixed,CO2,1
Africa,MiscCrop,MiscCropAEZ02,MiscCropAEZ02,share-weight,2005,9999,fixed,CO2,1
Latin America,MiscCrop,MiscCropAEZ02,MiscCropAEZ02,share-weight,2005,9999,fixed,CO2,1
Southeast Asia,MiscCrop,MiscCropAEZ02,MiscCropAEZ02,share-weight,2005,9999,fixed,CO2,1
Eastern Europe,MiscCrop,MiscCropAEZ02,MiscCropAEZ02,share-weight,2005,9999,fixed,CO2,1
Korea,MiscCrop,MiscCropAEZ02,MiscCropAEZ02,share-weight,2005,9999,fixed,CO2,1
India,MiscCrop,MiscCropAEZ02,MiscCropAEZ02,share-weight,2005,9999,fixed,CO2,1
USA,OilCrop,OilCropAEZ02,OilCropAEZ02,share-weight,2005,9999,fixed,CO2,1
Canada,OilCrop,OilCropAEZ02,OilCropAEZ02,share-weight,2005,9999,fixed,CO2,1
Western Europe,OilCrop,OilCropAEZ02,OilCropAEZ02,share-weight,2005,9999,fixed,CO2,1
Japan,OilCrop,OilCropAEZ02,OilCropAEZ02,share-weight,2005,9999,fixed,CO2,1
Australia_NZ,OilCrop,OilCropAEZ02,OilCropAEZ02,share-weight,2005,9999,fixed,CO2,1
Former Soviet Union,OilCrop,OilCropAEZ02,OilCropAEZ02,share-weight,2005,9999,fixed,CO2,1
China,OilCrop,OilCropAEZ02,OilCropAEZ02,share-weight,2005,9999,fixed,CO2,1
Middle East,OilCrop,OilCropAEZ02,OilCropAEZ02,share-weight,2005,9999,fixed,CO2,1
Africa,OilCrop,OilCropAEZ02,OilCropAEZ02,share-weight,2005,9999,fixed,CO2,1
Latin America,OilCrop,OilCropAEZ02,OilCropAEZ02,share-weight,2005,9999,fixed,CO2,1
Southeast Asia,OilCrop,OilCropAEZ02,OilCropAEZ02,share-weight,2005,9999,fixed,CO2,1
Eastern Europe,OilCrop,OilCropAEZ02,OilCropAEZ02,share-weight,2005,9999,fixed,CO2,1
Korea,OilCrop,OilCropAEZ02,OilCropAEZ02,share-weight,2005,9999,fixed,CO2,1
India,OilCrop,OilCropAEZ02,OilCropAEZ02,share-weight,2005,9999,fixed,CO2,1
USA,OtherGrain,OtherGrainAEZ02,OtherGrainAEZ02,share-weight,2005,9999,fixed,CO2,1
Canada,OtherGrain,OtherGrainAEZ02,OtherGrainAEZ02,share-weight,2005,9999,fixed,CO2,1
Western Europe,OtherGrain,OtherGrainAEZ02,OtherGrainAEZ02,share-weight,2005,9999,fixed,CO2,1
Japan,OtherGrain,OtherGrainAEZ02,OtherGrainAEZ02,share-weight,2005,9999,fixed,CO2,1
Australia_NZ,OtherGrain,OtherGrainAEZ02,OtherGrainAEZ02,share-weight,2005,9999,fixed,CO2,1
Former Soviet Union,OtherGrain,OtherGrainAEZ02,OtherGrainAEZ02,share-weight,2005,9999,fixed,CO2,1
China,OtherGrain,OtherGrainAEZ02,OtherGrainAEZ02,share-weight,2005,9999,fixed,CO2,1
Middle East,OtherGrain,OtherGrainAEZ02,OtherGrainAEZ02,share-weight,2005,9999,fixed,CO2,1
Africa,OtherGrain,OtherGrainAEZ02,OtherGrainAEZ02,share-weight,2005,9999,fixed,CO2,1
Latin America,OtherGrain,OtherGrainAEZ02,OtherGrainAEZ02,share-weight,2005,9999,fixed,CO2,1
Southeast Asia,OtherGrain,OtherGrainAEZ02,OtherGrainAEZ02,share-weight,2005,9999,fixed,CO2,1
Eastern Europe,OtherGrain,OtherGrainAEZ02,OtherGrainAEZ02,share-weight,2005,9999,fixed,CO2,1
Korea,OtherGrain,OtherGrainAEZ02,OtherGrainAEZ02,share-weight,2005,9999,fixed,CO2,1
India,OtherGrain,OtherGrainAEZ02,OtherGrainAEZ02,share-weight,2005,9999,fixed,CO2,1
USA,PalmFruit,PalmFruitAEZ02,PalmFruitAEZ02,share-weight,2005,9999,fixed,CO2,1
Canada,PalmFruit,PalmFruitAEZ02,PalmFruitAEZ02,share-weight,2005,9999,fixed,CO2,1
Western Europe,PalmFruit,PalmFruitAEZ02,PalmFruitAEZ02,share-weight,2005,9999,fixed,CO2,1
Japan,PalmFruit,PalmFruitAEZ02,PalmFruitAEZ02,share-weight,2005,9999,fixed,CO2,1
Australia_NZ,PalmFruit,PalmFruitAEZ02,PalmFruitAEZ02,share-weight,2005,9999,fixed,CO2,1
Former Soviet Union,PalmFruit,PalmFruitAEZ02,PalmFruitAEZ02,share-weight,2005,9999,fixed,CO2,1
China,PalmFruit,PalmFruitAEZ02,PalmFruitAEZ02,share-weight,2005,9999,fixed,CO2,1
Middle East,PalmFruit,PalmFruitAEZ02,PalmFruitAEZ02,share-weight,2005,9999,fixed,CO2,1
Africa,PalmFruit,PalmFruitAEZ02,PalmFruitAEZ02,share-weight,2005,9999,fixed,CO2,1
Latin America,PalmFruit,PalmFruitAEZ02,PalmFruitAEZ02,share-weight,2005,9999,fixed,CO2,1
Southeast Asia,PalmFruit,PalmFruitAEZ02,PalmFruitAEZ02,share-weight,2005,9999,fixed,CO2,1
Eastern Europe,PalmFruit,PalmFruitAEZ02,PalmFruitAEZ02,share-weight,2005,9999,fixed,CO2,1
Korea,PalmFruit,PalmFruitAEZ02,PalmFruitAEZ02,share-weight,2005,9999,fixed,CO2,1
India,PalmFruit,PalmFruitAEZ02,PalmFruitAEZ02,share-weight,2005,9999,fixed,CO2,1
USA,Pasture,PastureAEZ02,PastureAEZ02,share-weight,2005,9999,fixed,CO2,1
Canada,Pasture,PastureAEZ02,PastureAEZ02,share-weight,2005,9999,fixed,CO2,1
Western Europe,Pasture,PastureAEZ02,PastureAEZ02,share-weight,2005,9999,fixed,CO2,1
Japan,Pasture,PastureAEZ02,PastureAEZ02,share-weight,2005,9999,fixed,CO2,1
Australia_NZ,Pasture,PastureAEZ02,PastureAEZ02,share-weight,2005,9999,fixed,CO2,1
Former Soviet Union,Pasture,PastureAEZ02,PastureAEZ02,share-weight,2005,9999,fixed,CO2,1
China,Pasture,PastureAEZ02,PastureAEZ02,share-weight,2005,9999,fixed,CO2,1
Middle East,Pasture,PastureAEZ02,PastureAEZ02,share-weight,2005,9999,fixed,CO2,1
Africa,Pasture,PastureAEZ02,PastureAEZ02,share-weight,2005,9999,fixed,CO2,1
Latin America,Pasture,PastureAEZ02,PastureAEZ02,share-weight,2005,9999,fixed,CO2,1
Southeast Asia,Pasture,PastureAEZ02,PastureAEZ02,share-weight,2005,9999,fixed,CO2,1
Eastern Europe,Pasture,PastureAEZ02,PastureAEZ02,share-weight,2005,9999,fixed,CO2,1
Korea,Pasture,PastureAEZ02,PastureAEZ02,share-weight,2005,9999,fixed,CO2,1
India,Pasture,PastureAEZ02,PastureAEZ02,share-weight,2005,9999,fixed,CO2,1
USA,Rice,RiceAEZ02,RiceAEZ02,share-weight,2005,9999,fixed,CO2,1
Canada,Rice,RiceAEZ02,RiceAEZ02,share-weight,2005,9999,fixed,CO2,1
Western Europe,Rice,RiceAEZ02,RiceAEZ02,share-weight,2005,9999,fixed,CO2,1
Japan,Rice,RiceAEZ02,RiceAEZ02,share-weight,2005,9999,fixed,CO2,1
Australia_NZ,Rice,RiceAEZ02,RiceAEZ02,share-weight,2005,9999,fixed,CO2,1
Former Soviet Union,Rice,RiceAEZ02,RiceAEZ02,share-weight,2005,9999,fixed,CO2,1
China,Rice,RiceAEZ02,RiceAEZ02,share-weight,2005,9999,fixed,CO2,1
Middle East,Rice,RiceAEZ02,RiceAEZ02,share-weight,2005,9999,fixed,CO2,1
Africa,Rice,RiceAEZ02,RiceAEZ02,share-weight,2005,9999,fixed,CO2,1
Latin America,Rice,RiceAEZ02,RiceAEZ02,share-weight,2005,9999,fixed,CO2,1
Southeast Asia,Rice,RiceAEZ02,RiceAEZ02,share-weight,2005,9999,fixed,CO2,1
Eastern Europe,Rice,RiceAEZ02,RiceAEZ02,share-weight,2005,9999,fixed,CO2,1
Korea,Rice,RiceAEZ02,RiceAEZ02,share-weight,2005,9999,fixed,CO2,1
India,Rice,RiceAEZ02,RiceAEZ02,share-weight,2005,9999,fixed,CO2,1
USA,Root_Tuber,Root_TuberAEZ02,Root_TuberAEZ02,share-weight,2005,9999,fixed,CO2,1
Canada,Root_Tuber,Root_TuberAEZ02,Root_TuberAEZ02,share-weight,2005,9999,fixed,CO2,1
Western Europe,Root_Tuber,Root_TuberAEZ02,Root_TuberAEZ02,share-weight,2005,9999,fixed,CO2,1
Japan,Root_Tuber,Root_TuberAEZ02,Root_TuberAEZ02,share-weight,2005,9999,fixed,CO2,1
Australia_NZ,Root_Tuber,Root_TuberAEZ02,Root_TuberAEZ02,share-weight,2005,9999,fixed,CO2,1
Former Soviet Union,Root_Tuber,Root_TuberAEZ02,Root_TuberAEZ02,share-weight,2005,9999,fixed,CO2,1
China,Root_Tuber,Root_TuberAEZ02,Root_TuberAEZ02,share-weight,2005,9999,fixed,CO2,1
Middle East,Root_Tuber,Root_TuberAEZ02,Root_TuberAEZ02,share-weight,2005,9999,fixed,CO2,1
Africa,Root_Tuber,Root_TuberAEZ02,Root_TuberAEZ02,share-weight,2005,9999,fixed,CO2,1
Latin America,Root_Tuber,Root_TuberAEZ02,Root_TuberAEZ02,share-weight,2005,9999,fixed,CO2,1
Southeast Asia,Root_Tuber,Root_TuberAEZ02,Root_TuberAEZ02,share-weight,2005,9999,fixed,CO2,1
Eastern Europe,Root_Tuber,Root_TuberAEZ02,Root_TuberAEZ02,share-weight,2005,9999,fixed,CO2,1
Korea,Root_Tuber,Root_TuberAEZ02,Root_TuberAEZ02,share-weight,2005,9999,fixed,CO2,1
India,Root_Tuber,Root_TuberAEZ02,Root_TuberAEZ02,share-weight,2005,9999,fixed,CO2,1
USA,SugarCrop,SugarCropAEZ02,SugarCropAEZ02,share-weight,2005,9999,fixed,CO2,1
Canada,SugarCrop,SugarCropAEZ02,SugarCropAEZ02,share-weight,2005,9999,fixed,CO2,1
Western Europe,SugarCrop,SugarCropAEZ02,SugarCropAEZ02,share-weight,2005,9999,fixed,CO2,1
Japan,SugarCrop,SugarCropAEZ02,SugarCropAEZ02,share-weight,2005,9999,fixed,CO2,1
Australia_NZ,SugarCrop,SugarCropAEZ02,SugarCropAEZ02,share-weight,2005,9999,fixed,CO2,1
Former Soviet Union,SugarCrop,SugarCropAEZ02,SugarCropAEZ02,share-weight,2005,9999,fixed,CO2,1
China,SugarCrop,SugarCropAEZ02,SugarCropAEZ02,share-weight,2005,9999,fixed,CO2,1
Middle East,SugarCrop,SugarCropAEZ02,SugarCropAEZ02,share-weight,2005,9999,fixed,CO2,1
Africa,SugarCrop,SugarCropAEZ02,SugarCropAEZ02,share-weight,2005,9999,fixed,CO2,1
Latin America,SugarCrop,SugarCropAEZ02,SugarCropAEZ02,share-weight,2005,9999,fixed,CO2,1
Southeast Asia,SugarCrop,SugarCropAEZ02,SugarCropAEZ02,share-weight,2005,9999,fixed,CO2,1
Eastern Europe,SugarCrop,SugarCropAEZ02,SugarCropAEZ02,share-weight,2005,9999,fixed,CO2,1
Korea,SugarCrop,SugarCropAEZ02,SugarCropAEZ02,share-weight,2005,9999,fixed,CO2,1
India,SugarCrop,SugarCropAEZ02,SugarCropAEZ02,share-weight,2005,9999,fixed,CO2,1
USA,Wheat,WheatAEZ02,WheatAEZ02,share-weight,2005,9999,fixed,CO2,1
Canada,Wheat,WheatAEZ02,WheatAEZ02,share-weight,2005,9999,fixed,CO2,1
Western Europe,Wheat,WheatAEZ02,WheatAEZ02,share-weight,2005,9999,fixed,CO2,1
Japan,Wheat,WheatAEZ02,WheatAEZ02,share-weight,2005,9999,fixed,CO2,1
Australia_NZ,Wheat,WheatAEZ02,WheatAEZ02,share-weight,2005,9999,fixed,CO2,1
Former Soviet Union,Wheat,WheatAEZ02,WheatAEZ02,share-weight,2005,9999,fixed,CO2,1
China,Wheat,WheatAEZ02,WheatAEZ02,share-weight,2005,9999,fixed,CO2,1
Middle East,Wheat,WheatAEZ02,WheatAEZ02,share-weight,2005,9999,fixed,CO2,1
Africa,Wheat,WheatAEZ02,WheatAEZ02,share-weight,2005,9999,fixed,CO2,1
Latin America,Wheat,WheatAEZ02,WheatAEZ02,share-weight,2005,9999,fixed,CO2,1
Southeast Asia,Wheat,WheatAEZ02,WheatAEZ02,share-weight,2005,9999,fixed,CO2,1
Eastern Europe,Wheat,WheatAEZ02,WheatAEZ02,share-weight,2005,9999,fixed,CO2,1
Korea,Wheat,WheatAEZ02,WheatAEZ02,share-weight,2005,9999,fixed,CO2,1
India,Wheat,WheatAEZ02,WheatAEZ02,share-weight,2005,9999,fixed,CO2,1
USA,biomass,biomassAEZ03,biomassAEZ03,share-weight,2005,9999,fixed,CO2,1
Canada,biomass,biomassAEZ03,biomassAEZ03,share-weight,2005,9999,fixed,CO2,1
Western Europe,biomass,biomassAEZ03,biomassAEZ03,share-weight,2005,9999,fixed,CO2,1
Japan,biomass,biomassAEZ03,biomassAEZ03,share-weight,2005,9999,fixed,CO2,1
Australia_NZ,biomass,biomassAEZ03,biomassAEZ03,share-weight,2005,9999,fixed,CO2,1
Former Soviet Union,biomass,biomassAEZ03,biomassAEZ03,share-weight,2005,9999,fixed,CO2,1
China,biomass,biomassAEZ03,biomassAEZ03,share-weight,2005,9999,fixed,CO2,1
Middle East,biomass,biomassAEZ03,biomassAEZ03,share-weight,2005,9999,fixed,CO2,1
Africa,biomass,eucalyptusAEZ03,eucalyptusAEZ03,share-weight,2005,9999,fixed,CO2,1
Latin America,biomass,eucalyptusAEZ03,eucalyptusAEZ03,share-weight,2005,9999,fixed,CO2,1
Southeast Asia,biomass,biomassAEZ03,biomassAEZ03,share-weight,2005,9999,fixed,CO2,1
Eastern Europe,biomass,biomassAEZ03,biomassAEZ03,share-weight,2005,9999,fixed,CO2,1
Korea,biomass,biomassAEZ03,biomassAEZ03,share-weight,2005,9999,fixed,CO2,1
India,biomassOil,JatrophaAEZ03,JatrophaAEZ03,share-weight,2005,9999,fixed,CO2,1
USA,Corn,CornAEZ03,CornAEZ03,share-weight,2005,9999,fixed,CO2,1
Canada,Corn,CornAEZ03,CornAEZ03,share-weight,2005,9999,fixed,CO2,1
Western Europe,Corn,CornAEZ03,CornAEZ03,share-weight,2005,9999,fixed,CO2,1
Japan,Corn,CornAEZ03,CornAEZ03,share-weight,2005,9999,fixed,CO2,1
Australia_NZ,Corn,CornAEZ03,CornAEZ03,share-weight,2005,9999,fixed,CO2,1
Former Soviet Union,Corn,CornAEZ03,CornAEZ03,share-weight,2005,9999,fixed,CO2,1
China,Corn,CornAEZ03,CornAEZ03,share-weight,2005,9999,fixed,CO2,1
Middle East,Corn,CornAEZ03,CornAEZ03,share-weight,2005,9999,fixed,CO2,1
Africa,Corn,CornAEZ03,CornAEZ03,share-weight,2005,9999,fixed,CO2,1
Latin America,Corn,CornAEZ03,CornAEZ03,share-weight,2005,9999,fixed,CO2,1
Southeast Asia,Corn,CornAEZ03,CornAEZ03,share-weight,2005,9999,fixed,CO2,1
Eastern Europe,Corn,CornAEZ03,CornAEZ03,share-weight,2005,9999,fixed,CO2,1
Korea,Corn,CornAEZ03,CornAEZ03,share-weight,2005,9999,fixed,CO2,1
India,Corn,CornAEZ03,CornAEZ03,share-weight,2005,9999,fixed,CO2,1
USA,FiberCrop,FiberCropAEZ03,FiberCropAEZ03,share-weight,2005,9999,fixed,CO2,1
Canada,FiberCrop,FiberCropAEZ03,FiberCropAEZ03,share-weight,2005,9999,fixed,CO2,1
Western Europe,FiberCrop,FiberCropAEZ03,FiberCropAEZ03,share-weight,2005,9999,fixed,CO2,1
Japan,FiberCrop,FiberCropAEZ03,FiberCropAEZ03,share-weight,2005,9999,fixed,CO2,1
Australia_NZ,FiberCrop,FiberCropAEZ03,FiberCropAEZ03,share-weight,2005,9999,fixed,CO2,1
Former Soviet Union,FiberCrop,FiberCropAEZ03,FiberCropAEZ03,share-weight,2005,9999,fixed,CO2,1
China,FiberCrop,FiberCropAEZ03,FiberCropAEZ03,share-weight,2005,9999,fixed,CO2,1
Middle East,FiberCrop,FiberCropAEZ03,FiberCropAEZ03,share-weight,2005,9999,fixed,CO2,1
Africa,FiberCrop,FiberCropAEZ03,FiberCropAEZ03,share-weight,2005,9999,fixed,CO2,1
Latin America,FiberCrop,FiberCropAEZ03,FiberCropAEZ03,share-weight,2005,9999,fixed,CO2,1
Southeast Asia,FiberCrop,FiberCropAEZ03,FiberCropAEZ03,share-weight,2005,9999,fixed,CO2,1
Eastern Europe,FiberCrop,FiberCropAEZ03,FiberCropAEZ03,share-weight,2005,9999,fixed,CO2,1
Korea,FiberCrop,FiberCropAEZ03,FiberCropAEZ03,share-weight,2005,9999,fixed,CO2,1
India,FiberCrop,FiberCropAEZ03,FiberCropAEZ03,share-weight,2005,9999,fixed,CO2,1
USA,FodderGrass,FodderGrassAEZ03,FodderGrassAEZ03,share-weight,2005,9999,fixed,CO2,1
Canada,FodderGrass,FodderGrassAEZ03,FodderGrassAEZ03,share-weight,2005,9999,fixed,CO2,1
Western Europe,FodderGrass,FodderGrassAEZ03,FodderGrassAEZ03,share-weight,2005,9999,fixed,CO2,1
Japan,FodderGrass,FodderGrassAEZ03,FodderGrassAEZ03,share-weight,2005,9999,fixed,CO2,1
Australia_NZ,FodderGrass,FodderGrassAEZ03,FodderGrassAEZ03,share-weight,2005,9999,fixed,CO2,1
Former Soviet Union,FodderGrass,FodderGrassAEZ03,FodderGrassAEZ03,share-weight,2005,9999,fixed,CO2,1
China,FodderGrass,FodderGrassAEZ03,FodderGrassAEZ03,share-weight,2005,9999,fixed,CO2,1
Middle East,FodderGrass,FodderGrassAEZ03,FodderGrassAEZ03,share-weight,2005,9999,fixed,CO2,1
Africa,FodderGrass,FodderGrassAEZ03,FodderGrassAEZ03,share-weight,2005,9999,fixed,CO2,1
Latin America,FodderGrass,FodderGrassAEZ03,FodderGrassAEZ03,share-weight,2005,9999,fixed,CO2,1
Southeast Asia,FodderGrass,FodderGrassAEZ03,FodderGrassAEZ03,share-weight,2005,9999,fixed,CO2,1
Eastern Europe,FodderGrass,FodderGrassAEZ03,FodderGrassAEZ03,share-weight,2005,9999,fixed,CO2,1
Korea,FodderGrass,FodderGrassAEZ03,FodderGrassAEZ03,share-weight,2005,9999,fixed,CO2,1
India,FodderGrass,FodderGrassAEZ03,FodderGrassAEZ03,share-weight,2005,9999,fixed,CO2,1
USA,FodderHerb,FodderHerbAEZ03,FodderHerbAEZ03,share-weight,2005,9999,fixed,CO2,1
Canada,FodderHerb,FodderHerbAEZ03,FodderHerbAEZ03,share-weight,2005,9999,fixed,CO2,1
Western Europe,FodderHerb,FodderHerbAEZ03,FodderHerbAEZ03,share-weight,2005,9999,fixed,CO2,1
Japan,FodderHerb,FodderHerbAEZ03,FodderHerbAEZ03,share-weight,2005,9999,fixed,CO2,1
Australia_NZ,FodderHerb,FodderHerbAEZ03,FodderHerbAEZ03,share-weight,2005,9999,fixed,CO2,1
Former Soviet Union,FodderHerb,FodderHerbAEZ03,FodderHerbAEZ03,share-weight,2005,9999,fixed,CO2,1
China,FodderHerb,FodderHerbAEZ03,FodderHerbAEZ03,share-weight,2005,9999,fixed,CO2,1
Middle East,FodderHerb,FodderHerbAEZ03,FodderHerbAEZ03,share-weight,2005,9999,fixed,CO2,1
Africa,FodderHerb,FodderHerbAEZ03,FodderHerbAEZ03,share-weight,2005,9999,fixed,CO2,1
Latin America,FodderHerb,FodderHerbAEZ03,FodderHerbAEZ03,share-weight,2005,9999,fixed,CO2,1
Southeast Asia,FodderHerb,FodderHerbAEZ03,FodderHerbAEZ03,share-weight,2005,9999,fixed,CO2,1
Eastern Europe,FodderHerb,FodderHerbAEZ03,FodderHerbAEZ03,share-weight,2005,9999,fixed,CO2,1
Korea,FodderHerb,FodderHerbAEZ03,FodderHerbAEZ03,share-weight,2005,9999,fixed,CO2,1
India,FodderHerb,FodderHerbAEZ03,FodderHerbAEZ03,share-weight,2005,9999,fixed,CO2,1
USA,Forest,ForestAEZ03,ForestAEZ03,share-weight,2005,9999,fixed,CO2,1
Canada,Forest,ForestAEZ03,ForestAEZ03,share-weight,2005,9999,fixed,CO2,1
Western Europe,Forest,ForestAEZ03,ForestAEZ03,share-weight,2005,9999,fixed,CO2,1
Japan,Forest,ForestAEZ03,ForestAEZ03,share-weight,2005,9999,fixed,CO2,1
Australia_NZ,Forest,ForestAEZ03,ForestAEZ03,share-weight,2005,9999,fixed,CO2,1
Former Soviet Union,Forest,ForestAEZ03,ForestAEZ03,share-weight,2005,9999,fixed,CO2,1
China,Forest,ForestAEZ03,ForestAEZ03,share-weight,2005,9999,fixed,CO2,1
Middle East,Forest,ForestAEZ03,ForestAEZ03,share-weight,2005,9999,fixed,CO2,1
Africa,Forest,ForestAEZ03,ForestAEZ03,share-weight,2005,9999,fixed,CO2,1
Latin America,Forest,ForestAEZ03,ForestAEZ03,share-weight,2005,9999,fixed,CO2,1
Southeast Asia,Forest,ForestAEZ03,ForestAEZ03,share-weight,2005,9999,fixed,CO2,1
Eastern Europe,Forest,ForestAEZ03,ForestAEZ03,share-weight,2005,9999,fixed,CO2,1
Korea,Forest,ForestAEZ03,ForestAEZ03,share-weight,2005,9999,fixed,CO2,1
India,Forest,ForestAEZ03,ForestAEZ03,share-weight,2005,9999,fixed,CO2,1
USA,MiscCrop,MiscCropAEZ03,MiscCropAEZ03,share-weight,2005,9999,fixed,CO2,1
Canada,MiscCrop,MiscCropAEZ03,MiscCropAEZ03,share-weight,2005,9999,fixed,CO2,1
Western Europe,MiscCrop,MiscCropAEZ03,MiscCropAEZ03,share-weight,2005,9999,fixed,CO2,1
Japan,MiscCrop,MiscCropAEZ03,MiscCropAEZ03,share-weight,2005,9999,fixed,CO2,1
Australia_NZ,MiscCrop,MiscCropAEZ03,MiscCropAEZ03,share-weight,2005,9999,fixed,CO2,1
Former Soviet Union,MiscCrop,MiscCropAEZ03,MiscCropAEZ03,share-weight,2005,9999,fixed,CO2,1
China,MiscCrop,MiscCropAEZ03,MiscCropAEZ03,share-weight,2005,9999,fixed,CO2,1
Middle East,MiscCrop,MiscCropAEZ03,MiscCropAEZ03,share-weight,2005,9999,fixed,CO2,1
Africa,MiscCrop,MiscCropAEZ03,MiscCropAEZ03,share-weight,2005,9999,fixed,CO2,1
Latin America,MiscCrop,MiscCropAEZ03,MiscCropAEZ03,share-weight,2005,9999,fixed,CO2,1
Southeast Asia,MiscCrop,MiscCropAEZ03,MiscCropAEZ03,share-weight,2005,9999,fixed,CO2,1
Eastern Europe,MiscCrop,MiscCropAEZ03,MiscCropAEZ03,share-weight,2005,9999,fixed,CO2,1
Korea,MiscCrop,MiscCropAEZ03,MiscCropAEZ03,share-weight,2005,9999,fixed,CO2,1
India,MiscCrop,MiscCropAEZ03,MiscCropAEZ03,share-weight,2005,9999,fixed,CO2,1
USA,OilCrop,OilCropAEZ03,OilCropAEZ03,share-weight,2005,9999,fixed,CO2,1
Canada,OilCrop,OilCropAEZ03,OilCropAEZ03,share-weight,2005,9999,fixed,CO2,1
Western Europe,OilCrop,OilCropAEZ03,OilCropAEZ03,share-weight,2005,9999,fixed,CO2,1
Japan,OilCrop,OilCropAEZ03,OilCropAEZ03,share-weight,2005,9999,fixed,CO2,1
Australia_NZ,OilCrop,OilCropAEZ03,OilCropAEZ03,share-weight,2005,9999,fixed,CO2,1
Former Soviet Union,OilCrop,OilCropAEZ03,OilCropAEZ03,share-weight,2005,9999,fixed,CO2,1
