INPUT_TABLE
Variable ID
LN3_UnmgdCarbon

region,LandAllocatorRoot,LandNode1,LandNode2,LandNode3,UnmanagedLandLeaf3,hist.veg.carbon.density,hist.soil.carbon.density,veg.carbon.density,soil.carbon.density,mature.age,min.veg.carbon.density,min.soil.carbon.density,Land_Type,AEZ,Cdensity_LT
Western Europe,root,AgroForestLandAEZ11,AgroForest_NonPastureAEZ11,GrassShrubLandAEZ11,GrasslandAEZ11,2.5,9.5,2.5,9.5,29,0,0,Grassland,AEZ11,Grassland
Japan,root,AgroForestLandAEZ11,AgroForest_NonPastureAEZ11,GrassShrubLandAEZ11,GrasslandAEZ11,1.8,11.6,1.8,11.6,21,0,0,Grassland,AEZ11,Grassland
Australia_NZ,root,AgroForestLandAEZ11,AgroForest_NonPastureAEZ11,GrassShrubLandAEZ11,GrasslandAEZ11,2,11,2,11,23,0,0,Grassland,AEZ11,Grassland
Former Soviet Union,root,AgroForestLandAEZ11,AgroForest_NonPastureAEZ11,GrassShrubLandAEZ11,GrasslandAEZ11,2.5,9.5,2.5,9.5,29,0,0,Grassland,AEZ11,Grassland
China,root,AgroForestLandAEZ11,AgroForest_NonPastureAEZ11,GrassShrubLandAEZ11,GrasslandAEZ11,1.5,12.7,1.5,12.7,17,0,0,Grassland,AEZ11,Grassland
Middle East,root,AgroForestLandAEZ11,AgroForest_NonPastureAEZ11,GrassShrubLandAEZ11,GrasslandAEZ11,0,0,0,0,0,0,0,Grassland,AEZ11,Grassland
Africa,root,AgroForestLandAEZ11,AgroForest_NonPastureAEZ11,GrassShrubLandAEZ11,GrasslandAEZ11,2.2,10.5,2.2,10.5,25,0,0,Grassland,AEZ11,Grassland
Latin America,root,AgroForestLandAEZ11,AgroForest_NonPastureAEZ11,GrassShrubLandAEZ11,GrasslandAEZ11,1.4,12.9,1.4,12.9,16,0,0,Grassland,AEZ11,Grassland
Southeast Asia,root,AgroForestLandAEZ11,AgroForest_NonPastureAEZ11,GrassShrubLandAEZ11,GrasslandAEZ11,1.8,11.7,1.8,11.7,20,0,0,Grassland,AEZ11,Grassland
Eastern Europe,root,AgroForestLandAEZ11,AgroForest_NonPastureAEZ11,GrassShrubLandAEZ11,GrasslandAEZ11,2.5,9.5,2.5,9.5,29,0,0,Grassland,AEZ11,Grassland
Korea,root,AgroForestLandAEZ11,AgroForest_NonPastureAEZ11,GrassShrubLandAEZ11,GrasslandAEZ11,0,0,0,0,0,0,0,Grassland,AEZ11,Grassland
India,root,AgroForestLandAEZ11,AgroForest_NonPastureAEZ11,GrassShrubLandAEZ11,GrasslandAEZ11,1.3,13.2,1.3,13.2,15,0,0,Grassland,AEZ11,Grassland
USA,root,AgroForestLandAEZ11,AgroForest_NonPastureAEZ11,CropLandAEZ11,OtherArableLandAEZ11,0.3,9,0.3,9,1,0,0,OtherArableLand,AEZ11,Cropland
Canada,root,AgroForestLandAEZ11,AgroForest_NonPastureAEZ11,CropLandAEZ11,OtherArableLandAEZ11,0.3,9,0.3,9,1,0,0,OtherArableLand,AEZ11,Cropland
Western Europe,root,AgroForestLandAEZ11,AgroForest_NonPastureAEZ11,CropLandAEZ11,OtherArableLandAEZ11,0.3,9,0.3,9,1,0,0,OtherArableLand,AEZ11,Cropland
Japan,root,AgroForestLandAEZ11,AgroForest_NonPastureAEZ11,CropLandAEZ11,OtherArableLandAEZ11,0.3,9,0.3,9,1,0,0,OtherArableLand,AEZ11,Cropland
Australia_NZ,root,AgroForestLandAEZ11,AgroForest_NonPastureAEZ11,CropLandAEZ11,OtherArableLandAEZ11,0.3,9,0.3,9,1,0,0,OtherArableLand,AEZ11,Cropland
Former Soviet Union,root,AgroForestLandAEZ11,AgroForest_NonPastureAEZ11,CropLandAEZ11,OtherArableLandAEZ11,0.3,9,0.3,9,1,0,0,OtherArableLand,AEZ11,Cropland
China,root,AgroForestLandAEZ11,AgroForest_NonPastureAEZ11,CropLandAEZ11,OtherArableLandAEZ11,0.3,9,0.3,9,1,0,0,OtherArableLand,AEZ11,Cropland
Middle East,root,AgroForestLandAEZ11,AgroForest_NonPastureAEZ11,CropLandAEZ11,OtherArableLandAEZ11,0.3,9,0.3,9,1,0,0,OtherArableLand,AEZ11,Cropland
Africa,root,AgroForestLandAEZ11,AgroForest_NonPastureAEZ11,CropLandAEZ11,OtherArableLandAEZ11,0.3,9,0.3,9,1,0,0,OtherArableLand,AEZ11,Cropland
Latin America,root,AgroForestLandAEZ11,AgroForest_NonPastureAEZ11,CropLandAEZ11,OtherArableLandAEZ11,0.3,9,0.3,9,1,0,0,OtherArableLand,AEZ11,Cropland
Southeast Asia,root,AgroForestLandAEZ11,AgroForest_NonPastureAEZ11,CropLandAEZ11,OtherArableLandAEZ11,0.3,9,0.3,9,1,0,0,OtherArableLand,AEZ11,Cropland
Eastern Europe,root,AgroForestLandAEZ11,AgroForest_NonPastureAEZ11,CropLandAEZ11,OtherArableLandAEZ11,0.3,9,0.3,9,1,0,0,OtherArableLand,AEZ11,Cropland
Korea,root,AgroForestLandAEZ11,AgroForest_NonPastureAEZ11,CropLandAEZ11,OtherArableLandAEZ11,0.3,9,0.3,9,1,0,0,OtherArableLand,AEZ11,Cropland
India,root,AgroForestLandAEZ11,AgroForest_NonPastureAEZ11,CropLandAEZ11,OtherArableLandAEZ11,0.3,9,0.3,9,1,0,0,OtherArableLand,AEZ11,Cropland
USA,root,AgroForestLandAEZ11,AgroForest_NonPastureAEZ11,GrassShrubLandAEZ11,ShrublandAEZ11,2.7,6.9,2.7,6.9,50,0,0,Shrubland,AEZ11,Shrubland
Canada,root,AgroForestLandAEZ11,AgroForest_NonPastureAEZ11,GrassShrubLandAEZ11,ShrublandAEZ11,0,0,0,0,0,0,0,Shrubland,AEZ11,Shrubland
Western Europe,root,AgroForestLandAEZ11,AgroForest_NonPastureAEZ11,GrassShrubLandAEZ11,ShrublandAEZ11,5.5,6.9,5.5,6.9,18,0,0,Shrubland,AEZ11,Shrubland
Japan,root,AgroForestLandAEZ11,AgroForest_NonPastureAEZ11,GrassShrubLandAEZ11,ShrublandAEZ11,5.5,6.9,5.5,6.9,19,0,0,Shrubland,AEZ11,Shrubland
Australia_NZ,root,AgroForestLandAEZ11,AgroForest_NonPastureAEZ11,GrassShrubLandAEZ11,ShrublandAEZ11,5.5,6.9,5.5,6.9,18,0,0,Shrubland,AEZ11,Shrubland
Former Soviet Union,root,AgroForestLandAEZ11,AgroForest_NonPastureAEZ11,GrassShrubLandAEZ11,ShrublandAEZ11,0,0,0,0,0,0,0,Shrubland,AEZ11,Shrubland
China,root,AgroForestLandAEZ11,AgroForest_NonPastureAEZ11,GrassShrubLandAEZ11,ShrublandAEZ11,5.4,6.9,5.4,6.9,19,0,0,Shrubland,AEZ11,Shrubland
Middle East,root,AgroForestLandAEZ11,AgroForest_NonPastureAEZ11,GrassShrubLandAEZ11,ShrublandAEZ11,0,0,0,0,0,0,0,Shrubland,AEZ11,Shrubland
Africa,root,AgroForestLandAEZ11,AgroForest_NonPastureAEZ11,GrassShrubLandAEZ11,ShrublandAEZ11,4.6,6.9,4.6,6.9,29,0,0,Shrubland,AEZ11,Shrubland
Latin America,root,AgroForestLandAEZ11,AgroForest_NonPastureAEZ11,GrassShrubLandAEZ11,ShrublandAEZ11,5.4,6.9,5.4,6.9,19,0,0,Shrubland,AEZ11,Shrubland
Southeast Asia,root,AgroForestLandAEZ11,AgroForest_NonPastureAEZ11,GrassShrubLandAEZ11,ShrublandAEZ11,4,6.9,4,6.9,35,0,0,Shrubland,AEZ11,Shrubland
Eastern Europe,root,AgroForestLandAEZ11,AgroForest_NonPastureAEZ11,GrassShrubLandAEZ11,ShrublandAEZ11,5.4,6.9,5.4,6.9,19,0,0,Shrubland,AEZ11,Shrubland
Korea,root,AgroForestLandAEZ11,AgroForest_NonPastureAEZ11,GrassShrubLandAEZ11,ShrublandAEZ11,0,0,0,0,0,0,0,Shrubland,AEZ11,Shrubland
India,root,AgroForestLandAEZ11,AgroForest_NonPastureAEZ11,GrassShrubLandAEZ11,ShrublandAEZ11,4.8,6.9,4.8,6.9,27,0,0,Shrubland,AEZ11,Shrubland
USA,root,AgroForestLandAEZ11,AgroForest_NonPastureAEZ11,AllForestLandAEZ11,UnmanagedForestAEZ11,13.1,13,13.1,13,50,0,0,UnmanagedForest,AEZ11,Forest
Canada,root,AgroForestLandAEZ11,AgroForest_NonPastureAEZ11,AllForestLandAEZ11,UnmanagedForestAEZ11,14.4,14.9,14.4,14.9,50,0,0,UnmanagedForest,AEZ11,Forest
Western Europe,root,AgroForestLandAEZ11,AgroForest_NonPastureAEZ11,AllForestLandAEZ11,UnmanagedForestAEZ11,12.7,12.7,12.7,12.7,50,0,0,UnmanagedForest,AEZ11,Forest
Japan,root,AgroForestLandAEZ11,AgroForest_NonPastureAEZ11,AllForestLandAEZ11,UnmanagedForestAEZ11,11.6,11.3,11.6,11.3,50,0,0,UnmanagedForest,AEZ11,Forest
Australia_NZ,root,AgroForestLandAEZ11,AgroForest_NonPastureAEZ11,AllForestLandAEZ11,UnmanagedForestAEZ11,15.1,7.9,15.1,7.9,49,0,0,UnmanagedForest,AEZ11,Forest
Former Soviet Union,root,AgroForestLandAEZ11,AgroForest_NonPastureAEZ11,AllForestLandAEZ11,UnmanagedForestAEZ11,13.2,13.2,13.2,13.2,50,0,0,UnmanagedForest,AEZ11,Forest
China,root,AgroForestLandAEZ11,AgroForest_NonPastureAEZ11,AllForestLandAEZ11,UnmanagedForestAEZ11,13,11.5,13,11.5,49,0,0,UnmanagedForest,AEZ11,Forest
Middle East,root,AgroForestLandAEZ11,AgroForest_NonPastureAEZ11,AllForestLandAEZ11,UnmanagedForestAEZ11,0,0,0,0,0,0,0,UnmanagedForest,AEZ11,Forest
Africa,root,AgroForestLandAEZ11,AgroForest_NonPastureAEZ11,AllForestLandAEZ11,UnmanagedForestAEZ11,17.8,8.9,17.8,8.9,43,0,0,UnmanagedForest,AEZ11,Forest
Latin America,root,AgroForestLandAEZ11,AgroForest_NonPastureAEZ11,AllForestLandAEZ11,UnmanagedForestAEZ11,16.7,10.2,16.7,10.2,43,0,0,UnmanagedForest,AEZ11,Forest
Southeast Asia,root,AgroForestLandAEZ11,AgroForest_NonPastureAEZ11,AllForestLandAEZ11,UnmanagedForestAEZ11,15.8,10.3,15.8,10.3,42,0,0,UnmanagedForest,AEZ11,Forest
Eastern Europe,root,AgroForestLandAEZ11,AgroForest_NonPastureAEZ11,AllForestLandAEZ11,UnmanagedForestAEZ11,13.1,13.1,13.1,13.1,50,0,0,UnmanagedForest,AEZ11,Forest
Korea,root,AgroForestLandAEZ11,AgroForest_NonPastureAEZ11,AllForestLandAEZ11,UnmanagedForestAEZ11,11,11.5,11,11.5,50,0,0,UnmanagedForest,AEZ11,Forest
India,root,AgroForestLandAEZ11,AgroForest_NonPastureAEZ11,AllForestLandAEZ11,UnmanagedForestAEZ11,14.3,10.8,14.3,10.8,46,0,0,UnmanagedForest,AEZ11,Forest
USA,root,AgroForestLandAEZ12,AgroForest_NonPastureAEZ12,GrassShrubLandAEZ12,GrasslandAEZ12,1.6,13.5,1.6,13.5,17,0,0,Grassland,AEZ12,Grassland
Canada,root,AgroForestLandAEZ12,AgroForest_NonPastureAEZ12,GrassShrubLandAEZ12,GrasslandAEZ12,0,0,0,0,0,0,0,Grassland,AEZ12,Grassland
Western Europe,root,AgroForestLandAEZ12,AgroForest_NonPastureAEZ12,GrassShrubLandAEZ12,GrasslandAEZ12,2.5,9.5,2.5,9.5,29,0,0,Grassland,AEZ12,Grassland
Japan,root,AgroForestLandAEZ12,AgroForest_NonPastureAEZ12,GrassShrubLandAEZ12,GrasslandAEZ12,0,0,0,0,0,0,0,Grassland,AEZ12,Grassland
Australia_NZ,root,AgroForestLandAEZ12,AgroForest_NonPastureAEZ12,GrassShrubLandAEZ12,GrasslandAEZ12,2,11.5,2,11.5,23,0,0,Grassland,AEZ12,Grassland
Former Soviet Union,root,AgroForestLandAEZ12,AgroForest_NonPastureAEZ12,GrassShrubLandAEZ12,GrasslandAEZ12,0,0,0,0,0,0,0,Grassland,AEZ12,Grassland
China,root,AgroForestLandAEZ12,AgroForest_NonPastureAEZ12,GrassShrubLandAEZ12,GrasslandAEZ12,2.4,10.1,2.4,10.1,27,0,0,Grassland,AEZ12,Grassland
Middle East,root,AgroForestLandAEZ12,AgroForest_NonPastureAEZ12,GrassShrubLandAEZ12,GrasslandAEZ12,0,0,0,0,0,0,0,Grassland,AEZ12,Grassland
Africa,root,AgroForestLandAEZ12,AgroForest_NonPastureAEZ12,GrassShrubLandAEZ12,GrasslandAEZ12,2.4,10.1,2.4,10.1,27,0,0,Grassland,AEZ12,Grassland
Latin America,root,AgroForestLandAEZ12,AgroForest_NonPastureAEZ12,GrassShrubLandAEZ12,GrasslandAEZ12,1.5,14,1.5,14,16,0,0,Grassland,AEZ12,Grassland
Southeast Asia,root,AgroForestLandAEZ12,AgroForest_NonPastureAEZ12,GrassShrubLandAEZ12,GrasslandAEZ12,1.9,12.3,1.9,12.3,21,0,0,Grassland,AEZ12,Grassland
Eastern Europe,root,AgroForestLandAEZ12,AgroForest_NonPastureAEZ12,GrassShrubLandAEZ12,GrasslandAEZ12,2.5,9.5,2.5,9.5,29,0,0,Grassland,AEZ12,Grassland
Korea,root,AgroForestLandAEZ12,AgroForest_NonPastureAEZ12,GrassShrubLandAEZ12,GrasslandAEZ12,0,0,0,0,0,0,0,Grassland,AEZ12,Grassland
India,root,AgroForestLandAEZ12,AgroForest_NonPastureAEZ12,GrassShrubLandAEZ12,GrasslandAEZ12,1.4,14.4,1.4,14.4,15,0,0,Grassland,AEZ12,Grassland
USA,root,AgroForestLandAEZ12,AgroForest_NonPastureAEZ12,CropLandAEZ12,OtherArableLandAEZ12,0.3,9,0.3,9,1,0,0,OtherArableLand,AEZ12,Cropland
Canada,root,AgroForestLandAEZ12,AgroForest_NonPastureAEZ12,CropLandAEZ12,OtherArableLandAEZ12,0.3,9,0.3,9,1,0,0,OtherArableLand,AEZ12,Cropland
Western Europe,root,AgroForestLandAEZ12,AgroForest_NonPastureAEZ12,CropLandAEZ12,OtherArableLandAEZ12,0.3,9,0.3,9,1,0,0,OtherArableLand,AEZ12,Cropland
Japan,root,AgroForestLandAEZ12,AgroForest_NonPastureAEZ12,CropLandAEZ12,OtherArableLandAEZ12,0.3,9,0.3,9,1,0,0,OtherArableLand,AEZ12,Cropland
Australia_NZ,root,AgroForestLandAEZ12,AgroForest_NonPastureAEZ12,CropLandAEZ12,OtherArableLandAEZ12,0.3,9,0.3,9,1,0,0,OtherArableLand,AEZ12,Cropland
Former Soviet Union,root,AgroForestLandAEZ12,AgroForest_NonPastureAEZ12,CropLandAEZ12,OtherArableLandAEZ12,0.3,9,0.3,9,1,0,0,OtherArableLand,AEZ12,Cropland
China,root,AgroForestLandAEZ12,AgroForest_NonPastureAEZ12,CropLandAEZ12,OtherArableLandAEZ12,0.3,9,0.3,9,1,0,0,OtherArableLand,AEZ12,Cropland
Middle East,root,AgroForestLandAEZ12,AgroForest_NonPastureAEZ12,CropLandAEZ12,OtherArableLandAEZ12,0.3,9,0.3,9,1,0,0,OtherArableLand,AEZ12,Cropland
Africa,root,AgroForestLandAEZ12,AgroForest_NonPastureAEZ12,CropLandAEZ12,OtherArableLandAEZ12,0.3,9,0.3,9,1,0,0,OtherArableLand,AEZ12,Cropland
Latin America,root,AgroForestLandAEZ12,AgroForest_NonPastureAEZ12,CropLandAEZ12,OtherArableLandAEZ12,0.3,9,0.3,9,1,0,0,OtherArableLand,AEZ12,Cropland
Southeast Asia,root,AgroForestLandAEZ12,AgroForest_NonPastureAEZ12,CropLandAEZ12,OtherArableLandAEZ12,0.3,9,0.3,9,1,0,0,OtherArableLand,AEZ12,Cropland
Eastern Europe,root,AgroForestLandAEZ12,AgroForest_NonPastureAEZ12,CropLandAEZ12,OtherArableLandAEZ12,0.3,9,0.3,9,1,0,0,OtherArableLand,AEZ12,Cropland
Korea,root,AgroForestLandAEZ12,AgroForest_NonPastureAEZ12,CropLandAEZ12,OtherArableLandAEZ12,0.3,9,0.3,9,1,0,0,OtherArableLand,AEZ12,Cropland
India,root,AgroForestLandAEZ12,AgroForest_NonPastureAEZ12,CropLandAEZ12,OtherArableLandAEZ12,0.3,9,0.3,9,1,0,0,OtherArableLand,AEZ12,Cropland
USA,root,AgroForestLandAEZ12,AgroForest_NonPastureAEZ12,GrassShrubLandAEZ12,ShrublandAEZ12,0,0,0,0,0,0,0,Shrubland,AEZ12,Shrubland
Canada,root,AgroForestLandAEZ12,AgroForest_NonPastureAEZ12,GrassShrubLandAEZ12,ShrublandAEZ12,0,0,0,0,0,0,0,Shrubland,AEZ12,Shrubland
Western Europe,root,AgroForestLandAEZ12,AgroForest_NonPastureAEZ12,GrassShrubLandAEZ12,ShrublandAEZ12,5.5,6.9,5.5,6.9,18,0,0,Shrubland,AEZ12,Shrubland
Japan,root,AgroForestLandAEZ12,AgroForest_NonPastureAEZ12,GrassShrubLandAEZ12,ShrublandAEZ12,5.4,6.9,5.4,6.9,19,0,0,Shrubland,AEZ12,Shrubland
Australia_NZ,root,AgroForestLandAEZ12,AgroForest_NonPastureAEZ12,GrassShrubLandAEZ12,ShrublandAEZ12,5.5,6.9,5.5,6.9,18,0,0,Shrubland,AEZ12,Shrubland
Former Soviet Union,root,AgroForestLandAEZ12,AgroForest_NonPastureAEZ12,GrassShrubLandAEZ12,ShrublandAEZ12,0,0,0,0,0,0,0,Shrubland,AEZ12,Shrubland
China,root,AgroForestLandAEZ12,AgroForest_NonPastureAEZ12,GrassShrubLandAEZ12,ShrublandAEZ12,4.9,6.9,4.9,6.9,24,0,0,Shrubland,AEZ12,Shrubland
Middle East,root,AgroForestLandAEZ12,AgroForest_NonPastureAEZ12,GrassShrubLandAEZ12,ShrublandAEZ12,0,0,0,0,0,0,0,Shrubland,AEZ12,Shrubland
Africa,root,AgroForestLandAEZ12,AgroForest_NonPastureAEZ12,GrassShrubLandAEZ12,ShrublandAEZ12,3.9,6.9,3.9,6.9,36,0,0,Shrubland,AEZ12,Shrubland
Latin America,root,AgroForestLandAEZ12,AgroForest_NonPastureAEZ12,GrassShrubLandAEZ12,ShrublandAEZ12,4.9,6.9,4.9,6.9,24,0,0,Shrubland,AEZ12,Shrubland
Southeast Asia,root,AgroForestLandAEZ12,AgroForest_NonPastureAEZ12,GrassShrubLandAEZ12,ShrublandAEZ12,4.1,6.9,4.1,6.9,34,0,0,Shrubland,AEZ12,Shrubland
Eastern Europe,root,AgroForestLandAEZ12,AgroForest_NonPastureAEZ12,GrassShrubLandAEZ12,ShrublandAEZ12,0,0,0,0,0,0,0,Shrubland,AEZ12,Shrubland
Korea,root,AgroForestLandAEZ12,AgroForest_NonPastureAEZ12,GrassShrubLandAEZ12,ShrublandAEZ12,0,0,0,0,0,0,0,Shrubland,AEZ12,Shrubland
India,root,AgroForestLandAEZ12,AgroForest_NonPastureAEZ12,GrassShrubLandAEZ12,ShrublandAEZ12,5.3,6.9,5.3,6.9,20,0,0,Shrubland,AEZ12,Shrubland
USA,root,AgroForestLandAEZ12,AgroForest_NonPastureAEZ12,AllForestLandAEZ12,UnmanagedForestAEZ12,15.1,13.2,15.1,13.2,50,0,0,UnmanagedForest,AEZ12,Forest
Canada,root,AgroForestLandAEZ12,AgroForest_NonPastureAEZ12,AllForestLandAEZ12,UnmanagedForestAEZ12,0,0,0,0,0,0,0,UnmanagedForest,AEZ12,Forest
Western Europe,root,AgroForestLandAEZ12,AgroForest_NonPastureAEZ12,AllForestLandAEZ12,UnmanagedForestAEZ12,13.1,12.7,13.1,12.7,50,0,0,UnmanagedForest,AEZ12,Forest
Japan,root,AgroForestLandAEZ12,AgroForest_NonPastureAEZ12,AllForestLandAEZ12,UnmanagedForestAEZ12,10.9,11,10.9,11,50,0,0,UnmanagedForest,AEZ12,Forest
Australia_NZ,root,AgroForestLandAEZ12,AgroForest_NonPastureAEZ12,AllForestLandAEZ12,UnmanagedForestAEZ12,14.9,7.5,14.9,7.5,50,0,0,UnmanagedForest,AEZ12,Forest
Former Soviet Union,root,AgroForestLandAEZ12,AgroForest_NonPastureAEZ12,AllForestLandAEZ12,UnmanagedForestAEZ12,12.8,12.9,12.8,12.9,50,0,0,UnmanagedForest,AEZ12,Forest
China,root,AgroForestLandAEZ12,AgroForest_NonPastureAEZ12,AllForestLandAEZ12,UnmanagedForestAEZ12,14.5,10.3,14.5,10.3,49,0,0,UnmanagedForest,AEZ12,Forest
Middle East,root,AgroForestLandAEZ12,AgroForest_NonPastureAEZ12,AllForestLandAEZ12,UnmanagedForestAEZ12,0,0,0,0,0,0,0,UnmanagedForest,AEZ12,Forest
Africa,root,AgroForestLandAEZ12,AgroForest_NonPastureAEZ12,AllForestLandAEZ12,UnmanagedForestAEZ12,16.8,9.8,16.8,9.8,37,0,0,UnmanagedForest,AEZ12,Forest
Latin America,root,AgroForestLandAEZ12,AgroForest_NonPastureAEZ12,AllForestLandAEZ12,UnmanagedForestAEZ12,17.9,9.8,17.9,9.8,41,0,0,UnmanagedForest,AEZ12,Forest
Southeast Asia,root,AgroForestLandAEZ12,AgroForest_NonPastureAEZ12,AllForestLandAEZ12,UnmanagedForestAEZ12,15.3,10.1,15.3,10.1,40,0,0,UnmanagedForest,AEZ12,Forest
Eastern Europe,root,AgroForestLandAEZ12,AgroForest_NonPastureAEZ12,AllForestLandAEZ12,UnmanagedForestAEZ12,11.7,12,11.7,12,50,0,0,UnmanagedForest,AEZ12,Forest
Korea,root,AgroForestLandAEZ12,AgroForest_NonPastureAEZ12,AllForestLandAEZ12,UnmanagedForestAEZ12,0,0,0,0,0,0,0,UnmanagedForest,AEZ12,Forest
India,root,AgroForestLandAEZ12,AgroForest_NonPastureAEZ12,AllForestLandAEZ12,UnmanagedForestAEZ12,15.2,10.1,15.2,10.1,40,0,0,UnmanagedForest,AEZ12,Forest
USA,root,AgroForestLandAEZ13,AgroForest_NonPastureAEZ13,GrassShrubLandAEZ13,GrasslandAEZ13,0.6,11,0.6,11,10,0,0,Grassland,AEZ13,Grassland
Canada,root,AgroForestLandAEZ13,AgroForest_NonPastureAEZ13,GrassShrubLandAEZ13,GrasslandAEZ13,0.9,10.8,0.9,10.8,13,0,0,Grassland,AEZ13,Grassland
Western Europe,root,AgroForestLandAEZ13,AgroForest_NonPastureAEZ13,GrassShrubLandAEZ13,GrasslandAEZ13,0,0,0,0,0,0,0,Grassland,AEZ13,Grassland
Japan,root,AgroForestLandAEZ13,AgroForest_NonPastureAEZ13,GrassShrubLandAEZ13,GrasslandAEZ13,0,0,0,0,0,0,0,Grassland,AEZ13,Grassland
Australia_NZ,root,AgroForestLandAEZ13,AgroForest_NonPastureAEZ13,GrassShrubLandAEZ13,GrasslandAEZ13,0,0,0,0,0,0,0,Grassland,AEZ13,Grassland
Former Soviet Union,root,AgroForestLandAEZ13,AgroForest_NonPastureAEZ13,GrassShrubLandAEZ13,GrasslandAEZ13,0.7,10.9,0.7,10.9,11,0,0,Grassland,AEZ13,Grassland
China,root,AgroForestLandAEZ13,AgroForest_NonPastureAEZ13,GrassShrubLandAEZ13,GrasslandAEZ13,0.6,11,0.6,11,10,0,0,Grassland,AEZ13,Grassland
Middle East,root,AgroForestLandAEZ13,AgroForest_NonPastureAEZ13,GrassShrubLandAEZ13,GrasslandAEZ13,0,0,0,0,0,0,0,Grassland,AEZ13,Grassland
Africa,root,AgroForestLandAEZ13,AgroForest_NonPastureAEZ13,GrassShrubLandAEZ13,GrasslandAEZ13,0,0,0,0,0,0,0,Grassland,AEZ13,Grassland
Latin America,root,AgroForestLandAEZ13,AgroForest_NonPastureAEZ13,GrassShrubLandAEZ13,GrasslandAEZ13,0.6,11,0.6,11,10,0,0,Grassland,AEZ13,Grassland
Southeast Asia,root,AgroForestLandAEZ13,AgroForest_NonPastureAEZ13,GrassShrubLandAEZ13,GrasslandAEZ13,0.6,11,0.6,11,10,0,0,Grassland,AEZ13,Grassland
Eastern Europe,root,AgroForestLandAEZ13,AgroForest_NonPastureAEZ13,GrassShrubLandAEZ13,GrasslandAEZ13,0,0,0,0,0,0,0,Grassland,AEZ13,Grassland
Korea,root,AgroForestLandAEZ13,AgroForest_NonPastureAEZ13,GrassShrubLandAEZ13,GrasslandAEZ13,0,0,0,0,0,0,0,Grassland,AEZ13,Grassland
India,root,AgroForestLandAEZ13,AgroForest_NonPastureAEZ13,GrassShrubLandAEZ13,GrasslandAEZ13,0.6,11,0.6,11,10,0,0,Grassland,AEZ13,Grassland
USA,root,AgroForestLandAEZ13,AgroForest_NonPastureAEZ13,CropLandAEZ13,OtherArableLandAEZ13,0.3,9,0.3,9,1,0,0,OtherArableLand,AEZ13,Cropland
Canada,root,AgroForestLandAEZ13,AgroForest_NonPastureAEZ13,CropLandAEZ13,OtherArableLandAEZ13,0.3,9,0.3,9,1,0,0,OtherArableLand,AEZ13,Cropland
Western Europe,root,AgroForestLandAEZ13,AgroForest_NonPastureAEZ13,CropLandAEZ13,OtherArableLandAEZ13,0.3,9,0.3,9,1,0,0,OtherArableLand,AEZ13,Cropland
Japan,root,AgroForestLandAEZ13,AgroForest_NonPastureAEZ13,CropLandAEZ13,OtherArableLandAEZ13,0.3,9,0.3,9,1,0,0,OtherArableLand,AEZ13,Cropland
Australia_NZ,root,AgroForestLandAEZ13,AgroForest_NonPastureAEZ13,CropLandAEZ13,OtherArableLandAEZ13,0.3,9,0.3,9,1,0,0,OtherArableLand,AEZ13,Cropland
Former Soviet Union,root,AgroForestLandAEZ13,AgroForest_NonPastureAEZ13,CropLandAEZ13,OtherArableLandAEZ13,0.3,9,0.3,9,1,0,0,OtherArableLand,AEZ13,Cropland
China,root,AgroForestLandAEZ13,AgroForest_NonPastureAEZ13,CropLandAEZ13,OtherArableLandAEZ13,0.3,9,0.3,9,1,0,0,OtherArableLand,AEZ13,Cropland
Middle East,root,AgroForestLandAEZ13,AgroForest_NonPastureAEZ13,CropLandAEZ13,OtherArableLandAEZ13,0.3,9,0.3,9,1,0,0,OtherArableLand,AEZ13,Cropland
Africa,root,AgroForestLandAEZ13,AgroForest_NonPastureAEZ13,CropLandAEZ13,OtherArableLandAEZ13,0.3,9,0.3,9,1,0,0,OtherArableLand,AEZ13,Cropland
Latin America,root,AgroForestLandAEZ13,AgroForest_NonPastureAEZ13,CropLandAEZ13,OtherArableLandAEZ13,0.3,9,0.3,9,1,0,0,OtherArableLand,AEZ13,Cropland
Southeast Asia,root,AgroForestLandAEZ13,AgroForest_NonPastureAEZ13,CropLandAEZ13,OtherArableLandAEZ13,0.3,9,0.3,9,1,0,0,OtherArableLand,AEZ13,Cropland
Eastern Europe,root,AgroForestLandAEZ13,AgroForest_NonPastureAEZ13,CropLandAEZ13,OtherArableLandAEZ13,0.3,9,0.3,9,1,0,0,OtherArableLand,AEZ13,Cropland
Korea,root,AgroForestLandAEZ13,AgroForest_NonPastureAEZ13,CropLandAEZ13,OtherArableLandAEZ13,0.3,9,0.3,9,1,0,0,OtherArableLand,AEZ13,Cropland
India,root,AgroForestLandAEZ13,AgroForest_NonPastureAEZ13,CropLandAEZ13,OtherArableLandAEZ13,0.3,9,0.3,9,1,0,0,OtherArableLand,AEZ13,Cropland
USA,root,AgroForestLandAEZ13,AgroForest_NonPastureAEZ13,GrassShrubLandAEZ13,ShrublandAEZ13,3.3,6.9,3.3,6.9,43,0,0,Shrubland,AEZ13,Shrubland
Canada,root,AgroForestLandAEZ13,AgroForest_NonPastureAEZ13,GrassShrubLandAEZ13,ShrublandAEZ13,2.7,6.9,2.7,6.9,50,0,0,Shrubland,AEZ13,Shrubland
