INPUT_TABLE
Variable ID
LN3_LogitShare

region,LandAllocatorRoot,LandNode1,LandNode2,LandNode3,logit.exponent,default.share.2020,default.share.2025,default.share.2035,ID_AEZ,ID_LN3
Latin America,root,AgroForestLandAEZ17,AgroForest_NonPastureAEZ17,GrassShrubLandAEZ17,0.05,0.02,0.1,0.25,AEZ17,GrassShrubLand
Southeast Asia,root,AgroForestLandAEZ17,AgroForest_NonPastureAEZ17,GrassShrubLandAEZ17,0.05,0.02,0.1,0.25,AEZ17,GrassShrubLand
Eastern Europe,root,AgroForestLandAEZ17,AgroForest_NonPastureAEZ17,GrassShrubLandAEZ17,0.05,0.02,0.1,0.25,AEZ17,GrassShrubLand
Korea,root,AgroForestLandAEZ17,AgroForest_NonPastureAEZ17,GrassShrubLandAEZ17,0.05,0.02,0.1,0.25,AEZ17,GrassShrubLand
India,root,AgroForestLandAEZ17,AgroForest_NonPastureAEZ17,GrassShrubLandAEZ17,0.05,0.02,0.1,0.25,AEZ17,GrassShrubLand
USA,root,AgroForestLandAEZ18,AgroForest_NonPastureAEZ18,AllForestLandAEZ18,1.75,0.02,0.1,0.25,AEZ18,AllForestLand
Canada,root,AgroForestLandAEZ18,AgroForest_NonPastureAEZ18,AllForestLandAEZ18,1.75,0.02,0.1,0.25,AEZ18,AllForestLand
Western Europe,root,AgroForestLandAEZ18,AgroForest_NonPastureAEZ18,AllForestLandAEZ18,1.75,0.02,0.1,0.25,AEZ18,AllForestLand
Japan,root,AgroForestLandAEZ18,AgroForest_NonPastureAEZ18,AllForestLandAEZ18,1.75,0.02,0.1,0.25,AEZ18,AllForestLand
Australia_NZ,root,AgroForestLandAEZ18,AgroForest_NonPastureAEZ18,AllForestLandAEZ18,1.75,0.02,0.1,0.25,AEZ18,AllForestLand
Former Soviet Union,root,AgroForestLandAEZ18,AgroForest_NonPastureAEZ18,AllForestLandAEZ18,1.75,0.02,0.1,0.25,AEZ18,AllForestLand
China,root,AgroForestLandAEZ18,AgroForest_NonPastureAEZ18,AllForestLandAEZ18,1.75,0.02,0.1,0.25,AEZ18,AllForestLand
Middle East,root,AgroForestLandAEZ18,AgroForest_NonPastureAEZ18,AllForestLandAEZ18,1.75,0.02,0.1,0.25,AEZ18,AllForestLand
Africa,root,AgroForestLandAEZ18,AgroForest_NonPastureAEZ18,AllForestLandAEZ18,1.75,0.02,0.1,0.25,AEZ18,AllForestLand
Latin America,root,AgroForestLandAEZ18,AgroForest_NonPastureAEZ18,AllForestLandAEZ18,1.75,0.02,0.1,0.25,AEZ18,AllForestLand
Southeast Asia,root,AgroForestLandAEZ18,AgroForest_NonPastureAEZ18,AllForestLandAEZ18,1.75,0.02,0.1,0.25,AEZ18,AllForestLand
Eastern Europe,root,AgroForestLandAEZ18,AgroForest_NonPastureAEZ18,AllForestLandAEZ18,1.75,0.02,0.1,0.25,AEZ18,AllForestLand
Korea,root,AgroForestLandAEZ18,AgroForest_NonPastureAEZ18,AllForestLandAEZ18,1.75,0.02,0.1,0.25,AEZ18,AllForestLand
India,root,AgroForestLandAEZ18,AgroForest_NonPastureAEZ18,AllForestLandAEZ18,1.75,0.02,0.1,0.25,AEZ18,AllForestLand
USA,root,AgroForestLandAEZ18,AgroForest_NonPastureAEZ18,CropLandAEZ18,1.75,0.02,0.1,0.25,AEZ18,CropLand
Canada,root,AgroForestLandAEZ18,AgroForest_NonPastureAEZ18,CropLandAEZ18,1.75,0.02,0.1,0.25,AEZ18,CropLand
Western Europe,root,AgroForestLandAEZ18,AgroForest_NonPastureAEZ18,CropLandAEZ18,1.75,0.02,0.1,0.25,AEZ18,CropLand
Japan,root,AgroForestLandAEZ18,AgroForest_NonPastureAEZ18,CropLandAEZ18,1.75,0.02,0.1,0.25,AEZ18,CropLand
Australia_NZ,root,AgroForestLandAEZ18,AgroForest_NonPastureAEZ18,CropLandAEZ18,1.75,0.02,0.1,0.25,AEZ18,CropLand
Former Soviet Union,root,AgroForestLandAEZ18,AgroForest_NonPastureAEZ18,CropLandAEZ18,1.75,0.02,0.1,0.25,AEZ18,CropLand
China,root,AgroForestLandAEZ18,AgroForest_NonPastureAEZ18,CropLandAEZ18,1.75,0.02,0.1,0.25,AEZ18,CropLand
Middle East,root,AgroForestLandAEZ18,AgroForest_NonPastureAEZ18,CropLandAEZ18,1.75,0.02,0.1,0.25,AEZ18,CropLand
Africa,root,AgroForestLandAEZ18,AgroForest_NonPastureAEZ18,CropLandAEZ18,1.75,0.02,0.1,0.25,AEZ18,CropLand
Latin America,root,AgroForestLandAEZ18,AgroForest_NonPastureAEZ18,CropLandAEZ18,1.75,0.02,0.1,0.25,AEZ18,CropLand
Southeast Asia,root,AgroForestLandAEZ18,AgroForest_NonPastureAEZ18,CropLandAEZ18,1.75,0.02,0.1,0.25,AEZ18,CropLand
Eastern Europe,root,AgroForestLandAEZ18,AgroForest_NonPastureAEZ18,CropLandAEZ18,1.75,0.02,0.1,0.25,AEZ18,CropLand
Korea,root,AgroForestLandAEZ18,AgroForest_NonPastureAEZ18,CropLandAEZ18,1.75,0.02,0.1,0.25,AEZ18,CropLand
India,root,AgroForestLandAEZ18,AgroForest_NonPastureAEZ18,CropLandAEZ18,1.75,0.02,0.1,0.25,AEZ18,CropLand
USA,root,AgroForestLandAEZ18,AgroForest_NonPastureAEZ18,GrassShrubLandAEZ18,0.05,0.02,0.1,0.25,AEZ18,GrassShrubLand
Canada,root,AgroForestLandAEZ18,AgroForest_NonPastureAEZ18,GrassShrubLandAEZ18,0.05,0.02,0.1,0.25,AEZ18,GrassShrubLand
Western Europe,root,AgroForestLandAEZ18,AgroForest_NonPastureAEZ18,GrassShrubLandAEZ18,0.05,0.02,0.1,0.25,AEZ18,GrassShrubLand
Japan,root,AgroForestLandAEZ18,AgroForest_NonPastureAEZ18,GrassShrubLandAEZ18,0.05,0.02,0.1,0.25,AEZ18,GrassShrubLand
Australia_NZ,root,AgroForestLandAEZ18,AgroForest_NonPastureAEZ18,GrassShrubLandAEZ18,0.05,0.02,0.1,0.25,AEZ18,GrassShrubLand
Former Soviet Union,root,AgroForestLandAEZ18,AgroForest_NonPastureAEZ18,GrassShrubLandAEZ18,0.05,0.02,0.1,0.25,AEZ18,GrassShrubLand
China,root,AgroForestLandAEZ18,AgroForest_NonPastureAEZ18,GrassShrubLandAEZ18,0.05,0.02,0.1,0.25,AEZ18,GrassShrubLand
Middle East,root,AgroForestLandAEZ18,AgroForest_NonPastureAEZ18,GrassShrubLandAEZ18,0.05,0.02,0.1,0.25,AEZ18,GrassShrubLand
Africa,root,AgroForestLandAEZ18,AgroForest_NonPastureAEZ18,GrassShrubLandAEZ18,0.05,0.02,0.1,0.25,AEZ18,GrassShrubLand
Latin America,root,AgroForestLandAEZ18,AgroForest_NonPastureAEZ18,GrassShrubLandAEZ18,0.05,0.02,0.1,0.25,AEZ18,GrassShrubLand
Southeast Asia,root,AgroForestLandAEZ18,AgroForest_NonPastureAEZ18,GrassShrubLandAEZ18,0.05,0.02,0.1,0.25,AEZ18,GrassShrubLand
Eastern Europe,root,AgroForestLandAEZ18,AgroForest_NonPastureAEZ18,GrassShrubLandAEZ18,0.05,0.02,0.1,0.25,AEZ18,GrassShrubLand
Korea,root,AgroForestLandAEZ18,AgroForest_NonPastureAEZ18,GrassShrubLandAEZ18,0.05,0.02,0.1,0.25,AEZ18,GrassShrubLand
India,root,AgroForestLandAEZ18,AgroForest_NonPastureAEZ18,GrassShrubLandAEZ18,0.05,0.02,0.1,0.25,AEZ18,GrassShrubLand
