model,Scenario,Region,Variable,Unit,2000,2005,2010,2015,2020,2025,2030,2035,2040,2045,2050,2055,2060,2065,2070,2075,2080,2085,2090,2095,2100
OECD Env-Linkages,SSP1_v5_120504,SYR,GDP|PPP,billion US$2005/yr,61,76,97,109,136,174,228,302,400,526,681,867,1083,1325,1592,1879,2180,2489,2800,3108,3409
OECD Env-Linkages,SSP1_v5_120504,TCD,GDP|PPP,billion US$2005/yr,6,13,14,17,21,31,48,75,116,176,260,376,526,713,934,1193,1479,1789,2115,2447,2776
OECD Env-Linkages,SSP1_v5_120504,TGO,GDP|PPP,billion US$2005/yr,4,5,5,7,9,12,17,25,36,52,73,101,136,178,227,283,344,410,478,548,618
OECD Env-Linkages,SSP1_v5_120504,THA,GDP|PPP,billion US$2005/yr,347,445,530,664,841,1063,1331,1635,1966,2315,2685,3067,3454,3844,4233,4628,5036,5449,5852,6238,6607
OECD Env-Linkages,SSP1_v5_120504,TJK,GDP|PPP,billion US$2005/yr,6,10,13,17,23,33,47,67,94,127,165,206,252,300,349,398,445,490,534,576,618
OECD Env-Linkages,SSP1_v5_120504,TKM,GDP|PPP,billion US$2005/yr,10,23,36,51,71,94,121,150,180,208,235,258,279,300,319,336,351,365,377,389,401
OECD Env-Linkages,SSP1_v5_120504,TON,GDP|PPP,billion US$2005/yr,0,0,0,0,1,1,1,1,1,2,2,2,3,3,4,5,5,6,7,7,8
OECD Env-Linkages,SSP1_v5_120504,TTO,GDP|PPP,billion US$2005/yr,18,26,31,35,39,43,48,52,57,61,64,68,72,76,79,82,85,88,91,94,97
OECD Env-Linkages,SSP1_v5_120504,TUN,GDP|PPP,billion US$2005/yr,52,65,81,100,130,167,213,268,329,391,453,512,570,627,681,729,771,810,848,884,919
OECD Env-Linkages,SSP1_v5_120504,TUR,GDP|PPP,billion US$2005/yr,625,781,912,1140,1355,1585,1855,2160,2496,2849,3214,3591,3965,4332,4680,4999,5314,5622,5918,6192,6430
OECD Env-Linkages,SSP1_v5_120504,TZA,GDP|PPP,billion US$2005/yr,29,40,56,78,117,183,289,452,694,1046,1543,2223,3121,4265,5674,7392,9366,11621,14150,16920,19902
OECD Env-Linkages,SSP1_v5_120504,UGA,GDP|PPP,billion US$2005/yr,19,26,38,52,75,111,167,254,385,580,860,1249,1770,2437,3259,4258,5404,6696,8114,9621,11188
OECD Env-Linkages,SSP1_v5_120504,UKR,GDP|PPP,billion US$2005/yr,182,263,276,343,421,516,630,753,878,993,1095,1191,1290,1391,1482,1554,1621,1689,1762,1839,1912
OECD Env-Linkages,SSP1_v5_120504,URY,GDP|PPP,billion US$2005/yr,32,32,43,54,65,79,95,112,131,149,169,188,206,223,240,256,273,289,304,318,329
OECD Env-Linkages,SSP1_v5_120504,USA,GDP|PPP,billion US$2005/yr,11225,12622,13087,14833,16948,18921,20860,22785,24747,26799,28914,31175,33612,36311,39171,42224,45569,49117,52779,56598,60532
OECD Env-Linkages,SSP1_v5_120504,UZB,GDP|PPP,billion US$2005/yr,40,52,79,108,146,195,261,343,443,559,685,818,959,1110,1268,1422,1563,1700,1837,1975,2111
OECD Env-Linkages,SSP1_v5_120504,VCT,GDP|PPP,billion US$2005/yr,1,1,1,1,1,1,2,2,2,3,3,4,4,5,5,6,6,7,7,8,8
OECD Env-Linkages,SSP1_v5_120504,VEN,GDP|PPP,billion US$2005/yr,233,264,312,353,398,446,481,526,583,657,749,860,989,1136,1296,1466,1645,1831,2021,2208,2387
OECD Env-Linkages,SSP1_v5_120504,VNM,GDP|PPP,billion US$2005/yr,124,178,250,346,475,630,824,1063,1348,1669,2015,2376,2757,3177,3607,4021,4411,4800,5197,5590,5960
OECD Env-Linkages,SSP1_v5_120504,VUT,GDP|PPP,billion US$2005/yr,1,1,1,1,1,2,3,3,5,6,8,11,14,17,21,26,31,36,41,47,52
OECD Env-Linkages,SSP1_v5_120504,WSM,GDP|PPP,billion US$2005/yr,1,1,1,1,1,1,1,2,2,3,3,4,4,5,6,7,8,9,10,11,12
OECD Env-Linkages,SSP1_v5_120504,YEM,GDP|PPP,billion US$2005/yr,37,46,57,62,80,109,155,227,332,478,672,924,1238,1618,2056,2548,3072,3629,4212,4808,5397
OECD Env-Linkages,SSP1_v5_120504,ZAF,GDP|PPP,billion US$2005/yr,336,406,474,567,687,853,1059,1295,1545,1800,2053,2305,2554,2791,3006,3209,3405,3593,3770,3934,4084
OECD Env-Linkages,SSP1_v5_120504,ZMB,GDP|PPP,billion US$2005/yr,10,13,18,26,39,61,97,151,231,347,509,732,1031,1420,1914,2524,3261,4148,5185,6354,7667
OECD Env-Linkages,SSP1_v5_120504,ZWE,GDP|PPP,billion US$2005/yr,8,6,5,6,7,9,13,20,30,46,69,101,144,199,267,347,439,541,651,769,890
OECD Env-Linkages,SSP2_v5_120504,AFG,GDP|PPP,billion US$2005/yr,0,22,37,54,84,133,210,321,478,686,955,1287,1683,2142,2656,3213,3797,4387,4977,5569,6157
OECD Env-Linkages,SSP2_v5_120504,AGO,GDP|PPP,billion US$2005/yr,37,60,104,145,206,265,331,405,502,635,813,1045,1340,1706,2152,2683,3297,3995,4769,5609,6499
OECD Env-Linkages,SSP2_v5_120504,ALB,GDP|PPP,billion US$2005/yr,15,19,25,29,35,41,48,56,63,70,75,80,83,86,88,91,92,93,94,94,96
OECD Env-Linkages,SSP2_v5_120504,ARE,GDP|PPP,billion US$2005/yr,145,200,249,302,351,392,439,481,525,562,593,622,652,679,706,730,751,770,786,797,800
OECD Env-Linkages,SSP2_v5_120504,ARG,GDP|PPP,billion US$2005/yr,380,419,580,739,887,1058,1250,1465,1693,1928,2174,2427,2690,2964,3248,3533,3810,4090,4381,4677,4977
OECD Env-Linkages,SSP2_v5_120504,ARM,GDP|PPP,billion US$2005/yr,7,13,15,18,21,24,28,33,38,44,48,53,58,64,69,74,79,84,90,96,103
OECD Env-Linkages,SSP2_v5_120504,AUS,GDP|PPP,billion US$2005/yr,590,696,796,928,1066,1189,1309,1436,1566,1702,1836,1968,2106,2252,2404,2555,2706,2856,3008,3164,3320
OECD Env-Linkages,SSP2_v5_120504,AUT,GDP|PPP,billion US$2005/yr,254,277,297,326,349,368,385,403,422,441,457,472,486,501,518,536,554,571,588,605,623
OECD Env-Linkages,SSP2_v5_120504,AZE,GDP|PPP,billion US$2005/yr,20,38,81,93,102,103,105,106,110,118,130,144,164,190,219,248,278,312,349,389,430
OECD Env-Linkages,SSP2_v5_120504,BDI,GDP|PPP,billion US$2005/yr,2,3,3,4,5,7,10,14,20,28,40,56,76,102,135,174,219,270,329,395,467
OECD Env-Linkages,SSP2_v5_120504,BEL,GDP|PPP,billion US$2005/yr,312,337,358,386,412,437,467,500,534,568,601,634,668,705,742,780,820,861,903,946,990
OECD Env-Linkages,SSP2_v5_120504,BEN,GDP|PPP,billion US$2005/yr,9,10,13,16,21,28,39,55,78,111,157,220,303,410,546,712,912,1147,1416,1720,2054
OECD Env-Linkages,SSP2_v5_120504,BFA,GDP|PPP,billion US$2005/yr,11,14,19,25,34,49,70,101,147,212,303,431,605,837,1139,1523,2000,2579,3270,4078,5004
OECD Env-Linkages,SSP2_v5_120504,BGD,GDP|PPP,billion US$2005/yr,126,164,221,303,420,574,782,1057,1408,1835,2333,2900,3535,4224,4955,5717,6478,7238,7994,8747,9481
OECD Env-Linkages,SSP2_v5_120504,BGR,GDP|PPP,billion US$2005/yr,58,76,87,102,118,132,146,160,170,179,186,191,198,206,213,217,222,228,235,243,252
OECD Env-Linkages,SSP2_v5_120504,BHR,GDP|PPP,billion US$2005/yr,15,20,27,32,38,44,50,56,62,67,72,78,84,89,94,98,101,105,108,110,112
OECD Env-Linkages,SSP2_v5_120504,BHS,GDP|PPP,billion US$2005/yr,8,8,8,9,10,11,12,13,14,15,16,17,19,20,21,23,25,26,28,30,31
OECD Env-Linkages,SSP2_v5_120504,BIH,GDP|PPP,billion US$2005/yr,19,24,28,33,39,46,54,62,70,78,83,88,93,96,99,102,104,106,108,110,113
OECD Env-Linkages,SSP2_v5_120504,BLR,GDP|PPP,billion US$2005/yr,59,83,122,147,175,200,228,257,284,306,324,339,358,378,398,413,427,441,457,476,494
OECD Env-Linkages,SSP2_v5_120504,BLZ,GDP|PPP,billion US$2005/yr,1,2,2,2,3,3,4,5,6,7,9,11,14,17,20,24,28,32,36,40,44
OECD Env-Linkages,SSP2_v5_120504,BOL,GDP|PPP,billion US$2005/yr,30,35,43,54,68,87,114,150,197,259,336,432,545,676,822,980,1147,1322,1501,1680,1857
OECD Env-Linkages,SSP2_v5_120504,BRA,GDP|PPP,billion US$2005/yr,1380,1583,1960,2382,2876,3385,3939,4566,5261,6013,6809,7655,8546,9456,10389,11359,12320,13279,14236,15188,16138
OECD Env-Linkages,SSP2_v5_120504,BRB,GDP|PPP,billion US$2005/yr,5,5,5,5,6,7,8,9,10,11,12,13,14,14,15,15,16,16,17,17,18
OECD Env-Linkages,SSP2_v5_120504,BRN,GDP|PPP,billion US$2005/yr,16,18,18,21,23,25,28,30,32,34,36,39,41,43,45,47,50,52,55,57,60
OECD Env-Linkages,SSP2_v5_120504,BTN,GDP|PPP,billion US$2005/yr,2,2,3,5,8,10,14,18,23,29,35,42,50,58,67,75,84,92,99,107,115
OECD Env-Linkages,SSP2_v5_120504,BWA,GDP|PPP,billion US$2005/yr,17,22,25,33,42,51,62,74,87,101,115,129,145,161,179,196,214,232,250,269,288
OECD Env-Linkages,SSP2_v5_120504,CAF,GDP|PPP,billion US$2005/yr,3,3,3,4,5,7,11,15,22,33,47,67,93,126,168,220,280,349,426,510,600
OECD Env-Linkages,SSP2_v5_120504,CAN,GDP|PPP,billion US$2005/yr,998,1132,1202,1345,1483,1592,1719,1864,2024,2193,2365,2540,2723,2926,3146,3374,3608,3845,4086,4334,4590
OECD Env-Linkages,SSP2_v5_120504,CHE,GDP|PPP,billion US$2005/yr,249,266,294,319,339,354,366,378,393,409,426,443,459,477,498,520,543,567,591,614,639
OECD Env-Linkages,SSP2_v5_120504,CHL,GDP|PPP,billion US$2005/yr,162,198,233,295,355,412,472,536,607,684,760,836,913,994,1077,1160,1240,1317,1393,1470,1547
OECD Env-Linkages,SSP2_v5_120504,CHN,GDP|PPP,billion US$2005/yr,3367,5363,9121,14189,21275,29173,37596,45909,53630,60640,66221,70185,73191,75327,76737,77480,77589,77247,76727,76220,75578
OECD Env-Linkages,SSP2_v5_120504,CIV,GDP|PPP,billion US$2005/yr,30,30,34,41,57,84,125,183,264,371,510,684,898,1154,1454,1798,2184,2607,3061,3539,4030
OECD Env-Linkages,SSP2_v5_120504,CMR,GDP|PPP,billion US$2005/yr,29,35,40,50,63,83,113,153,208,281,376,497,647,830,1048,1300,1587,1907,2258,2633,3025
OECD Env-Linkages,SSP2_v5_120504,COD,GDP|PPP,billion US$2005/yr,13,16,21,28,40,60,92,144,225,346,525,779,1129,1595,2197,2950,3863,4934,6155,7505,8957
OECD Env-Linkages,SSP2_v5_120504,COG,GDP|PPP,billion US$2005/yr,10,12,15,21,27,38,52,71,94,123,159,201,252,311,378,455,540,633,734,841,953
OECD Env-Linkages,SSP2_v5_120504,COL,GDP|PPP,billion US$2005/yr,263,314,393,491,580,657,762,895,1049,1228,1431,1658,1906,2174,2461,2764,3089,3426,3772,4131,4495
OECD Env-Linkages,SSP2_v5_120504,COM,GDP|PPP,billion US$2005/yr,1,1,1,1,1,1,2,3,5,7,10,14,20,28,38,51,67,86,108,134,163
OECD Env-Linkages,SSP2_v5_120504,CPV,GDP|PPP,billion US$2005/yr,1,1,2,2,3,4,6,7,9,11,13,15,17,19,21,23,25,27,29,31,34
OECD Env-Linkages,SSP2_v5_120504,CRI,GDP|PPP,billion US$2005/yr,32,39,48,59,71,84,99,116,134,153,172,191,211,231,251,272,291,311,329,348,366
OECD Env-Linkages,SSP2_v5_120504,CYP,GDP|PPP,billion US$2005/yr,16,19,21,23,25,28,31,35,38,42,45,48,51,55,58,61,65,68,71,74,78
OECD Env-Linkages,SSP2_v5_120504,CZE,GDP|PPP,billion US$2005/yr,178,218,249,282,317,352,393,434,471,503,536,567,599,635,673,708,741,775,810,846,883
OECD Env-Linkages,SSP2_v5_120504,DEU,GDP|PPP,billion US$2005/yr,2492,2562,2727,2962,3114,3215,3297,3401,3542,3676,3798,3908,4032,4159,4303,4457,4618,4779,4941,5107,5277
OECD Env-Linkages,SSP2_v5_120504,DJI,GDP|PPP,billion US$2005/yr,1,1,2,2,3,5,6,9,12,16,20,26,32,39,47,56,65,74,84,94,104
OECD Env-Linkages,SSP2_v5_120504,DNK,GDP|PPP,billion US$2005/yr,169,180,180,193,204,212,222,231,242,255,270,285,300,316,335,355,377,401,426,451,478
OECD Env-Linkages,SSP2_v5_120504,DOM,GDP|PPP,billion US$2005/yr,50,59,83,109,141,175,213,256,305,357,413,474,539,607,678,748,815,883,948,1012,1072
OECD Env-Linkages,SSP2_v5_120504,DZA,GDP|PPP,billion US$2005/yr,186,236,267,313,367,422,483,559,664,794,945,1115,1311,1539,1792,2060,2332,2616,2923,3252,3600
OECD Env-Linkages,SSP2_v5_120504,ECU,GDP|PPP,billion US$2005/yr,68,88,106,127,147,175,213,260,317,384,459,545,641,745,856,972,1089,1206,1324,1440,1555
OECD Env-Linkages,SSP2_v5_120504,EGY,GDP|PPP,billion US$2005/yr,280,333,460,555,721,930,1205,1551,1964,2431,2943,3501,4098,4718,5346,5971,6591,7208,7824,8442,9043
OECD Env-Linkages,SSP2_v5_120504,ERI,GDP|PPP,billion US$2005/yr,2,3,3,3,4,5,6,9,13,19,27,40,58,82,113,151,198,252,314,383,457
OECD Env-Linkages,SSP2_v5_120504,ESP,GDP|PPP,billion US$2005/yr,1012,1189,1242,1319,1390,1452,1524,1607,1689,1770,1862,1958,2054,2152,2244,2328,2416,2512,2619,2736,2854
OECD Env-Linkages,SSP2_v5_120504,EST,GDP|PPP,billion US$2005/yr,16,22,22,28,31,34,38,41,45,48,51,53,56,59,63,66,69,72,75,79,83
OECD Env-Linkages,SSP2_v5_120504,ETH,GDP|PPP,billion US$2005/yr,35,47,77,106,144,197,272,380,529,733,1001,1343,1762,2262,2848,3524,4285,5122,6025,6986,8002
OECD Env-Linkages,SSP2_v5_120504,FIN,GDP|PPP,billion US$2005/yr,141,161,170,189,204,218,233,249,264,278,292,307,322,339,357,377,397,418,440,464,489
OECD Env-Linkages,SSP2_v5_120504,FJI,GDP|PPP,billion US$2005/yr,3,4,3,4,4,5,6,7,8,10,12,14,17,20,23,27,30,34,38,42,46
OECD Env-Linkages,SSP2_v5_120504,FRA,GDP|PPP,billion US$2005/yr,1720,1859,1922,2069,2241,2424,2629,2861,3102,3350,3597,3850,4116,4393,4677,4968,5268,5580,5901,6232,6569
OECD Env-Linkages,SSP2_v5_120504,GAB,GDP|PPP,billion US$2005/yr,16,18,20,24,28,32,37,43,51,60,70,83,96,112,129,148,168,190,212,236,259
OECD Env-Linkages,SSP2_v5_120504,GBR,GDP|PPP,billion US$2005/yr,1711,1972,2014,2189,2427,2642,2860,3087,3331,3594,3856,4119,4393,4693,5019,5353,5691,6042,6406,6789,7187
OECD Env-Linkages,SSP2_v5_120504,GEO,GDP|PPP,billion US$2005/yr,11,16,20,26,32,39,47,56,66,76,86,95,105,116,127,138,147,157,167,179,190
OECD Env-Linkages,SSP2_v5_120504,GHA,GDP|PPP,billion US$2005/yr,20,26,36,52,68,90,121,164,223,303,409,547,722,939,1198,1500,1845,2228,2647,3091,3552
OECD Env-Linkages,SSP2_v5_120504,GIN,GDP|PPP,billion US$2005/yr,7,9,10,12,17,22,30,42,60,87,126,182,259,365,505,684,909,1184,1510,1889,2318
OECD Env-Linkages,SSP2_v5_120504,GMB,GDP|PPP,billion US$2005/yr,2,2,2,3,4,6,8,12,17,25,35,49,66,87,112,143,177,216,259,305,354
OECD Env-Linkages,SSP2_v5_120504,GNB,GDP|PPP,billion US$2005/yr,1,1,2,2,3,4,5,7,11,16,23,34,47,65,87,115,149,189,237,291,353
OECD Env-Linkages,SSP2_v5_120504,GNQ,GDP|PPP,billion US$2005/yr,5,15,22,26,30,35,40,45,51,57,63,71,80,89,100,112,123,136,148,160,172
OECD Env-Linkages,SSP2_v5_120504,GRC,GDP|PPP,billion US$2005/yr,222,270,274,264,292,323,358,397,434,468,502,536,571,606,640,670,700,731,761,791,819
OECD Env-Linkages,SSP2_v5_120504,GTM,GDP|PPP,billion US$2005/yr,44,52,62,72,88,111,147,197,266,361,486,647,846,1081,1346,1637,1947,2277,2620,2964,3303
OECD Env-Linkages,SSP2_v5_120504,GUY,GDP|PPP,billion US$2005/yr,2,2,2,3,3,4,4,5,7,8,10,13,15,18,21,25,29,34,38,42,46
OECD Env-Linkages,SSP2_v5_120504,HKG,GDP|PPP,billion US$2005/yr,199,243,295,371,432,476,511,546,577,603,624,640,650,664,683,702,718,734,750,767,787
OECD Env-Linkages,SSP2_v5_120504,HND,GDP|PPP,billion US$2005/yr,18,23,27,32,39,50,65,85,112,148,193,248,315,393,481,579,684,796,915,1036,1160
OECD Env-Linkages,SSP2_v5_120504,HRV,GDP|PPP,billion US$2005/yr,55,68,71,79,88,97,105,114,121,126,131,135,138,142,145,148,151,153,156,159,162
OECD Env-Linkages,SSP2_v5_120504,HTI,GDP|PPP,billion US$2005/yr,10,10,10,14,19,26,37,52,73,102,139,186,245,315,397,488,586,692,805,921,1040
OECD Env-Linkages,SSP2_v5_120504,HUN,GDP|PPP,billion US$2005/yr,140,171,170,184,202,220,240,260,278,294,311,328,345,363,381,400,419,439,460,480,501
OECD Env-Linkages,SSP2_v5_120504,IDN,GDP|PPP,billion US$2005/yr,559,705,930,1279,1770,2415,3214,4197,5342,6608,7969,9409,10910,12451,13997,15538,17037,18513,19962,21379,22780
OECD Env-Linkages,SSP2_v5_120504,IND,GDP|PPP,billion US$2005/yr,1769,2432,3653,5335,7720,10776,14636,19429,25092,31505,38502,45913,53621,61499,69323,76920,84237,91249,97975,104425,110509
OECD Env-Linkages,SSP2_v5_120504,IRL,GDP|PPP,billion US$2005/yr,127,162,161,179,197,213,231,250,268,284,302,321,343,366,389,412,435,459,486,514,543
OECD Env-Linkages,SSP2_v5_120504,IRN,GDP|PPP,billion US$2005/yr,490,644,790,950,1121,1298,1512,1762,2043,2326,2593,2851,3127,3421,3708,3966,4190,4409,4641,4886,5118
OECD Env-Linkages,SSP2_v5_120504,IRQ,GDP|PPP,billion US$2005/yr,112,83,102,166,250,304,375,456,530,618,717,831,970,1145,1363,1629,1951,2324,2743,3205,3705
OECD Env-Linkages,SSP2_v5_120504,ISL,GDP|PPP,billion US$2005/yr,8,10,10,12,13,14,16,17,19,20,22,23,25,27,29,31,33,35,37,40,42
OECD Env-Linkages,SSP2_v5_120504,ISR,GDP|PPP,billion US$2005/yr,146,162,198,239,282,333,390,456,529,606,688,779,878,986,1102,1223,1349,1484,1630,1787,1952
OECD Env-Linkages,SSP2_v5_120504,ITA,GDP|PPP,billion US$2005/yr,1578,1657,1641,1685,1744,1801,1877,1971,2073,2187,2311,2441,2575,2713,2850,2989,3140,3301,3468,3640,3823
OECD Env-Linkages,SSP2_v5_120504,JAM,GDP|PPP,billion US$2005/yr,17,19,19,21,24,27,31,35,39,45,50,57,64,72,80,90,100,111,122,134,146
OECD Env-Linkages,SSP2_v5_120504,JOR,GDP|PPP,billion US$2005/yr,17,23,31,37,45,56,73,96,126,164,210,263,325,396,474,558,643,729,818,910,1002
OECD Env-Linkages,SSP2_v5_120504,JPN,GDP|PPP,billion US$2005/yr,3630,3873,3899,4172,4506,4865,5187,5438,5603,5740,5843,5934,6008,6058,6093,6113,6127,6151,6187,6230,6276
OECD Env-Linkages,SSP2_v5_120504,KAZ,GDP|PPP,billion US$2005/yr,80,132,178,239,322,430,533,637,740,825,884,931,988,1061,1136,1200,1259,1319,1386,1457,1525
OECD Env-Linkages,SSP2_v5_120504,KEN,GDP|PPP,billion US$2005/yr,40,48,60,81,110,151,210,296,416,583,807,1102,1486,1972,2568,3281,4114,5067,6140,7319,8593
OECD Env-Linkages,SSP2_v5_120504,KGZ,GDP|PPP,billion US$2005/yr,7,9,11,14,18,23,30,39,50,64,80,98,119,143,170,197,224,252,282,313,343
OECD Env-Linkages,SSP2_v5_120504,KHM,GDP|PPP,billion US$2005/yr,13,20,27,39,53,69,91,119,156,203,260,329,412,512,627,756,892,1039,1198,1371,1552
OECD Env-Linkages,SSP2_v5_120504,KOR,GDP|PPP,billion US$2005/yr,880,1097,1321,1604,1893,2157,2390,2593,2750,2873,2961,3026,3046,3046,3049,3040,3032,3021,3005,2987,2973
OECD Env-Linkages,SSP2_v5_120504,KWT,GDP|PPP,billion US$2005/yr,74,110,125,159,187,211,236,262,295,323,349,371,389,402,412,422,433,446,460,474,487
OECD Env-Linkages,SSP2_v5_120504,LAO,GDP|PPP,billion US$2005/yr,7,10,14,21,29,37,48,61,80,103,131,165,204,251,305,365,429,495,565,640,717
OECD Env-Linkages,SSP2_v5_120504,LBN,GDP|PPP,billion US$2005/yr,32,39,53,63,75,89,104,122,140,159,178,195,212,228,244,259,271,282,292,302,313
OECD Env-Linkages,SSP2_v5_120504,LBR,GDP|PPP,billion US$2005/yr,0,1,2,2,3,5,7,11,16,24,37,54,80,116,164,228,311,415,543,695,874
OECD Env-Linkages,SSP2_v5_120504,LBY,GDP|PPP,billion US$2005/yr,66,81,100,72,82,95,110,126,142,158,171,184,196,208,217,225,231,235,240,252,271
OECD Env-Linkages,SSP2_v5_120504,LCA,GDP|PPP,billion US$2005/yr,1,1,1,2,2,2,2,3,3,4,5,5,6,7,8,9,10,11,12,13,14
OECD Env-Linkages,SSP2_v5_120504,LKA,GDP|PPP,billion US$2005/yr,57,70,95,131,177,233,301,376,452,524,590,653,714,770,818,855,887,919,952,984,1014
OECD Env-Linkages,SSP2_v5_120504,LSO,GDP|PPP,billion US$2005/yr,2,2,3,4,5,6,8,11,15,19,25,33,41,52,64,77,92,108,126,145,165
OECD Env-Linkages,SSP2_v5_120504,LTU,GDP|PPP,billion US$2005/yr,33,49,51,62,69,72,76,81,87,92,96,100,103,109,115,121,127,132,138,145,153
OECD Env-Linkages,SSP2_v5_120504,LUX,GDP|PPP,billion US$2005/yr,27,32,35,39,43,48,51,54,58,60,62,64,66,67,68,69,70,71,72,73,75
OECD Env-Linkages,SSP2_v5_120504,LVA,GDP|PPP,billion US$2005/yr,20,30,29,35,40,44,48,53,56,59,61,63,65,68,70,72,74,76,78,80,83
OECD Env-Linkages,SSP2_v5_120504,MAC,GDP|PPP,billion US$2005/yr,10,17,32,41,49,54,58,62,64,66,67,66,66,66,66,66,65,64,63,62,61
OECD Env-Linkages,SSP2_v5_120504,MAR,GDP|PPP,billion US$2005/yr,85,108,137,175,222,281,358,453,565,693,830,975,1128,1293,1467,1646,1831,2018,2209,2409,2618
OECD Env-Linkages,SSP2_v5_120504,MDA,GDP|PPP,billion US$2005/yr,6,8,10,13,16,19,24,30,37,43,48,53,59,65,72,77,82,88,93,99,104
OECD Env-Linkages,SSP2_v5_120504,MDG,GDP|PPP,billion US$2005/yr,14,16,18,22,29,40,59,87,129,191,281,408,581,812,1112,1492,1960,2521,3180,3939,4793
OECD Env-Linkages,SSP2_v5_120504,MDV,GDP|PPP,billion US$2005/yr,1,1,2,2,2,3,4,5,6,7,9,10,12,15,17,20,22,24,27,30,32
OECD Env-Linkages,SSP2_v5_120504,MEX,GDP|PPP,billion US$2005/yr,1203,1297,1410,1683,1979,2317,2714,3169,3657,4184,4755,5349,5970,6621,7279,7938,8597,9248,9897,10535,11158
OECD Env-Linkages,SSP2_v5_120504,MKD,GDP|PPP,billion US$2005/yr,15,16,18,22,26,31,37,43,49,55,59,64,67,71,75,78,81,83,85,88,90
OECD Env-Linkages,SSP2_v5_120504,MLI,GDP|PPP,billion US$2005/yr,9,12,15,19,25,35,49,70,102,147,212,302,426,592,809,1086,1430,1848,2347,2929,3593
OECD Env-Linkages,SSP2_v5_120504,MLT,GDP|PPP,billion US$2005/yr,8,8,9,11,12,13,14,16,17,19,20,21,22,24,25,26,28,29,30,32,33
OECD Env-Linkages,SSP2_v5_120504,MMR,GDP|PPP,billion US$2005/yr,26,48,69,91,117,147,185,235,296,371,460,562,679,814,968,1138,1316,1504,1704,1916,2142
OECD Env-Linkages,SSP2_v5_120504,MNE,GDP|PPP,billion US$2005/yr,4,5,6,7,9,10,12,14,16,17,19,20,21,22,24,25,26,26,27,28,29
OECD Env-Linkages,SSP2_v5_120504,MNG,GDP|PPP,billion US$2005/yr,5,7,10,19,29,41,55,72,92,113,133,153,174,197,220,243,264,286,309,335,361
OECD Env-Linkages,SSP2_v5_120504,MOZ,GDP|PPP,billion US$2005/yr,9,14,20,29,42,59,85,120,172,244,346,486,671,912,1218,1597,2058,2605,3237,3952,4744
OECD Env-Linkages,SSP2_v5_120504,MRT,GDP|PPP,billion US$2005/yr,4,5,6,8,11,15,20,28,39,52,70,91,118,150,187,230,278,332,391,453,519
OECD Env-Linkages,SSP2_v5_120504,MUS,GDP|PPP,billion US$2005/yr,11,13,16,19,24,28,33,38,43,48,53,59,64,69,75,81,87,93,100,106,113
OECD Env-Linkages,SSP2_v5_120504,MWI,GDP|PPP,billion US$2005/yr,7,8,12,14,18,24,35,52,81,125,193,296,446,662,961,1365,1894,2571,3421,4462,5709
OECD Env-Linkages,SSP2_v5_120504,MYS,GDP|PPP,billion US$2005/yr,239,301,375,480,596,727,876,1046,1236,1446,1673,1915,2166,2420,2677,2944,3213,3480,3744,4002,4256
OECD Env-Linkages,SSP2_v5_120504,NAM,GDP|PPP,billion US$2005/yr,9,11,13,18,23,29,36,45,56,68,82,96,111,127,142,158,174,189,204,219,234
OECD Env-Linkages,SSP2_v5_120504,NER,GDP|PPP,billion US$2005/yr,7,8,10,15,20,29,43,66,102,156,239,360,536,782,1120,1572,2162,2913,3849,4988,6348
OECD Env-Linkages,SSP2_v5_120504,NGA,GDP|PPP,billion US$2005/yr,182,245,338,461,621,839,1150,1588,2195,3022,4131,5589,7466,9823,12710,16163,20202,24831,30054,35844,42153
OECD Env-Linkages,SSP2_v5_120504,NIC,GDP|PPP,billion US$2005/yr,11,13,14,17,21,26,34,45,59,78,100,127,159,196,238,284,333,384,437,492,546
OECD Env-Linkages,SSP2_v5_120504,NLD,GDP|PPP,billion US$2005/yr,537,573,615,657,702,738,772,805,841,881,923,964,1007,1050,1096,1146,1199,1255,1312,1370,1428
OECD Env-Linkages,SSP2_v5_120504,NOR,GDP|PPP,billion US$2005/yr,196,219,228,253,278,293,310,325,338,349,363,380,399,421,447,474,503,534,565,597,631
OECD Env-Linkages,SSP2_v5_120504,NPL,GDP|PPP,billion US$2005/yr,22,26,32,39,48,61,82,113,155,214,291,389,512,661,837,1041,1265,1511,1776,2062,2362
OECD Env-Linkages,SSP2_v5_120504,NZL,GDP|PPP,billion US$2005/yr,86,103,111,125,139,152,165,181,198,217,237,256,275,297,320,342,365,387,410,433,458
OECD Env-Linkages,SSP2_v5_120504,OMN,GDP|PPP,billion US$2005/yr,43,51,68,83,97,112,127,144,162,181,201,226,253,279,304,327,348,368,387,404,420
OECD Env-Linkages,SSP2_v5_120504,PAK,GDP|PPP,billion US$2005/yr,267,340,420,515,657,869,1183,1626,2213,2947,3822,4838,6010,7342,8823,10384,11938,13494,15072,16692,18314
OECD Env-Linkages,SSP2_v5_120504,PAN,GDP|PPP,billion US$2005/yr,24,30,44,60,77,97,118,142,167,195,225,256,289,321,352,382,412,440,466,490,512
OECD Env-Linkages,SSP2_v5_120504,PER,GDP|PPP,billion US$2005/yr,143,176,249,332,435,555,694,855,1038,1240,1459,1692,1934,2179,2424,2665,2897,3120,3337,3536,3724
