Sector 31: Annual Survey of Manufactures: Geographic Area Statistics: Statistics for All Manufacturing by State: 2009 and 2008,,,,
"NOTE: For information on confidentiality protection, sampling error, nonsampling error, and definitions, see Survey Methodology.  For information on the ASM industry groupings, see Comparability. Data in this table represent those available when this report was created. Data may not be available for all NAICS industries or geographies. Detail items may not add to total due to independent rounding.
",,,,
Geographic Area Name,NAICS-based code,Meaning of NAICS-based code,Year,"Total value of shipments ($1,000)"
North Carolina,326,Plastics & rubber products mfg,2008,"9,747,644"
North Carolina,3261,Plastics product mfg,2008,"7,080,456"
North Carolina,3262,Rubber product mfg,2008,"2,667,188"
North Carolina,327,Nonmetallic mineral product mfg,2008,"3,821,396"
North Carolina,3271,Clay product & refractory mfg,2008,D
North Carolina,3272,Glass & glass product mfg,2008,"1,614,085"
North Carolina,3273,Cement & concrete product mfg,2008,"1,444,103"
North Carolina,3279,Other nonmetallic mineral product mfg,2008,"328,618"
North Carolina,331,Primary metal mfg,2008,"4,671,826"
North Carolina,3311,Iron & steel mills & ferroalloy mfg,2008,D
North Carolina,3314,Nonferrous metal (except aluminum) production & processing,2008,"1,873,885"
North Carolina,3315,Foundries,2008,D
North Carolina,332,Fabricated metal product mfg,2008,"10,985,949"
North Carolina,3321,Forging & stamping,2008,"560,741"
North Carolina,3322,Cutlery & handtool mfg,2008,"560,555"
North Carolina,3323,Architectural & structural metals mfg,2008,"3,457,874"
North Carolina,3324,"Boiler, tank, & shipping container mfg",2008,"1,067,579"
North Carolina,3325,Hardware mfg,2008,"330,078"
North Carolina,3326,Spring & wire product mfg,2008,"260,026"
North Carolina,3327,"Machine shops, turned product, & screw, nut, & bolt mfg",2008,"955,057"
North Carolina,3328,"Coating, engraving, heat treating, & allied activities",2008,"303,784"
North Carolina,3329,Other fabricated metal product mfg,2008,"3,490,253"
North Carolina,333,Machinery mfg,2008,"12,376,529"
North Carolina,3331,"Agriculture, construction, & mining machinery mfg",2008,"3,358,833"
North Carolina,3332,Industrial machinery mfg,2008,"930,170"
North Carolina,3333,Commercial & service industry machinery mfg,2008,"921,781"
North Carolina,3334,"Ventilation, heating, AC, & commercial refrigeration equip mfg",2008,"1,169,160"
North Carolina,3335,Metalworking machinery mfg,2008,"326,437"
North Carolina,3336,"Engine, turbine, & power transmission equipment mfg",2008,"2,400,787"
North Carolina,3339,Other general purpose machinery mfg,2008,"3,269,361"
North Carolina,334,Computer & electronic product mfg,2008,"10,125,292"
North Carolina,3341,Computer & peripheral equipment mfg,2008,D
North Carolina,3344,Semiconductor & other electronic component mfg,2008,"2,999,372"
North Carolina,3345,"Navigational, measuring, medical, & control instruments mfg",2008,"982,458"
North Carolina,3346,Mfg & reproducing magnetic & optical media,2008,D
North Carolina,335,"Electrical equipment, appliance, & component mfg",2008,"6,806,287"
North Carolina,3351,Electric lighting equipment mfg,2008,D
North Carolina,3352,Household appliance mfg,2008,D
North Carolina,3353,Electrical equipment mfg,2008,"2,125,330"
North Carolina,3359,Other electrical equipment & component mfg,2008,"3,697,072"
North Carolina,336,Transportation equipment mfg,2008,"14,049,428"
North Carolina,3361,Motor vehicle mfg,2008,D
North Carolina,3362,Motor vehicle body & trailer mfg,2008,"1,129,957"
North Carolina,3363,Motor vehicle parts mfg,2008,"6,619,228"
North Carolina,3364,Aerospace product & parts mfg,2008,"2,966,756"
North Carolina,3366,Ship & boat building,2008,D
North Carolina,337,Furniture & related product mfg,2008,"6,534,536"
North Carolina,3371,Household & institutional furniture & kitchen cabinet mfg,2008,"5,052,872"
North Carolina,3372,Office furniture (including fixtures) mfg,2008,"1,121,745"
North Carolina,3379,Other furniture related product mfg,2008,"359,920"
North Carolina,339,Miscellaneous mfg,2008,"3,938,065"
North Carolina,3391,Medical equipment & supplies mfg,2008,"2,160,284"
North Carolina,3399,Other miscellaneous mfg,2008,"1,777,782"
North Dakota,31-33,Manufacturing,2008,"13,955,728"
North Dakota,311,Food mfg,2008,"4,203,454"
North Dakota,3113,Sugar & confectionery product mfg,2008,D
North Dakota,3118,Bakeries & tortilla mfg,2008,"380,872"
North Dakota,321,Wood product mfg,2008,"332,456"
North Dakota,3219,Other wood product mfg,2008,D
North Dakota,327,Nonmetallic mineral product mfg,2008,"187,079"
North Dakota,332,Fabricated metal product mfg,2008,"629,681"
North Dakota,3323,Architectural & structural metals mfg,2008,"403,327"
North Dakota,333,Machinery mfg,2008,"4,168,991"
North Dakota,3331,"Agriculture, construction, & mining machinery mfg",2008,"3,811,298"
North Dakota,334,Computer & electronic product mfg,2008,"470,928"
North Dakota,3344,Semiconductor & other electronic component mfg,2008,"329,422"
North Dakota,336,Transportation equipment mfg,2008,"704,765"
North Dakota,337,Furniture & related product mfg,2008,"116,723"
Ohio,31-33,Manufacturing,2008,"298,539,475"
Ohio,311,Food mfg,2008,"25,205,045"
Ohio,3111,Animal food mfg,2008,"2,311,015"
Ohio,3112,Grain & oilseed milling,2008,"4,521,946"
Ohio,3113,Sugar & confectionery product mfg,2008,D
Ohio,3114,Fruit & vegetable preserving & specialty food mfg,2008,"4,651,985"
Ohio,3115,Dairy product mfg,2008,"3,247,491"
Ohio,3116,Animal  slaughtering & processing,2008,"2,922,969"
Ohio,3118,Bakeries & tortilla mfg,2008,"3,741,272"
Ohio,3119,Other food mfg,2008,"3,534,710"
Ohio,312,Beverage & tobacco product mfg,2008,"3,615,750"
Ohio,3121,Beverage mfg,2008,"3,615,750"
Ohio,313,Textile mills,2008,"358,923"
Ohio,314,Textile product mills,2008,"512,004"
Ohio,3141,Textile furnishings mills,2008,"306,896"
Ohio,3149,Other textile product mills,2008,"205,108"
Ohio,315,Apparel mfg,2008,"260,055"
Ohio,3152,Cut & sew apparel mfg,2008,"240,952"
Ohio,316,Leather & allied product mfg,2008,"160,113"
Ohio,3169,Other leather & allied product mfg,2008,D
Ohio,321,Wood product mfg,2008,"2,352,495"
Ohio,3211,Sawmills & wood preservation,2008,"411,692"
Ohio,3219,Other wood product mfg,2008,"1,636,006"
Ohio,322,Paper mfg,2008,"7,784,900"
Ohio,3221,"Pulp, paper, & paperboard mills",2008,"1,772,429"
Ohio,3222,Converted paper product mfg,2008,"6,012,471"
Ohio,323,Printing & related support activities,2008,"4,606,354"
Ohio,3231,Printing & related support activities,2008,"4,606,354"
Ohio,324,Petroleum & coal products mfg,2008,"23,222,332"
Ohio,3241,Petroleum & coal products mfg,2008,"23,222,332"
Ohio,325,Chemical mfg,2008,"30,268,330"
Ohio,3251,Basic chemical mfg,2008,"7,102,955"
Ohio,3252,"Resin, syn rubber, & artificial syn fibers & filaments mfg",2008,"4,137,056"
Ohio,3253,"Pesticide, fertilizer, & other agricultural chemical mfg",2008,"1,420,524"
Ohio,3254,Pharmaceutical & medicine mfg,2008,"2,499,590"
Ohio,3255,"Paint, coating, & adhesive mfg",2008,"4,666,824"
Ohio,3256,"Soap, cleaning compound, & toilet preparation mfg",2008,"7,992,421"
Ohio,3259,Other chemical product & preparation mfg,2008,"2,448,959"
Ohio,326,Plastics & rubber products mfg,2008,"17,093,490"
Ohio,3261,Plastics product mfg,2008,"12,706,655"
Ohio,3262,Rubber product mfg,2008,"4,386,835"
Ohio,327,Nonmetallic mineral product mfg,2008,"5,785,833"
Ohio,3271,Clay product & refractory mfg,2008,"965,964"
Ohio,3272,Glass & glass product mfg,2008,"1,605,928"
Ohio,3273,Cement & concrete product mfg,2008,"1,680,028"
Ohio,3279,Other nonmetallic mineral product mfg,2008,"1,206,345"
Ohio,331,Primary metal mfg,2008,"32,354,800"
Ohio,3311,Iron & steel mills & ferroalloy mfg,2008,"17,296,303"
Ohio,3312,Steel product mfg from purchased steel,2008,"4,094,360"
Ohio,3313,Alumina & aluminum production & processing,2008,"1,909,187"
Ohio,3314,Nonferrous metal (except aluminum) production & processing,2008,"4,945,116"
Ohio,3315,Foundries,2008,"4,109,833"
Ohio,332,Fabricated metal product mfg,2008,"31,449,958"
Ohio,3321,Forging & stamping,2008,"5,500,547"
Ohio,3322,Cutlery & handtool mfg,2008,"1,394,724"
Ohio,3323,Architectural & structural metals mfg,2008,"4,578,417"
Ohio,3324,"Boiler, tank, & shipping container mfg",2008,"3,863,032"
Ohio,3325,Hardware mfg,2008,"632,211"
Ohio,3326,Spring & wire product mfg,2008,"676,595"
Ohio,3327,"Machine shops, turned product, & screw, nut, & bolt mfg",2008,"5,387,561"
Ohio,3328,"Coating, engraving, heat treating, & allied activities",2008,"4,279,286"
Ohio,3329,Other fabricated metal product mfg,2008,"5,137,586"
Ohio,333,Machinery mfg,2008,"20,025,693"
Ohio,3331,"Agriculture, construction, & mining machinery mfg",2008,"2,191,070"
Ohio,3332,Industrial machinery mfg,2008,"2,139,757"
Ohio,3333,Commercial & service industry machinery mfg,2008,"872,249"
Ohio,3334,"Ventilation, heating, AC, & commercial refrigeration equip mfg",2008,"2,125,190"
Ohio,3335,Metalworking machinery mfg,2008,"3,343,647"
Ohio,3336,"Engine, turbine, & power transmission equipment mfg",2008,"2,008,523"
Ohio,3339,Other general purpose machinery mfg,2008,"7,345,256"
Ohio,334,Computer & electronic product mfg,2008,"7,881,073"
Ohio,3341,Computer & peripheral equipment mfg,2008,"538,916"
Ohio,3342,Communications equipment mfg,2008,"1,683,551"
Ohio,3344,Semiconductor & other electronic component mfg,2008,"1,129,602"
Ohio,3345,"Navigational, measuring, medical, & control instruments mfg",2008,"4,070,922"
Ohio,335,"Electrical equipment, appliance, & component mfg",2008,"9,962,753"
Ohio,3351,Electric lighting equipment mfg,2008,"1,194,397"
Ohio,3352,Household appliance mfg,2008,"4,646,055"
Ohio,3353,Electrical equipment mfg,2008,"2,058,328"
Ohio,3359,Other electrical equipment & component mfg,2008,"2,063,973"
Ohio,336,Transportation equipment mfg,2008,"67,101,160"
Ohio,3361,Motor vehicle mfg,2008,"30,982,642"
Ohio,3362,Motor vehicle body & trailer mfg,2008,"(s)718,593"
Ohio,3363,Motor vehicle parts mfg,2008,"23,487,128"
Ohio,3364,Aerospace product & parts mfg,2008,"9,138,769"
Ohio,3369,Other transportation equipment mfg,2008,"2,588,748"
Ohio,337,Furniture & related product mfg,2008,"3,696,370"
Ohio,3371,Household & institutional furniture & kitchen cabinet mfg,2008,"2,744,688"
Ohio,3372,Office furniture (including fixtures) mfg,2008,"724,297"
Ohio,339,Miscellaneous mfg,2008,"4,842,047"
Ohio,3391,Medical equipment & supplies mfg,2008,"2,268,210"
Ohio,3399,Other miscellaneous mfg,2008,"2,573,837"
Oklahoma,31-33,Manufacturing,2008,"73,562,398"
Oklahoma,311,Food mfg,2008,"6,378,764"
Oklahoma,3111,Animal food mfg,2008,"1,532,453"
Oklahoma,3116,Animal  slaughtering & processing,2008,"2,825,147"
Oklahoma,3118,Bakeries & tortilla mfg,2008,"831,975"
Oklahoma,312,Beverage & tobacco product mfg,2008,"1,028,785"
Oklahoma,3121,Beverage mfg,2008,"1,028,785"
Oklahoma,321,Wood product mfg,2008,"398,477"
Oklahoma,3219,Other wood product mfg,2008,"124,005"
Oklahoma,322,Paper mfg,2008,"2,437,291"
Oklahoma,3221,"Pulp, paper, & paperboard mills",2008,"2,015,359"
Oklahoma,3222,Converted paper product mfg,2008,"421,932"
Oklahoma,323,Printing & related support activities,2008,"570,275"
Oklahoma,3231,Printing & related support activities,2008,"570,275"
Oklahoma,324,Petroleum & coal products mfg,2008,"25,598,391"
Oklahoma,3241,Petroleum & coal products mfg,2008,"25,598,391"
Oklahoma,325,Chemical mfg,2008,"3,523,503"
Oklahoma,326,Plastics & rubber products mfg,2008,"3,473,669"
Oklahoma,3261,Plastics product mfg,2008,"2,041,809"
Oklahoma,3262,Rubber product mfg,2008,"1,431,860"
Oklahoma,327,Nonmetallic mineral product mfg,2008,"2,046,154"
Oklahoma,3271,Clay product & refractory mfg,2008,"330,867"
Oklahoma,3272,Glass & glass product mfg,2008,"607,676"
Oklahoma,3273,Cement & concrete product mfg,2008,"772,200"
Oklahoma,331,Primary metal mfg,2008,"2,382,261"
Oklahoma,3311,Iron & steel mills & ferroalloy mfg,2008,"1,008,048"
Oklahoma,3312,Steel product mfg from purchased steel,2008,"524,915"
Oklahoma,3315,Foundries,2008,"234,662"
Oklahoma,332,Fabricated metal product mfg,2008,"6,652,904"
Oklahoma,3323,Architectural & structural metals mfg,2008,"1,784,376"
Oklahoma,3324,"Boiler, tank, & shipping container mfg",2008,"1,869,898"
Oklahoma,3327,"Machine shops, turned product, & screw, nut, & bolt mfg",2008,"721,629"
Oklahoma,3328,"Coating, engraving, heat treating, & allied activities",2008,"348,626"
Oklahoma,3329,Other fabricated metal product mfg,2008,"1,519,672"
Oklahoma,333,Machinery mfg,2008,"10,322,944"
Oklahoma,3331,"Agriculture, construction, & mining machinery mfg",2008,"3,572,901"
Oklahoma,3332,Industrial machinery mfg,2008,"927,369"
Oklahoma,3333,Commercial & service industry machinery mfg,2008,"323,508"
Oklahoma,3334,"Ventilation, heating, AC, & commercial refrigeration equip mfg",2008,"1,232,427"
Oklahoma,3336,"Engine, turbine, & power transmission equipment mfg",2008,"835,493"
Oklahoma,3339,Other general purpose machinery mfg,2008,"3,178,483"
Oklahoma,334,Computer & electronic product mfg,2008,"1,528,694"
Oklahoma,3344,Semiconductor & other electronic component mfg,2008,"186,037"
Oklahoma,3345,"Navigational, measuring, medical, & control instruments mfg",2008,"508,366"
Oklahoma,335,"Electrical equipment, appliance, & component mfg",2008,"1,205,437"
Oklahoma,3352,Household appliance mfg,2008,D
Oklahoma,3353,Electrical equipment mfg,2008,"547,430"
Oklahoma,336,Transportation equipment mfg,2008,"4,423,424"
Oklahoma,3361,Motor vehicle mfg,2008,D
Oklahoma,3362,Motor vehicle body & trailer mfg,2008,"718,664"
Oklahoma,3363,Motor vehicle parts mfg,2008,D
Oklahoma,3364,Aerospace product & parts mfg,2008,"1,465,184"
Oklahoma,337,Furniture & related product mfg,2008,"490,579"
Oklahoma,3371,Household & institutional furniture & kitchen cabinet mfg,2008,"222,183"
Oklahoma,339,Miscellaneous mfg,2008,"951,237"
Oklahoma,3391,Medical equipment & supplies mfg,2008,"245,035"
Oklahoma,3399,Other miscellaneous mfg,2008,"706,202"
Oregon,31-33,Manufacturing,2008,"71,037,103"
Oregon,311,Food mfg,2008,"7,260,535"
Oregon,3114,Fruit & vegetable preserving & specialty food mfg,2008,"2,660,646"
Oregon,3115,Dairy product mfg,2008,"1,443,150"
Oregon,3116,Animal  slaughtering & processing,2008,"482,560"
Oregon,3118,Bakeries & tortilla mfg,2008,"1,183,181"
Oregon,3119,Other food mfg,2008,"756,001"
Oregon,312,Beverage & tobacco product mfg,2008,"692,988"
Oregon,3121,Beverage mfg,2008,"692,988"
Oregon,321,Wood product mfg,2008,"6,093,942"
Oregon,3211,Sawmills & wood preservation,2008,"1,965,583"
Oregon,3212,"Veneer, plywood, & engineered wood product mfg",2008,"2,385,145"
Oregon,3219,Other wood product mfg,2008,"1,743,214"
Oregon,322,Paper mfg,2008,"3,831,535"
Oregon,3221,"Pulp, paper, & paperboard mills",2008,"2,998,892"
Oregon,3222,Converted paper product mfg,2008,"832,643"
Oregon,323,Printing & related support activities,2008,"997,520"
Oregon,3231,Printing & related support activities,2008,"997,520"
Oregon,325,Chemical mfg,2008,"2,295,600"
Oregon,326,Plastics & rubber products mfg,2008,"1,232,213"
Oregon,3261,Plastics product mfg,2008,"1,059,239"
Oregon,327,Nonmetallic mineral product mfg,2008,"1,107,103"
Oregon,3273,Cement & concrete product mfg,2008,"559,497"
Oregon,331,Primary metal mfg,2008,"4,221,006"
Oregon,3314,Nonferrous metal (except aluminum) production & processing,2008,D
Oregon,3315,Foundries,2008,"1,252,582"
Oregon,332,Fabricated metal product mfg,2008,"3,739,590"
Oregon,3322,Cutlery & handtool mfg,2008,"453,146"
Oregon,3323,Architectural & structural metals mfg,2008,"1,635,630"
Oregon,3327,"Machine shops, turned product, & screw, nut, & bolt mfg",2008,"546,928"
Oregon,3328,"Coating, engraving, heat treating, & allied activities",2008,"220,531"
Oregon,3329,Other fabricated metal product mfg,2008,"413,741"
Oregon,333,Machinery mfg,2008,"3,287,797"
Oregon,3331,"Agriculture, construction, & mining machinery mfg",2008,"456,386"
Oregon,3332,Industrial machinery mfg,2008,"948,463"
Oregon,3333,Commercial & service industry machinery mfg,2008,"322,119"
Oregon,3339,Other general purpose machinery mfg,2008,"1,076,070"
Oregon,334,Computer & electronic product mfg,2008,"28,936,908"
Oregon,3341,Computer & peripheral equipment mfg,2008,"2,603,820"
Oregon,3344,Semiconductor & other electronic component mfg,2008,D
Oregon,3345,"Navigational, measuring, medical, & control instruments mfg",2008,"1,750,452"
Oregon,335,"Electrical equipment, appliance, & component mfg",2008,"673,212"
Oregon,336,Transportation equipment mfg,2008,"3,655,987"
Oregon,3362,Motor vehicle body & trailer mfg,2008,"1,446,375"
Oregon,3363,Motor vehicle parts mfg,2008,"301,883"
Oregon,3364,Aerospace product & parts mfg,2008,"368,711"
Oregon,3366,Ship & boat building,2008,"412,019"
Oregon,337,Furniture & related product mfg,2008,"943,150"
Oregon,3371,Household & institutional furniture & kitchen cabinet mfg,2008,"580,415"
Oregon,3372,Office furniture (including fixtures) mfg,2008,"251,248"
Oregon,339,Miscellaneous mfg,2008,"1,462,338"
Oregon,3391,Medical equipment & supplies mfg,2008,"732,806"
Oregon,3399,Other miscellaneous mfg,2008,"729,532"
Pennsylvania,31-33,Manufacturing,2008,"249,177,008"
Pennsylvania,311,Food mfg,2008,"29,555,680"
Pennsylvania,3111,Animal food mfg,2008,"3,563,401"
Pennsylvania,3112,Grain & oilseed milling,2008,"1,336,679"
Pennsylvania,3113,Sugar & confectionery product mfg,2008,"4,142,979"
Pennsylvania,3114,Fruit & vegetable preserving & specialty food mfg,2008,"2,122,117"
Pennsylvania,3115,Dairy product mfg,2008,"4,055,405"
Pennsylvania,3116,Animal  slaughtering & processing,2008,"5,096,755"
Pennsylvania,3118,Bakeries & tortilla mfg,2008,"3,950,679"
Pennsylvania,3119,Other food mfg,2008,"5,275,928"
Pennsylvania,312,Beverage & tobacco product mfg,2008,"3,775,119"
Pennsylvania,3121,Beverage mfg,2008,"3,282,349"
Pennsylvania,313,Textile mills,2008,"1,214,474"
Pennsylvania,3132,Fabric mills,2008,"873,473"
Pennsylvania,314,Textile product mills,2008,"840,635"
Pennsylvania,3141,Textile furnishings mills,2008,"582,083"
Pennsylvania,3149,Other textile product mills,2008,"258,552"
Pennsylvania,315,Apparel mfg,2008,"984,029"
Pennsylvania,3152,Cut & sew apparel mfg,2008,"902,725"
Pennsylvania,321,Wood product mfg,2008,"4,359,409"
Pennsylvania,3211,Sawmills & wood preservation,2008,"1,146,937"
Pennsylvania,3212,"Veneer, plywood, & engineered wood product mfg",2008,"446,146"
Pennsylvania,3219,Other wood product mfg,2008,"2,766,326"
Pennsylvania,322,Paper mfg,2008,"11,056,621"
Pennsylvania,3221,"Pulp, paper, & paperboard mills",2008,"5,360,308"
Pennsylvania,3222,Converted paper product mfg,2008,"5,696,313"
Pennsylvania,323,Printing & related support activities,2008,"6,637,936"
Pennsylvania,3231,Printing & related support activities,2008,"6,637,936"
Pennsylvania,324,Petroleum & coal products mfg,2008,"33,404,430"
Pennsylvania,3241,Petroleum & coal products mfg,2008,"33,404,430"
Pennsylvania,325,Chemical mfg,2008,"28,130,134"
Pennsylvania,3251,Basic chemical mfg,2008,"4,408,388"
Pennsylvania,3252,"Resin, syn rubber, & artificial syn fibers & filaments mfg",2008,"2,468,050"
Pennsylvania,3254,Pharmaceutical & medicine mfg,2008,"15,898,444"
Pennsylvania,3255,"Paint, coating, & adhesive mfg",2008,"1,751,729"
Pennsylvania,3256,"Soap, cleaning compound, & toilet preparation mfg",2008,"907,436"
Pennsylvania,3259,Other chemical product & preparation mfg,2008,"2,265,714"
Pennsylvania,326,Plastics & rubber products mfg,2008,"10,537,334"
Pennsylvania,3261,Plastics product mfg,2008,"9,320,244"
Pennsylvania,3262,Rubber product mfg,2008,"1,217,090"
Pennsylvania,327,Nonmetallic mineral product mfg,2008,"6,144,809"
Pennsylvania,3271,Clay product & refractory mfg,2008,"724,973"
Pennsylvania,3272,Glass & glass product mfg,2008,"1,533,394"
Pennsylvania,3273,Cement & concrete product mfg,2008,"2,714,210"
Pennsylvania,3279,Other nonmetallic mineral product mfg,2008,"953,947"
Pennsylvania,331,Primary metal mfg,2008,"29,395,342"
Pennsylvania,3311,Iron & steel mills & ferroalloy mfg,2008,"17,467,276"
Pennsylvania,3312,Steel product mfg from purchased steel,2008,"2,986,508"
Pennsylvania,3313,Alumina & aluminum production & processing,2008,"1,900,007"
Pennsylvania,3314,Nonferrous metal (except aluminum) production & processing,2008,"5,040,281"
Pennsylvania,3315,Foundries,2008,"2,001,270"
Pennsylvania,332,Fabricated metal product mfg,2008,"21,120,655"
Pennsylvania,3321,Forging & stamping,2008,"2,884,221"
Pennsylvania,3322,Cutlery & handtool mfg,2008,"383,652"
Pennsylvania,3323,Architectural & structural metals mfg,2008,"5,825,205"
Pennsylvania,3324,"Boiler, tank, & shipping container mfg",2008,"1,693,724"
Pennsylvania,3325,Hardware mfg,2008,"426,581"
Pennsylvania,3326,Spring & wire product mfg,2008,"930,304"
Pennsylvania,3327,"Machine shops, turned product, & screw, nut, & bolt mfg",2008,"3,577,138"
Pennsylvania,3328,"Coating, engraving, heat treating, & allied activities",2008,"1,826,167"
Pennsylvania,3329,Other fabricated metal product mfg,2008,"3,573,662"
Pennsylvania,333,Machinery mfg,2008,"15,378,562"
Pennsylvania,3331,"Agriculture, construction, & mining machinery mfg",2008,"3,822,098"
Pennsylvania,3332,Industrial machinery mfg,2008,"1,581,097"
Pennsylvania,3333,Commercial & service industry machinery mfg,2008,"1,031,790"
Pennsylvania,3334,"Ventilation, heating, AC, & commercial refrigeration equip mfg",2008,"1,580,145"
Pennsylvania,3335,Metalworking machinery mfg,2008,"1,631,617"
Pennsylvania,3336,"Engine, turbine, & power transmission equipment mfg",2008,"698,931"
Pennsylvania,3339,Other general purpose machinery mfg,2008,"5,032,884"
Pennsylvania,334,Computer & electronic product mfg,2008,"9,536,103"
Pennsylvania,3341,Computer & peripheral equipment mfg,2008,"622,586"
Pennsylvania,3342,Communications equipment mfg,2008,"859,150"
Pennsylvania,3344,Semiconductor & other electronic component mfg,2008,"2,250,390"
Pennsylvania,3345,"Navigational, measuring, medical, & control instruments mfg",2008,"4,854,883"
Pennsylvania,3346,Mfg & reproducing magnetic & optical media,2008,D
Pennsylvania,335,"Electrical equipment, appliance, & component mfg",2008,"7,714,809"
Pennsylvania,3351,Electric lighting equipment mfg,2008,"1,032,401"
Pennsylvania,3353,Electrical equipment mfg,2008,"1,887,729"
Pennsylvania,3359,Other electrical equipment & component mfg,2008,"4,571,044"
Pennsylvania,336,Transportation equipment mfg,2008,"17,965,306"
Pennsylvania,3362,Motor vehicle body & trailer mfg,2008,"1,417,559"
Pennsylvania,3363,Motor vehicle parts mfg,2008,"2,495,096"
Pennsylvania,3364,Aerospace product & parts mfg,2008,"3,025,741"
Pennsylvania,3365,Railroad rolling stock mfg,2008,"5,133,443"
Pennsylvania,3366,Ship & boat building,2008,D
Pennsylvania,3369,Other transportation equipment mfg,2008,"4,590,938"
Pennsylvania,337,Furniture & related product mfg,2008,"3,743,901"
Pennsylvania,3371,Household & institutional furniture & kitchen cabinet mfg,2008,"1,701,034"
Pennsylvania,3372,Office furniture (including fixtures) mfg,2008,"1,527,323"
Pennsylvania,3379,Other furniture related product mfg,2008,"515,544"
Pennsylvania,339,Miscellaneous mfg,2008,"7,566,108"
Pennsylvania,3391,Medical equipment & supplies mfg,2008,"4,278,459"
Pennsylvania,3399,Other miscellaneous mfg,2008,"3,287,649"
Rhode Island,31-33,Manufacturing,2008,"11,627,266"
Rhode Island,311,Food mfg,2008,"546,871"
Rhode Island,3118,Bakeries & tortilla mfg,2008,"112,819"
Rhode Island,313,Textile mills,2008,"434,910"
Rhode Island,3132,Fabric mills,2008,"193,554"
Rhode Island,322,Paper mfg,2008,"254,335"
Rhode Island,3222,Converted paper product mfg,2008,"254,335"
Rhode Island,323,Printing & related support activities,2008,"323,503"
Rhode Island,3231,Printing & related support activities,2008,"323,503"
Rhode Island,325,Chemical mfg,2008,"1,056,711"
Rhode Island,3254,Pharmaceutical & medicine mfg,2008,"333,986"
Rhode Island,326,Plastics & rubber products mfg,2008,"764,818"
Rhode Island,3261,Plastics product mfg,2008,"753,982"
Rhode Island,331,Primary metal mfg,2008,"747,158"
Rhode Island,332,Fabricated metal product mfg,2008,"1,716,224"
Rhode Island,3323,Architectural & structural metals mfg,2008,"512,384"
Rhode Island,3327,"Machine shops, turned product, & screw, nut, & bolt mfg",2008,"230,979"
Rhode Island,3328,"Coating, engraving, heat treating, & allied activities",2008,"528,315"
Rhode Island,333,Machinery mfg,2008,"642,617"
Rhode Island,3339,Other general purpose machinery mfg,2008,"368,957"
Rhode Island,334,Computer & electronic product mfg,2008,"990,021"
Rhode Island,3345,"Navigational, measuring, medical, & control instruments mfg",2008,"542,582"
Rhode Island,335,"Electrical equipment, appliance, & component mfg",2008,"832,565"
Rhode Island,3359,Other electrical equipment & component mfg,2008,"736,385"
Rhode Island,337,Furniture & related product mfg,2008,"242,149"
Rhode Island,339,Miscellaneous mfg,2008,"1,945,199"
Rhode Island,3391,Medical equipment & supplies mfg,2008,"383,234"
Rhode Island,3399,Other miscellaneous mfg,2008,"1,561,965"
South Carolina,31-33,Manufacturing,2008,"92,526,998"
South Carolina,311,Food mfg,2008,"5,304,304"
South Carolina,3114,Fruit & vegetable preserving & specialty food mfg,2008,"523,170"
South Carolina,3116,Animal  slaughtering & processing,2008,"2,091,342"
South Carolina,3118,Bakeries & tortilla mfg,2008,"964,754"
South Carolina,313,Textile mills,2008,"3,683,124"
South Carolina,3131,"Fiber, yarn, & thread mills",2008,"663,014"
South Carolina,3132,Fabric mills,2008,"2,385,527"
South Carolina,3133,Textile & fabric finishing & fabric coating mills,2008,"634,582"
South Carolina,314,Textile product mills,2008,"625,680"
South Carolina,3141,Textile furnishings mills,2008,"345,262"
South Carolina,315,Apparel mfg,2008,"276,093"
South Carolina,3152,Cut & sew apparel mfg,2008,"114,416"
South Carolina,321,Wood product mfg,2008,"2,029,190"
South Carolina,3211,Sawmills & wood preservation,2008,"757,728"
South Carolina,3212,"Veneer, plywood, & engineered wood product mfg",2008,"561,454"
South Carolina,3219,Other wood product mfg,2008,"710,008"
South Carolina,322,Paper mfg,2008,"7,253,834"
South Carolina,3221,"Pulp, paper, & paperboard mills",2008,"4,659,105"
South Carolina,3222,Converted paper product mfg,2008,"2,594,729"
South Carolina,323,Printing & related support activities,2008,"868,798"
South Carolina,3231,Printing & related support activities,2008,"868,798"
South Carolina,325,Chemical mfg,2008,"14,014,763"
South Carolina,3251,Basic chemical mfg,2008,"3,774,149"
South Carolina,3252,"Resin, syn rubber, & artificial syn fibers & filaments mfg",2008,"6,231,870"
South Carolina,3254,Pharmaceutical & medicine mfg,2008,"1,196,931"
South Carolina,3259,Other chemical product & preparation mfg,2008,"1,378,149"
South Carolina,326,Plastics & rubber products mfg,2008,"9,170,490"
South Carolina,3261,Plastics product mfg,2008,"5,631,903"
South Carolina,3262,Rubber product mfg,2008,"3,538,587"
South Carolina,327,Nonmetallic mineral product mfg,2008,"2,324,603"
South Carolina,3271,Clay product & refractory mfg,2008,"256,656"
South Carolina,3272,Glass & glass product mfg,2008,"617,455"
South Carolina,3273,Cement & concrete product mfg,2008,"1,287,389"
South Carolina,331,Primary metal mfg,2008,"6,192,675"
South Carolina,3311,Iron & steel mills & ferroalloy mfg,2008,"4,216,872"
South Carolina,332,Fabricated metal product mfg,2008,"6,782,185"
South Carolina,3323,Architectural & structural metals mfg,2008,"1,392,557"
