# File: steel_prod_process.csv
# Title: Crude steel production by country and process
# Units: Thousand tonnes
# Description: National steel production by process (Blast Furnace and Electric Arc Furnace)
# Source: World Steel Association Statistical Year books
# Column types: cinnc
# ----------
country_name,year,BLASTFUR,EAF,unit_prod
"Korea, Republic of",2001,24700,19120,thousand tons
Libyan Arab Jamahiriya,2001,0.1,846,thousand tons
Sri Lanka,2001,0,30,thousand tons
Luxembourg,2001,0,2730,thousand tons
Latvia,2001,513,2,thousand tons
Morocco,2001,5,0,thousand tons
"Moldova, Republic of",2001,0.1,966,thousand tons
Mexico,2001,4770,8530,thousand tons
"Macedonia, the former Yugoslav Republic of",2001,0,260.2,thousand tons
Myanmar,2001,0,25,thousand tons
Montenegro,2001,0,0,thousand tons
Malaysia,2001,0,4104,thousand tons
Nigeria,2001,0,0,thousand tons
Netherlands,2001,5900,135.4,thousand tons
Norway,2001,0,640,thousand tons
New Zealand,2001,606,219.8,thousand tons
Oman,2001,0,0,thousand tons
Pakistan,2001,853,100,thousand tons
Peru,2001,273,417,thousand tons
Philippines,2001,74,426,thousand tons
Poland,2001,6000,2820,thousand tons
"Korea, Democratic Peoples Republic of",2001,1400,0,thousand tons
Portugal,2001,62,666,thousand tons
Paraguay,2001,71,0,thousand tons
Qatar,2001,0,891,thousand tons
Romania,2001,3560,1370,thousand tons
Russian Federation,2001,50100,8850,thousand tons
Saudi Arabia,2001,0,3409,thousand tons
Singapore,2001,0.3,455,thousand tons
El Salvador,2001,0.5,38.54,thousand tons
Serbia,2001,0,0,thousand tons
Slovakia,2001,3680,313,thousand tons
Slovenia,2001,0,462,thousand tons
Sweden,2001,3650,1873,thousand tons
Syrian Arab Republic,2001,0,70,thousand tons
Thailand,2001,0,2130,thousand tons
Trinidad and Tobago,2001,0,668,thousand tons
Tunisia,2001,176,62.9,thousand tons
Turkey,2001,5280,9700,thousand tons
Taiwan,2001,10300,6950,thousand tons
Ukraine,2001,32200,927,thousand tons
Uruguay,2001,0.1,30.92,thousand tons
United States of America,2001,47400,42800,thousand tons
Uzbekistan,2001,100,332.9,thousand tons
Venezuela,2001,0.3,3815,thousand tons
Viet Nam,2001,0,318.6,thousand tons
South Africa,2001,4910,3909,thousand tons
Angola,2001,0,1,thousand tons
Albania,2002,0,140,thousand tons
United Arab Emirates,2002,0,90,thousand tons
Argentina,2002,1820,2538,thousand tons
Australia,2002,6160,1369,thousand tons
Austria,2002,5540,651,thousand tons
Azerbaijan,2002,0,125,thousand tons
Belgium,2002,8420,2930,thousand tons
Bangladesh,2002,0,0,thousand tons
Bulgaria,2002,1220,641,thousand tons
Bosnia and Herzegovina,2002,50.6,23.39,thousand tons
Belarus,2002,0,1485,thousand tons
Brazil,2002,23600,5990,thousand tons
Canada,2002,9450,6550,thousand tons
Switzerland,2002,0,1000,thousand tons
Chile,2002,1010,265.9,thousand tons
China,2002,152000,30520,thousand tons
Colombia,2002,320,344.6,thousand tons
Cuba,2002,0,268.4,thousand tons
Czech Republic,2002,5980,528,thousand tons
Germany,2002,31800,13210,thousand tons
Denmark,2002,0,392,thousand tons
Dominican Republic,2002,0,0,thousand tons
Algeria,2002,986,105.5,thousand tons
Ecuador,2002,0.3,68.7,thousand tons
Egypt,2002,1150,3170,thousand tons
Spain,2002,4200,12210,thousand tons
Estonia,2002,1,0,thousand tons
Finland,2002,3100,908,thousand tons
France,2002,12400,7880,thousand tons
United Kingdom,2002,8960,2570,thousand tons
Ghana,2002,0,25,thousand tons
Greece,2002,0,1837,thousand tons
Guatemala,2002,0.1,215.8,thousand tons
Croatia,2002,0.1,33.9,thousand tons
Hungary,2002,1650,400,thousand tons
Indonesia,2002,0,2461,thousand tons
India,2002,18000,10850,thousand tons
Ireland,2002,0,0,thousand tons
"Iran, Islamic Republic of",2002,2170,5150,thousand tons
Israel,2002,0,280.2,thousand tons
Italy,2002,9330,16740,thousand tons
Jordan,2002,0,134.2,thousand tons
Japan,2002,78500,29200,thousand tons
Kazakhstan,2002,4810,0,thousand tons
Kenya,2002,0,20,thousand tons
"Korea, Republic of",2002,24900,20400,thousand tons
Libyan Arab Jamahiriya,2002,0.3,886,thousand tons
Sri Lanka,2002,0,30,thousand tons
Luxembourg,2002,0,2720,thousand tons
Latvia,2002,518,2,thousand tons
Morocco,2002,5,0,thousand tons
"Moldova, Republic of",2002,0.5,513,thousand tons
Mexico,2002,4120,9890,thousand tons
"Macedonia, the former Yugoslav Republic of",2002,0,260.2,thousand tons
Myanmar,2002,0,25,thousand tons
Montenegro,2002,0,0,thousand tons
Malaysia,2002,0,4720,thousand tons
Nigeria,2002,0,0,thousand tons
Netherlands,2002,6000,121.5,thousand tons
Norway,2002,0,698,thousand tons
New Zealand,2002,560,205.2,thousand tons
Oman,2002,0,0,thousand tons
Pakistan,2002,870,100,thousand tons
Peru,2002,214,396.2,thousand tons
Philippines,2002,83,467,thousand tons
Poland,2002,5810,2560,thousand tons
"Korea, Democratic Peoples Republic of",2002,1400,0,thousand tons
Portugal,2002,0,920,thousand tons
Paraguay,2002,80,0,thousand tons
Qatar,2002,0,1027,thousand tons
Romania,2002,4510,984,thousand tons
Russian Federation,2002,50900,8900,thousand tons
Saudi Arabia,2002,0,3567,thousand tons
Singapore,2002,0,460,thousand tons
El Salvador,2002,0.2,48.8,thousand tons
Serbia,2002,0,0,thousand tons
Slovakia,2002,3970,301,thousand tons
Slovenia,2002,0,481,thousand tons
Sweden,2002,3810,1944,thousand tons
Syrian Arab Republic,2002,0,70,thousand tons
Thailand,2002,0,2539,thousand tons
Trinidad and Tobago,2002,0.3,817,thousand tons
Tunisia,2002,135,65.2,thousand tons
Turkey,2002,5130,11340,thousand tons
Taiwan,2002,10500,7710,thousand tons
Ukraine,2002,33100,992,thousand tons
Uruguay,2002,0,34.21,thousand tons
United States of America,2002,45500,46100,thousand tons
Uzbekistan,2002,135,314.6,thousand tons
Venezuela,2002,0.2,4159,thousand tons
Viet Nam,2002,0,409.2,thousand tons
South Africa,2002,4970,4120,thousand tons
Angola,2002,0,1,thousand tons
Albania,2003,0,140,thousand tons
United Arab Emirates,2003,0,90,thousand tons
Argentina,2003,2540,2500,thousand tons
Australia,2003,6200,1342,thousand tons
Austria,2003,5710,555,thousand tons
Azerbaijan,2003,0,250,thousand tons
Belgium,2003,8310,2800,thousand tons
Bangladesh,2003,0,0,thousand tons
Bulgaria,2003,1500,814,thousand tons
Bosnia and Herzegovina,2003,72,22.96,thousand tons
Belarus,2003,0,1589,thousand tons
Brazil,2003,24600,6590,thousand tons
Canada,2003,9300,6630,thousand tons
Switzerland,2003,0,1000,thousand tons
Chile,2003,1080,300.1,thousand tons
China,2003,183000,39050,thousand tons
Colombia,2003,290,377.6,thousand tons
Cuba,2003,0,210.4,thousand tons
Czech Republic,2003,6320,464,thousand tons
Germany,2003,31400,13430,thousand tons
Denmark,2003,0,0,thousand tons
Dominican Republic,2003,0,0,thousand tons
Algeria,2003,950,100.7,thousand tons
Ecuador,2003,0.2,79.8,thousand tons
Egypt,2003,1150,3250,thousand tons
Spain,2003,3760,12530,thousand tons
Estonia,2003,1,0,thousand tons
Finland,2003,3410,1357,thousand tons
France,2003,12000,7770,thousand tons
United Kingdom,2003,10600,2500,thousand tons
Ghana,2003,0,25,thousand tons
Greece,2003,0,1701,thousand tons
Guatemala,2003,0,226.3,thousand tons
Croatia,2003,0,41.4,thousand tons
Hungary,2003,1640,350,thousand tons
Indonesia,2003,0,2040,thousand tons
India,2003,19100,12680,thousand tons
Ireland,2003,0,0,thousand tons
"Iran, Islamic Republic of",2003,2270,5600,thousand tons
Israel,2003,0,280.2,thousand tons
Italy,2003,9930,17120,thousand tons
Jordan,2003,0,135.4,thousand tons
Japan,2003,81400,29200,thousand tons
Kazakhstan,2003,4900,0,thousand tons
Kenya,2003,0,20,thousand tons
"Korea, Republic of",2003,25600,20800,thousand tons
Libyan Arab Jamahiriya,2003,0.5,1007,thousand tons
Sri Lanka,2003,0,30,thousand tons
Luxembourg,2003,0,2680,thousand tons
Latvia,2003,518,2,thousand tons
Morocco,2003,5,0,thousand tons
"Moldova, Republic of",2003,0,886,thousand tons
Mexico,2003,4590,10570,thousand tons
"Macedonia, the former Yugoslav Republic of",2003,0,291.2,thousand tons
Myanmar,2003,0,25,thousand tons
Montenegro,2003,0,0,thousand tons
Malaysia,2003,0,3960,thousand tons
Nigeria,2003,0,0,thousand tons
Netherlands,2003,6450,119.6,thousand tons
Norway,2003,0,703,thousand tons
New Zealand,2003,623,230.2,thousand tons
Oman,2003,0,0,thousand tons
Pakistan,2003,900,100,thousand tons
Peru,2003,203,466,thousand tons
Philippines,2003,75,425,thousand tons
Poland,2003,6070,3040,thousand tons
"Korea, Democratic Peoples Republic of",2003,1400,0,thousand tons
Portugal,2003,0,1000,thousand tons
Paraguay,2003,91,0,thousand tons
Qatar,2003,0,1055,thousand tons
Romania,2003,4540,1148,thousand tons
Russian Federation,2003,52100,9350,thousand tons
Saudi Arabia,2003,0,3947,thousand tons
Singapore,2003,0,562,thousand tons
El Salvador,2003,0.1,56.9,thousand tons
Serbia,2003,0,0,thousand tons
Slovakia,2003,4280,312,thousand tons
Slovenia,2003,0,541,thousand tons
Sweden,2003,3880,1822,thousand tons
Syrian Arab Republic,2003,0,70,thousand tons
Thailand,2003,0,3552,thousand tons
Trinidad and Tobago,2003,0.1,903,thousand tons
Tunisia,2003,20.4,65.6,thousand tons
Turkey,2003,5750,12540,thousand tons
Taiwan,2003,10800,8050,thousand tons
Ukraine,2003,34900,2000,thousand tons
Uruguay,2003,0,40.52,thousand tons
United States of America,2003,45900,47900,thousand tons
Uzbekistan,2003,149,350,thousand tons
Venezuela,2003,0,3933,thousand tons
Viet Nam,2003,0,544,thousand tons
South Africa,2003,5080,4400,thousand tons
Angola,2003,0,1,thousand tons
Albania,2004,0,143.4,thousand tons
United Arab Emirates,2004,0,90,thousand tons
Argentina,2004,2490,2644,thousand tons
Australia,2004,5940,1474,thousand tons
Austria,2004,5900,629,thousand tons
Azerbaijan,2004,0,250,thousand tons
Belgium,2004,8810,2890,thousand tons
Bangladesh,2004,0,0,thousand tons
Bulgaria,2004,1270,832,thousand tons
Bosnia and Herzegovina,2004,52.9,22.07,thousand tons
Belarus,2004,0,1793,thousand tons
Brazil,2004,25400,7510,thousand tons
Canada,2004,9650,6650,thousand tons
Switzerland,2004,0,1000,thousand tons
Chile,2004,1210,370.9,thousand tons
China,2004,231000,41680,thousand tons
Colombia,2004,320,486,thousand tons
Cuba,2004,0,192.1,thousand tons
Czech Republic,2004,6510,525,thousand tons
Germany,2004,32200,14220,thousand tons
Denmark,2004,0,0,thousand tons
Dominican Republic,2004,0,0,thousand tons
Algeria,2004,1010,0,thousand tons
Ecuador,2004,0.3,71.7,thousand tons
Egypt,2004,1280,3527,thousand tons
Spain,2004,4210,13410,thousand tons
Estonia,2004,1,0,thousand tons
Finland,2004,3340,1495,thousand tons
France,2004,12800,8020,thousand tons
United Kingdom,2004,10700,3100,thousand tons
Ghana,2004,0,25,thousand tons
Greece,2004,0,1965,thousand tons
Guatemala,2004,0,231.7,thousand tons
Croatia,2004,0,86.1,thousand tons
Hungary,2004,1670,284,thousand tons
Indonesia,2004,0,3684,thousand tons
India,2004,16800,15790,thousand tons
Ireland,2004,0,0,thousand tons
"Iran, Islamic Republic of",2004,2300,6380,thousand tons
Israel,2004,0,280.2,thousand tons
Italy,2004,10600,18000,thousand tons
Jordan,2004,0,139.6,thousand tons
Japan,2004,83000,29700,thousand tons
Kazakhstan,2004,5380,0,thousand tons
Kenya,2004,0,20,thousand tons
"Korea, Republic of",2004,26700,20800,thousand tons
Libyan Arab Jamahiriya,2004,0,1026,thousand tons
Sri Lanka,2004,0,30,thousand tons
Luxembourg,2004,0,2680,thousand tons
Latvia,2004,660,2,thousand tons
Morocco,2004,5,0,thousand tons
"Moldova, Republic of",2004,0.4,1013,thousand tons
Mexico,2004,4760,11970,thousand tons
"Macedonia, the former Yugoslav Republic of",2004,0,308.9,thousand tons
Myanmar,2004,0,25,thousand tons
Montenegro,2004,0,0,thousand tons
Malaysia,2004,0,5700,thousand tons
Nigeria,2004,0,40,thousand tons
Netherlands,2004,6710,135.7,thousand tons
Norway,2004,0,725,thousand tons
New Zealand,2004,638,247.4,thousand tons
Oman,2004,0,0,thousand tons
Pakistan,2004,1020,120,thousand tons
Peru,2004,256,470,thousand tons
Philippines,2004,0,400,thousand tons
Poland,2004,6880,3720,thousand tons
"Korea, Democratic Peoples Republic of",2004,1400,0,thousand tons
Portugal,2004,0,1445,thousand tons
Paraguay,2004,107,0,thousand tons
Qatar,2004,0,1089,thousand tons
Romania,2004,4680,1360,thousand tons
Russian Federation,2004,54900,10690,thousand tons
Saudi Arabia,2004,0,3906,thousand tons
Singapore,2004,0.2,609,thousand tons
El Salvador,2004,0,59.4,thousand tons
Serbia,2004,0,0,thousand tons
Slovakia,2004,4100,357,thousand tons
Slovenia,2004,0.5,566,thousand tons
Sweden,2004,4100,1874,thousand tons
Syrian Arab Republic,2004,0,70,thousand tons
Thailand,2004,0,4540,thousand tons
Trinidad and Tobago,2004,0.1,815,thousand tons
Tunisia,2004,0.2,65.8,thousand tons
Turkey,2004,5830,14650,thousand tons
Taiwan,2004,10900,8660,thousand tons
Ukraine,2004,36100,2633,thousand tons
Uruguay,2004,0.3,57.7,thousand tons
United States of America,2004,47700,52000,thousand tons
Uzbekistan,2004,180,422,thousand tons
Venezuela,2004,0.2,4560,thousand tons
Viet Nam,2004,0,689,thousand tons
South Africa,2004,4950,4550,thousand tons
Angola,2004,0,1,thousand tons
Albania,2005,0.5,179.4,thousand tons
United Arab Emirates,2005,0,90,thousand tons
Argentina,2005,2570,2804,thousand tons
Australia,2005,6380,1381,thousand tons
Austria,2005,6410,623,thousand tons
Azerbaijan,2005,0,330.2,thousand tons
Belgium,2005,7780,2640,thousand tons
Bangladesh,2005,0,0,thousand tons
Bulgaria,2005,1200,772,thousand tons
Bosnia and Herzegovina,2005,19.7,269.2,thousand tons
Belarus,2005,0,2029,thousand tons
Brazil,2005,24700,6960,thousand tons
Canada,2005,8970,6360,thousand tons
Switzerland,2005,0,1159,thousand tons
Chile,2005,1150,388,thousand tons
China,2005,314000,41790,thousand tons
Colombia,2005,335,672,thousand tons
Cuba,2005,0,244.8,thousand tons
Czech Republic,2005,5630,557,thousand tons
Germany,2005,30900,13660,thousand tons
Denmark,2005,0,0,thousand tons
Dominican Republic,2005,0,0,thousand tons
Algeria,2005,1010,0,thousand tons
Ecuador,2005,0.4,83.6,thousand tons
Egypt,2005,1100,4500,thousand tons
Spain,2005,4360,13470,thousand tons
Estonia,2005,0,0,thousand tons
Finland,2005,3320,1422,thousand tons
France,2005,12200,7300,thousand tons
United Kingdom,2005,10500,2690,thousand tons
Ghana,2005,0,25,thousand tons
Greece,2005,0,2267,thousand tons
Guatemala,2005,0,207.8,thousand tons
Croatia,2005,0.2,72.8,thousand tons
Hungary,2005,1640,316,thousand tons
Indonesia,2005,0,3672,thousand tons
India,2005,20400,25390,thousand tons
Ireland,2005,0,0,thousand tons
"Iran, Islamic Republic of",2005,2460,6940,thousand tons
Israel,2005,0,300,thousand tons
Italy,2005,11700,17660,thousand tons
Jordan,2005,0,150,thousand tons
Japan,2005,83600,28800,thousand tons
Kazakhstan,2005,4450,0,thousand tons
Kenya,2005,0,20,thousand tons
"Korea, Republic of",2005,26700,21000,thousand tons
Libyan Arab Jamahiriya,2005,0.3,1255,thousand tons
Sri Lanka,2005,0,30,thousand tons
Luxembourg,2005,0,2195,thousand tons
Latvia,2005,686,2,thousand tons
Morocco,2005,5.1,205.2,thousand tons
"Moldova, Republic of",2005,0.5,1049,thousand tons
Mexico,2005,4500,11690,thousand tons
"Macedonia, the former Yugoslav Republic of",2005,0,310.2,thousand tons
Myanmar,2005,0,25,thousand tons
Montenegro,2005,0,0,thousand tons
Malaysia,2005,0,5290,thousand tons
Nigeria,2005,0,100,thousand tons
Netherlands,2005,6780,141.1,thousand tons
Norway,2005,0,705,thousand tons
New Zealand,2005,605,284.2,thousand tons
Oman,2005,0,0,thousand tons
Pakistan,2005,801,25,thousand tons
Peru,2005,240,550,thousand tons
Philippines,2005,0,470,thousand tons
Poland,2005,4890,3440,thousand tons
"Korea, Democratic Peoples Republic of",2005,1400,0,thousand tons
Portugal,2005,0,1408,thousand tons
Paraguay,2005,101,0,thousand tons
Qatar,2005,0,1057,thousand tons
Romania,2005,4510,1771,thousand tons
Russian Federation,2005,55300,10800,thousand tons
Saudi Arabia,2005,0,4180,thousand tons
Singapore,2005,0.1,572,thousand tons
El Salvador,2005,0,48.3,thousand tons
Serbia,2005,0,0,thousand tons
Slovakia,2005,4120,364,thousand tons
Slovenia,2005,0.1,582,thousand tons
Sweden,2005,3920,1802,thousand tons
Syrian Arab Republic,2005,0,70,thousand tons
Thailand,2005,0,5160,thousand tons
Trinidad and Tobago,2005,0.3,712,thousand tons
Tunisia,2005,0,70,thousand tons
Turkey,2005,6120,14850,thousand tons
Taiwan,2005,10000,8900,thousand tons
Ukraine,2005,34800,3800,thousand tons
Uruguay,2005,0.1,63.9,thousand tons
United States of America,2005,42700,52100,thousand tons
Uzbekistan,2005,175,420,thousand tons
Venezuela,2005,0.5,4910,thousand tons
Viet Nam,2005,0,890,thousand tons
South Africa,2005,5260,4240,thousand tons
Angola,2005,0,1,thousand tons
Albania,2006,0.5,205.8,thousand tons
United Arab Emirates,2006,0,90,thousand tons
Argentina,2006,2630,2908,thousand tons
Australia,2006,6440,1435,thousand tons
Austria,2006,6490,643,thousand tons
Azerbaijan,2006,0,300,thousand tons
Belgium,2006,8170,3460,thousand tons
Bangladesh,2006,0,0,thousand tons
Bulgaria,2006,1150,968,thousand tons
Bosnia and Herzegovina,2006,0,490,thousand tons
Belarus,2006,139,2189,thousand tons
Brazil,2006,23400,7540,thousand tons
Canada,2006,9120,6370,thousand tons
Switzerland,2006,0,1252,thousand tons
Chile,2006,1160,449,thousand tons
China,2006,377000,44210,thousand tons
Colombia,2006,363,849,thousand tons
Cuba,2006,0.3,256.6,thousand tons
Czech Republic,2006,6280,579,thousand tons
Germany,2006,32600,14680,thousand tons
Denmark,2006,0,0,thousand tons
Dominican Republic,2006,0,0,thousand tons
Algeria,2006,1160,0,thousand tons
Ecuador,2006,0,85.3,thousand tons
Egypt,2006,1300,4750,thousand tons
Spain,2006,3600,14790,thousand tons
Estonia,2006,0,0,thousand tons
Finland,2006,3450,1600,thousand tons
France,2006,12200,7610,thousand tons
United Kingdom,2006,11200,2700,thousand tons
Ghana,2006,0,25,thousand tons
Greece,2006,0,2410,thousand tons
Guatemala,2006,0.4,292,thousand tons
Croatia,2006,0.5,80.5,thousand tons
Hungary,2006,1650,434,thousand tons
Indonesia,2006,0,3762,thousand tons
India,2006,21300,28160,thousand tons
Ireland,2006,0,0,thousand tons
"Iran, Islamic Republic of",2006,2200,7590,thousand tons
Israel,2006,0,300,thousand tons
Italy,2006,11800,19810,thousand tons
Jordan,2006,0,150,thousand tons
Japan,2006,86000,30300,thousand tons
Kazakhstan,2006,3740,527,thousand tons
Kenya,2006,0,20,thousand tons
"Korea, Republic of",2006,26300,22200,thousand tons
Libyan Arab Jamahiriya,2006,0.3,1151,thousand tons
Sri Lanka,2006,0,30,thousand tons
Luxembourg,2006,0,2800,thousand tons
Latvia,2006,688,2,thousand tons
Morocco,2006,0,314.4,thousand tons
"Moldova, Republic of",2006,0,678,thousand tons
Mexico,2006,4190,12260,thousand tons
"Macedonia, the former Yugoslav Republic of",2006,0,354,thousand tons
Myanmar,2006,0,25,thousand tons
Montenegro,2006,0,161.6,thousand tons
Malaysia,2006,0,5830,thousand tons
Nigeria,2006,0,100,thousand tons
Netherlands,2006,6220,149.6,thousand tons
Norway,2006,0,684,thousand tons
New Zealand,2006,577,232.8,thousand tons
Oman,2006,0,0,thousand tons
Pakistan,2006,1000,40,thousand tons
Peru,2006,279,617,thousand tons
Philippines,2006,0,558,thousand tons
Poland,2006,5770,4240,thousand tons
"Korea, Democratic Peoples Republic of",2006,1400,0,thousand tons
Portugal,2006,0,1719,thousand tons
Paraguay,2006,115,0,thousand tons
Qatar,2006,0,1003,thousand tons
Romania,2006,4370,1895,thousand tons
Russian Federation,2006,54600,16310,thousand tons
Saudi Arabia,2006,0,3974,thousand tons
Singapore,2006,0.3,607,thousand tons
El Salvador,2006,0,72,thousand tons
Serbia,2006,1660,0,thousand tons
Slovakia,2006,4710,378,thousand tons
Slovenia,2006,0,628,thousand tons
Sweden,2006,3580,1878,thousand tons
Syrian Arab Republic,2006,0,70,thousand tons
Thailand,2006,0,4910,thousand tons
Trinidad and Tobago,2006,0.2,672,thousand tons
Tunisia,2006,0,75,thousand tons
Turkey,2006,6180,17080,thousand tons
Taiwan,2006,10700,9320,thousand tons
Ukraine,2006,39400,1500,thousand tons
Uruguay,2006,0.2,56.8,thousand tons
United States of America,2006,42100,56100,thousand tons
Uzbekistan,2006,105,512,thousand tons
Venezuela,2006,0,4870,thousand tons
Viet Nam,2006,0,1869,thousand tons
South Africa,2006,5170,4540,thousand tons
Angola,2006,0,1,thousand tons
Albania,2007,0,263.3,thousand tons
United Arab Emirates,2007,0,90,thousand tons
Argentina,2007,2590,2791,thousand tons
Australia,2007,6420,1525,thousand tons
Austria,2007,6870,707,thousand tons
Azerbaijan,2007,0,150,thousand tons
Belgium,2007,7150,3550,thousand tons
Bangladesh,2007,0,0,thousand tons
Bulgaria,2007,1030,882,thousand tons
Bosnia and Herzegovina,2007,0,534,thousand tons
Belarus,2007,110,2296,thousand tons
Brazil,2007,25700,8080,thousand tons
Canada,2007,9240,6330,thousand tons
Switzerland,2007,0,1264,thousand tons
Chile,2007,1220,459,thousand tons
China,2007,431000,58420,thousand tons
Colombia,2007,340,905,thousand tons
Cuba,2007,0,268.4,thousand tons
Czech Republic,2007,6400,662,thousand tons
Germany,2007,33500,15020,thousand tons
Denmark,2007,0,0,thousand tons
Dominican Republic,2007,0,0,thousand tons
Algeria,2007,1280,0,thousand tons
Ecuador,2007,0.1,86.9,thousand tons
Egypt,2007,999,5220,thousand tons
Spain,2007,4190,14810,thousand tons
Estonia,2007,0,0,thousand tons
Finland,2007,3120,1314,thousand tons
France,2007,11800,7440,thousand tons
United Kingdom,2007,11400,3030,thousand tons
Ghana,2007,0,25,thousand tons
Greece,2007,0,2550,thousand tons
Guatemala,2007,0.5,348.6,thousand tons
Croatia,2007,0,75,thousand tons
Hungary,2007,1730,498,thousand tons
Indonesia,2007,0,4158,thousand tons
India,2007,22300,31180,thousand tons
Ireland,2007,0,0,thousand tons
"Iran, Islamic Republic of",2007,1930,8120,thousand tons
Israel,2007,0,300,thousand tons
Italy,2007,11600,20000,thousand tons
Jordan,2007,0,150,thousand tons
Japan,2007,89200,30900,thousand tons
Kazakhstan,2007,4110,672,thousand tons
Kenya,2007,0,20,thousand tons
"Korea, Republic of",2007,27600,24000,thousand tons
Libyan Arab Jamahiriya,2007,0,1250,thousand tons
Sri Lanka,2007,0,30,thousand tons
Luxembourg,2007,0,2860,thousand tons
Latvia,2007,696,0,thousand tons
Morocco,2007,0.1,512,thousand tons
"Moldova, Republic of",2007,0,965,thousand tons
Mexico,2007,4560,13010,thousand tons
"Macedonia, the former Yugoslav Republic of",2007,0.3,359,thousand tons
Myanmar,2007,0,25,thousand tons
Montenegro,2007,0,173.7,thousand tons
Malaysia,2007,0,6890,thousand tons
Nigeria,2007,0,100,thousand tons
Netherlands,2007,7200,165.4,thousand tons
Norway,2007,0,708,thousand tons
New Zealand,2007,612,232.8,thousand tons
Oman,2007,0,0,thousand tons
Pakistan,2007,990,100,thousand tons
Peru,2007,324,557,thousand tons
Philippines,2007,0,718,thousand tons
Poland,2007,6200,4430,thousand tons
"Korea, Democratic Peoples Republic of",2007,1400,0,thousand tons
Portugal,2007,0,1855,thousand tons
Paraguay,2007,95,0,thousand tons
Qatar,2007,0,1147,thousand tons
Romania,2007,4360,1909,thousand tons
Russian Federation,2007,53100,19270,thousand tons
Saudi Arabia,2007,0,4640,thousand tons
Singapore,2007,0,640,thousand tons
El Salvador,2007,0,73.2,thousand tons
Serbia,2007,1480,0,thousand tons
Slovakia,2007,4690,396,thousand tons
Slovenia,2007,0,638,thousand tons
Sweden,2007,3750,1926,thousand tons
Syrian Arab Republic,2007,0,70,thousand tons
Thailand,2007,0,5570,thousand tons
Trinidad and Tobago,2007,0,683,thousand tons
Tunisia,2007,0,80,thousand tons
Turkey,2007,6390,19400,thousand tons
Taiwan,2007,10900,10010,thousand tons
Ukraine,2007,41200,1633,thousand tons
Uruguay,2007,0,71.1,thousand tons
United States of America,2007,41100,57100,thousand tons
Uzbekistan,2007,103,542,thousand tons
Venezuela,2007,0,5000,thousand tons
Viet Nam,2007,0,2026,thousand tons
South Africa,2007,4520,4580,thousand tons
Angola,2007,0,1,thousand tons
Albania,2008,0,250,thousand tons
United Arab Emirates,2008,0,90,thousand tons
Argentina,2008,2660,2883,thousand tons
Australia,2008,6160,1462,thousand tons
Austria,2008,6870,723,thousand tons
Azerbaijan,2008,0,150,thousand tons
Belgium,2008,7410,3270,thousand tons
Bangladesh,2008,0,50,thousand tons
Bulgaria,2008,429,902,thousand tons
Bosnia and Herzegovina,2008,228,380,thousand tons
Belarus,2008,100,2486,thousand tons
Brazil,2008,25800,7930,thousand tons
Canada,2008,8960,5990,thousand tons
Switzerland,2008,0,1312,thousand tons
Chile,2008,1180,364.5,thousand tons
China,2008,449000,63370,thousand tons
Colombia,2008,308,745,thousand tons
Cuba,2008,0,279,thousand tons
Czech Republic,2008,5760,630,thousand tons
Germany,2008,31200,14640,thousand tons
Denmark,2008,0,0,thousand tons
Dominican Republic,2008,0,0,thousand tons
Algeria,2008,619,0,thousand tons
Ecuador,2008,0.2,127.8,thousand tons
Egypt,2008,898,5300,thousand tons
Spain,2008,4070,14570,thousand tons
Estonia,2008,0,0,thousand tons
Finland,2008,3150,1266,thousand tons
France,2008,10700,7210,thousand tons
United Kingdom,2008,10500,3040,thousand tons
Ghana,2008,0,25,thousand tons
Greece,2008,0,2480,thousand tons
Guatemala,2008,0,250,thousand tons
Croatia,2008,0,89.1,thousand tons
Hungary,2008,1580,521,thousand tons
Indonesia,2008,0,3920,thousand tons
India,2008,22600,35250,thousand tons
Ireland,2008,0,0,thousand tons
"Iran, Islamic Republic of",2008,1980,7980,thousand tons
Israel,2008,0,300,thousand tons
Italy,2008,10900,19660,thousand tons
Jordan,2008,0,150,thousand tons
Japan,2008,89200,29500,thousand tons
Kazakhstan,2008,3370,877,thousand tons
Kenya,2008,0,20,thousand tons
"Korea, Republic of",2008,30200,23400,thousand tons
Libyan Arab Jamahiriya,2008,0.1,1137,thousand tons
Sri Lanka,2008,0,30,thousand tons
Luxembourg,2008,0,2590,thousand tons
Latvia,2008,635,0,thousand tons
Morocco,2008,0.2,478,thousand tons
"Moldova, Republic of",2008,0,885,thousand tons
Mexico,2008,5010,12200,thousand tons
"Macedonia, the former Yugoslav Republic of",2008,0.1,252.9,thousand tons
Myanmar,2008,0,25,thousand tons
Montenegro,2008,0,170.4,thousand tons
Malaysia,2008,0,6420,thousand tons
Nigeria,2008,0,100,thousand tons
Netherlands,2008,6710,147.7,thousand tons
Norway,2008,0,560,thousand tons
New Zealand,2008,566,232.8,thousand tons
Oman,2008,0,0,thousand tons
Pakistan,2008,900,100,thousand tons
Peru,2008,379,732,thousand tons
Philippines,2008,0.3,711,thousand tons
Poland,2008,5220,4500,thousand tons
"Korea, Democratic Peoples Republic of",2008,1300,0,thousand tons
Portugal,2008,0,2017,thousand tons
Paraguay,2008,83,0,thousand tons
Qatar,2008,0,1407,thousand tons
Romania,2008,3340,1693,thousand tons
Russian Federation,2008,48500,20000,thousand tons
