# File: pwt91_na.csv
# Title: Penn World Table version 9.1 supplemental National Accounts
# Units: million constant 2011 local currency; xr provides local currency to USD exchange rates
# Description: PWT used to provide macro-economic data for GCAM macroeconomic module.
# Source: DOI: 10.1257/aer.20130954 ; https://www.rug.nl/ggdc/productivity/pwt/?lang=en
# Column types: cinnnnnnn
# ----------
countrycode,year,q_c,q_i,q_g,q_x,q_m,q_gdp,xr
AND,2015,1460.009046,515.4316198,487.2581835,830.4750088,771.6396381,2521.53422,0.901658962
AND,2016,1477.969689,525.0713521,485.110336,850.7969202,769.7794683,2569.168829,0.904035128
AND,2017,1502.435083,551.5473953,483.3134568,896.7953011,820.6290081,2613.462227,0.887397421
ANT,1970,1615.990213,584.9526168,578.2736345,2515.340556,2892.734595,2411.130965,1.885850001
ANT,1971,1720.436588,622.5646516,615.7133293,2678.431279,3080.318606,2566.762745,1.883417954
ANT,1972,1801.352781,650.2401076,645.2918854,2802.140183,3222.159101,2687.551613,1.799999999
ANT,1973,1874.168754,680.5037196,669.8766709,2918.43514,3356.703968,2796.726325,1.799999999
ANT,1974,1977.813584,715.0265542,708.0446693,3080.902881,3543.261195,2950.035141,1.799999999
ANT,1975,2028.508317,726.8139543,728.7602783,3147.849114,3618.233389,3026.689696,1.799999999
ANT,1976,2154.677237,796.0892328,764.9607102,3365.678426,3873.931453,3217.164179,1.799999999
ANT,1977,2947.414662,1051.681112,1060.165334,4596.06944,5284.435855,4390.209644,1.799999999
ANT,1978,3136.824039,1093.541845,1138.858922,4811.890156,5521.505594,4685.212854,1.799999999
ANT,1979,3281.983841,1322.88525,1123.359587,5227.561162,6041.188843,4910.531297,1.799999999
ANT,1980,3607.99832,1151.713571,1347.83724,5597.449308,6415.070287,5335.614959,1.799999999
ANT,1981,3584.449417,1160.428487,1337.99244,5222.860124,5954.062109,5398.42611,1.799999999
ANT,1982,3611.795839,1002.40272,1382.450778,4916.771739,5703.14766,5298.349567,1.799999999
ANT,1983,3612.783428,915.3912476,1484.710178,4349.729699,5224.932345,5269.498074,1.799999999
ANT,1984,3498.469159,811.2042383,1540.494619,3971.456647,4799.897265,5173.028062,1.8
ANT,1985,3334.454757,935.5225668,1512.007135,3783.168441,4628.74274,5064.394535,1.8
ANT,1986,2802.695776,1250.565322,1213.102507,3014.172967,3519.744773,4785.852666,1.8
ANT,1987,2894.016971,1040.98635,1188.378184,3486.103876,3796.037715,4843.282872,1.8
ANT,1988,2846.826249,1377.863284,1154.103779,3911.95426,4347.335629,4915.931834,1.8
ANT,1989,2924.496887,1753.234339,1227.973699,4224.093641,4756.352697,5299.374595,1.793333333
ANT,1990,3074.058242,1609.875475,1292.933307,4693.093954,5238.602079,5378.865736,1.79
ANT,1991,2983.81163,1723.494982,1270.202181,4774.513611,5187.164654,5475.684837,1.79
ANT,1992,3053.85627,1649.913629,1330.096315,5075.381619,5370.713691,5650.850343,1.79
ANT,1993,3178.952988,1495.554737,1509.075469,5126.376968,5347.427186,5909.271449,1.79
ANT,1994,3627.946424,1460.549656,1566.464328,5237.438667,5657.383681,6231.266467,1.79
ANT,1995,4002.681394,1536.518943,1609.969153,5115.589993,5985.965897,6329.619842,1.79
ANT,1996,3811.034477,1906.005194,1621.780233,5050.515575,5961.217254,6417.559805,1.79
ANT,1997,3495.01226,1620.403897,1697.646944,4729.306933,5009.093548,6496.000829,1.79
ANT,1998,3345.520295,1768.707487,1498.406339,4760.850115,5043.845103,6293.731437,1.79
ANT,1999,3306.380391,1738.214377,1467.927342,4945.290353,5242.420968,6179.915756,1.79
ANT,2000,3263.088546,1653.441697,1390.187705,4671.1822,4885.132684,6055.391041,1.79
ANT,2001,3398.343205,2242.610512,994.6162762,4749.226546,5218.115306,6140.729057,1.79
ANT,2002,3577.688764,1840.148624,1029.8547,4633.812646,4880.63578,6165.291881,1.79
ANT,2003,3537.951164,1850.037021,1138.841431,4643.867935,4863.144377,6270.101961,1.79
ANT,2004,3769.235289,1707.726348,1156.504766,5003.819199,5253.94226,6345.343097,1.79
ANT,2005,3892.533789,1922.200636,1070.091004,5124.518185,5563.9009,6415.141597,1.79
ANT,2006,3903.22978,2124.747206,1105.284204,5407.880808,5950.956711,6562.690216,1.79
ANT,2007,4409.22102,2322.902683,1185.728484,5481.209781,6582.221089,6812.072497,1.79
ANT,2008,4621.39194,2622.455896,1164.308993,5837.483138,7306.73265,6948.31356,1.79
ANT,2009,4408.29272,2408.977172,1178.964971,5706.55206,6760.197002,6934.417343,1.79
ANT,2010,4490.965896,2457.046326,1179.508774,5688.823038,6899.173395,6915.96125,1.79
ANT,2011,4503.047025,2493.965878,1173.296101,5739.4,6982.6,6927.109005,1.79
ANT,2012,4479.373118,2459.884772,1180.394245,5726.801277,6899.044723,6944.276452,1.79
ARE,1970,17042.80504,31171.61972,7715.041346,72772.06125,26587.61745,124387.3867,4.761900004
ARE,1971,20876.40217,37597.20996,8782.79274,81632.35855,30755.35442,142422.1889,4.747962885
ARE,1972,23890.07191,44395.53969,13018.75833,96425.67967,42469.35229,163073.4118,4.385977843
ARE,1973,27294.46254,47435.99567,12625.43695,107956.6449,41381.27951,186719.7669,3.996271314
ARE,1974,16022.17745,33295.00253,11002.63472,141198.6806,36925.9117,213790.6573,3.959045156
ARE,1975,38804.85573,69719.5969,11250.52747,118575.2322,44972.25711,227104.7151,3.961284999
ARE,1976,50794.32366,86452.47272,15645.15023,134240.8286,59288.12466,261264.9677,3.953072499
ARE,1977,64872.71096,127782.2826,19960.22213,149712.2977,81483.03064,306830.6504,3.903247499
ARE,1978,69706.70655,120827.2854,20659.31291,139392.3656,76530.03161,299633.3459,3.871210832
ARE,1979,72883.69041,130526.8796,24598.32371,187576.4745,86796.592,374203.5461,3.815675832
ARE,1980,78772.52954,135511.5078,28908.57469,240813.6396,87536.192,473070.5868,3.707364999
ARE,1981,96605.15122,130983.5788,48936.29744,218989.2726,89114.77378,486513.2795,3.670999999
ARE,1982,106601.2218,128813.1338,48314.34571,187700.2727,88763.46598,446374.6614,3.670999999
ARE,1983,109313.0784,132779.965,43934.18729,162947.0269,79888.2733,423934.248,3.670999999
ARE,1984,114877.9846,129661.3089,43382.14827,170450.6562,77137.89042,442244.0908,3.671
ARE,1985,120463.662,110897.1686,46248.41807,164694.2147,73964.54689,431678.559,3.671
ARE,1986,136267.6802,107249.9745,41787.71637,112029.3065,77348.43313,349811.7848,3.671
ARE,1987,137697.0597,91371.3022,39630.68791,139109.9616,78050.92833,371704.8743,3.671
ARE,1988,154398.7002,92447.6678,42076.26494,130779.8667,88381.20299,362790.4653,3.671
ARE,1989,167714.0746,97896.23653,43507.18869,163526.2337,100576.0686,411882.7449,3.671
ARE,1990,184734.759,104843.7058,43940.01275,209694.4109,112661.3845,484995.7696,3.671
ARE,1991,197128.4422,111709.2828,45416.19799,215823.2638,131216.9674,489167.26,3.671
ARE,1992,219572.7197,126669.9139,48204.39536,223322.8968,158181.0875,505531.2709,3.671
ARE,1993,199932.9622,89369.07692,47095.79464,270854.1582,132210.1968,511906.5074,3.671
ARE,1994,208973.0498,103080.6805,48352.07421,293605.913,141087.8362,555942.4026,3.671
ARE,1995,234334.9585,110371.7626,50821.38517,301062.0295,145856.5501,601632.1577,3.671
ARE,1996,243505.7318,116016.3279,51729.68252,372945.341,178937.0884,636889.1915,3.671
ARE,1997,271033.5227,123262.4716,58988.19717,401530.8764,195873.516,691985.7374,3.671125
ARE,1998,274344.5727,125736.9936,63547.3762,390327.2525,192118.0426,703264.6031,3.6725
ARE,1999,294357.1924,130184.5106,66492.46197,381298.7634,189914.8305,734103.5587,3.6725
ARE,2000,340024.2316,138154.5593,72724.71205,422488.0253,208494.8256,823787.0911,3.6725
ARE,2001,366251.2523,140042.3818,77285.85839,407570.2226,213231.1402,835119.5399,3.6725
ARE,2002,388975.5854,147673.0319,81022.87894,420410.8206,240820.3628,855441.1564,3.6725
ARE,2003,396738.2273,157417.9221,84710.51756,516727.6236,279324.2304,930724.8966,3.6725
ARE,2004,442052.6778,162175.4052,83261.66596,643554.6459,362388.9088,1019762.993,3.6725
ARE,2005,453848.1321,194134.9763,78579.35558,717448.6531,416510.5278,1069273.847,3.6725
ARE,2006,523039.1834,222958.5325,75841.99515,800727.2983,492296.3675,1174461.284,3.6725
ARE,2007,586349.5786,308891.5763,76166.25413,870852.519,661943.6448,1211860.677,3.6725
ARE,2008,657346.183,306567.9334,85179.28148,982333.2661,803587.0636,1250541.403,3.6725
ARE,2009,473207.2829,333797.2562,113204.2246,937049.0335,677791.1865,1184976.348,3.6725
ARE,2010,523077.5496,303196.9845,114191.9151,941619.5735,692180.1583,1204356.1,3.6725
ARE,2011,503423.3224,298648.8989,128180.8782,1156229,798661,1287821.099,3.6725
ARE,2012,448998.6725,295616.502,125408.9311,1358036.929,867060.3298,1345574.413,3.6725
ARE,2013,472386.0177,291528.6011,164026.0424,1440788.975,936652.0138,1413570.72,3.6725
ARE,2014,530584.9366,358875.6927,164813.4121,1466753.344,1029050.718,1475750.359,3.6725
ARE,2015,429360.7082,407822.5999,159905.3978,1542888.903,970170.3108,1550492.158,3.6725
ARE,2016,436372.1373,423273.1769,158093.1277,1595425.404,995909.1086,1596827.623,3.6725
ARE,2017,430650.4366,419096.2916,163438.2709,1602759.523,986338.2366,1609449.578,3.6725
ARG,1950,225096.7415,45707.98624,132156.1832,24733.40512,23058.87867,427732.1254,3.77E-13
ARG,1951,231836.171,66994.85541,130917.2362,19600.05775,25986.98877,452994.7431,5.11E-13
ARG,1952,218357.3195,57069.68952,127613.3349,14357.81907,19154.72932,426013.7146,5.37E-13
ARG,1953,218357.3123,61118.10394,123483.4419,21933.3964,15738.59956,443990.8507,5.27E-13
ARG,1954,235879.8199,58898.00377,129265.2866,23488.95672,20618.78606,458447.399,5.43E-13
ARG,1955,261489.6281,66211.28488,133808.151,21155.61539,24766.94416,490469.2136,6.08E-13
ARG,1956,257445.9839,62032.27102,148675.734,24266.73899,22082.83905,503404.1668,1.38E-12
ARG,1957,274968.4712,68170.19975,142893.8877,25666.73973,24644.93931,522749.8462,1.82E-12
ARG,1958,296534.6271,73916.34091,147023.7671,26444.52312,25742.98055,557274.6393,2.24E-12
ARG,1959,272272.713,67386.6326,148675.7258,27688.96999,22814.87089,530286.2402,5.92E-12
ARG,1960,279012.1451,98859.84734,162304.3384,27844.52228,28061.0672,587904.1669,6.40E-12
ARG,1961,295939.5839,108426.8841,162304.3384,24882.25843,33161.69968,607034.6436,7.00E-12
ARG,1962,298813.9184,98859.84385,162304.341,36138.61023,33161.69968,610918.4243,8.72E-12
ARG,1963,289205.0986,81320.12771,162304.341,36138.61023,25506.85196,588485.5034,1.39E-11
ARG,1964,312430.7434,104440.5512,162304.341,33176.45278,30611.38497,634223.9323,1.40E-11
ARG,1965,358031.7716,108426.8813,162304.3281,36138.61052,30611.38497,692565.811,1.70E-11
ARG,1966,353471.6323,104440.5575,162304.3426,42062.92836,28061.07019,694200.4094,2.09E-11
ARG,1967,366139.6047,108427.2684,162304.3281,42062.92794,28061.0672,713549.428,3.33E-11
ARG,1968,379142.0153,117994.3085,180118.3498,39100.77166,30611.38699,750407.2876,3.50E-11
ARG,1969,408776.5469,145101.0506,180118.3598,47394.85726,38262.26648,819188.7559,3.50E-11
ARG,1970,416562.1709,148337.9281,179722.4564,47963.63873,31052.18998,845375.7822,3.79E-11
ARG,1971,434676.2981,164450.5107,187879.0618,43199.86563,34718.80992,877171.6936,4.52E-11
ARG,1972,443458.496,166212.4473,184513.4672,44094.55021,33034.9976,895396.7373,5.00E-11
ARG,1973,462310.2498,158415.2553,196392.0202,50250.72209,32598.30694,928921.6907,5.00E-11
ARG,1974,494711.0572,160153.2899,211636.1557,50375.15499,34380.47184,979138.3224,5.00E-11
ARG,1975,494509.2534,163047.3398,211834.1308,45688.39931,34998.13285,973331.611,3.66E-10
ARG,1976,451356.8743,174304.6273,221534.9517,60056.7524,27672.76131,973222.8253,1.40E-09
ARG,1977,459937.2587,210763.2702,231037.7926,76463.34049,37917.26924,1035357.596,4.08E-09
ARG,1978,451064.6168,177174.7556,238362.8942,83294.97614,35942.32859,1002006.664,7.96E-09
ARG,1979,519262.1989,195320.3697,251627.2651,80610.90938,55593.37049,1072318.683,1.32E-08
ARG,1980,564126.4972,213210.8385,254992.8698,76463.33912,81342.33333,1087901.275,1.84E-08
ARG,1981,546008.004,181252.7045,242396.8925,80376.39934,74602.35539,1028970.156,4.40E-08
ARG,1982,523528.8925,145143.1585,227492.1352,83549.15568,42884.7909,996441.9767,2.59E-07
ARG,1983,548691.4655,145691.4602,232585.6158,85770.08739,39911.26952,1037419.122,1.05E-06
ARG,1984,568601.94,139660.1518,246717.802,83549.15661,41761.45999,1058224.531,6.76E-06
ARG,1985,498901.9467,119999.6377,263092.7538,96451.68028,36343.0388,984613.5112,6.02E-05
ARG,1986,580161.0855,133237.1915,234715.5098,86827.66817,43016.94611,1054950.597,9.43E-05
ARG,1987,595125.5814,150469.5153,231397.8587,83760.67361,47972.81763,1081670.292,0.00021443
ARG,1988,574883.716,145143.1718,214068.4666,99518.68116,43545.5703,1060547.991,0.00087526
ARG,1989,509406.4185,113811.6625,247343.3744,106921.7598,36409.12149,986197.6861,0.042333961
ARG,1990,571316.1076,96501.00765,142756.9339,124900.7043,36144.80526,972996.2258,0.487589083
ARG,1991,675877.4721,126970.8871,128450.4884,118555.1923,63435.12633,1075122.323,0.953554417
ARG,1992,756589.9219,169503.3895,161169.8798,120987.6353,105659.1327,1185908.477,0.990641667
ARG,1993,774808.7047,196683.47,206214.5741,123948.876,119799.8835,1260047.612,0.998945833
ARG,1994,821824.8603,223574.7691,207130.9863,142904.1612,145110.7828,1333587.108,0.999008333
ARG,1995,785848.0018,194323.8258,208705.046,175101.5833,130881.4206,1295643.079,0.99975
ARG,1996,829341.3842,211586.1107,213233.2698,188491.1845,153823.9032,1367249,0.9996625
ARG,1997,903787.7635,248958.263,220098.5088,211444.6124,195158.8306,1478147.38,0.9995
ARG,1998,935195.2254,265250.0227,227486.9372,233907.1644,211579.3345,1535058.873,0.9995
ARG,1999,916508.4023,231802.4013,233451.306,230959.3553,187741.1781,1483090.011,0.9995
ARG,2000,910462.6693,216029.9429,234798.4551,237200.7188,187445.3779,1471388.568,0.9995
ARG,2001,858189.7672,182197.3951,229939.5356,243702.4044,161303.1299,1406517.393,0.9995
ARG,2002,735003.5401,115790.8307,218262.8767,251239.9953,80555.51876,1253284.505,3.063256667
ARG,2003,795045.7041,159983.7968,221451.3229,266302.7925,110816.4708,1364037.867,2.900629167
ARG,2004,870572.094,215058.5466,227470.3643,287911.0013,155278.0104,1487204.567,2.923300819
ARG,2005,934929.8037,246879.2988,249888.5501,325013.5857,179886.8196,1618846.88,2.9036575
ARG,2006,1037362.906,263831.299,259190.7092,343088.2665,199659.7379,1749118.057,3.054313333
ARG,2007,1134240.578,317468.3616,279484.7603,371099.559,238873.4883,1906672.362,3.095648849
ARG,2008,1216412.367,338686.1974,293501.1578,373845.1972,271269.9542,1984030.617,3.14416456
ARG,2009,1150754.667,260546.0654,310037.761,338901.4939,221311.6759,1866605.183,3.710106831
ARG,2010,1279503.293,345333.2751,326941.5437,385998.3488,299223.1753,2055606.408,3.896295154
ARG,2011,1399376.28,400906.8545,341866.1441,402012.7142,365137.8892,2179024.104,4.110139576
ARG,2012,1414913.304,356065.154,352153.8827,385496.7658,347873.1942,2156658.126,4.53693436
ARG,2013,1466402.216,372689.9093,370897.6,371926.3406,361380.7144,2208532.614,5.459352665
ARG,2014,1402493.013,349495.4487,381820.6618,345969.0071,319894.2311,2153040.87,8.075275993
ARG,2015,1453770.963,365420.9281,408341.9219,336360.1384,334965.4398,2211843.714,9.233185525
ARG,2016,1438783.019,352521.1642,409494.5589,354162.5723,354149.5695,2171532.052,14.75817509
ARG,2017,1489924.414,420203.0662,417802.1687,355652.7587,406234.8527,2233723.058,16.56270693
ARM,1970,,,,,,,
ARM,1971,,,,,,,
ARM,1972,,,,,,,
ARM,1973,,,,,,,
ARM,1974,,,,,,,
ARM,1975,,,,,,,
ARM,1976,,,,,,,
ARM,1977,,,,,,,
ARM,1978,,,,,,,
ARM,1979,,,,,,,
ARM,1980,,,,,,,
ARM,1981,,,,,,,
ARM,1982,,,,,,,
ARM,1983,,,,,,,
ARM,1984,,,,,,,
ARM,1985,,,,,,,
ARM,1986,,,,,,,
ARM,1987,,,,,,,
ARM,1988,,,,,,,
ARM,1989,,,,,,,
ARM,1990,1260086.92,1365863.753,775172.5017,777211.9869,1207986.767,2597980.76,0.00333
ARM,1991,1225271.108,1014916.253,744797.1169,796728.777,1380826.281,2294568.778,0.00875
ARM,1992,1182262.312,24080.39106,419209.6233,450884.1548,814796.236,1336439.757,0.966
ARM,1993,1055707.289,132641.9184,381404.1876,368821.7787,734787.2218,1218688.306,9.105
ARM,1994,1102442.911,334494.3819,219513.6792,483800.6374,923527.0294,1283609.985,288.6508333
ARM,1995,1321130.841,280918.7739,232517.171,314633.5693,839779.7536,1372066.063,405.9083333
ARM,1996,1371350.484,302830.4647,226936.7524,337217.9875,834567.554,1453018.97,414.0415
ARM,1997,1471280.812,317787.1514,221610.5151,315116.5928,930839.0386,1501273.901,490.8467858
ARM,1998,1549433.45,334170.6442,216653.6394,309929.8589,885538.4441,1611470.679,504.915
ARM,1999,1571316.091,319604.7892,219427.705,352361.8524,868668.6086,1663927.755,535.0618333
ARM,2000,1702292.038,336172.3924,225524.024,419194.6931,931088.404,1762026.795,539.5258333
ARM,2001,1830216.066,390941.7191,235152.9985,532333.6509,990745.2561,1930418.501,555.0782583
ARM,2002,1992848.249,478972.586,240295.2059,723000.2063,1178462.772,2220953.899,573.3533333
ARM,2003,2130712.069,626083.8503,274207.0693,933167.8265,1491246.891,2532793.685,578.7629545
ARM,2004,2320455.207,735406.3836,304312.9663,917023.0578,1447679.774,2797922.349,533.4508333
ARM,2005,2523675.094,933218.4401,362270.2894,1063187.667,1654737.494,3185875.466,457.6869406
ARM,2006,2731780.669,1233571.456,413080.873,985159.4749,1716971.72,3606346.789,416.0403697
ARM,2007,3093495.232,1476602.036,434638.3151,950598.0419,1940088.757,4102190.887,342.0791162
ARM,2008,3259848.049,1663362.638,426554.1901,826260.8411,2081290.333,4387197.953,305.9694003
ARM,2009,3115974.064,1149791.29,421331.798,740034.0191,1682647.799,3766410.108,363.2832856
ARM,2010,3236568.637,1155727.591,437741.5978,935839.9706,1897854.64,3849839.548,373.6604667
ARM,2011,3322176.942,1095654.393,446167.6213,1073660.558,1871276.282,4028886.704,372.5008824
ARM,2012,3624520.648,1101171.479,439716.1113,1163952.635,1819182.752,4317566.53,401.7639756
ARM,2013,3656531.671,1000432.846,473188.6709,1264595.289,1781839.237,4458221.846,409.6257493
ARM,2014,3693361.373,970903.6832,467579.8139,1345895.192,1763534.478,4620596.646,415.9197892
ARM,2015,3408473.735,958787.15,489544.4648,1411843.643,1496771.843,4770097.49,477.9183066
ARM,2016,3374358.428,875331.8622,477591.0613,1681973.53,1610668.12,4778294.293,480.4881508
ARM,2017,3674613.446,996808.1069,539928.725,2013937.122,2041772.497,5136151.197,482.7163938
ATG,1970,503.7500745,128.2671506,113.656313,391.7752661,416.9442439,721.7552106,2.000000001
ATG,1971,543.0901305,139.8978499,122.262344,425.2145893,456.4184052,775.7181947,1.974872733
ATG,1972,591.482396,145.0211054,132.2882796,439.0335778,472.9924008,833.0539513,1.921278149
ATG,1973,650.2392555,151.204538,141.4062212,471.6514185,504.8469852,903.8802546,1.959219236
ATG,1974,625.2913387,168.5514824,146.3375691,518.969641,533.3064035,934.6445083,2.053232409
ATG,1975,610.609024,164.7722676,139.5158792,496.2832866,532.7703824,883.3709025,2.169795832
ATG,1976,571.7655638,155.6243981,127.3230625,462.3632076,516.2447947,804.263023,2.614670833
ATG,1977,655.3763766,123.1916931,142.1444043,363.542531,401.0400573,862.861468,2.7
ATG,1978,684.4835751,119.064032,129.2307008,442.8660554,457.6346237,893.3089751,2.7
ATG,1979,412.7973736,243.0383846,155.5607176,714.9624528,624.3274808,989.5449462,2.7
ATG,1980,847.1100544,229.6242701,173.9697124,627.7644325,808.4568824,1055.877063,2.7
ATG,1981,896.8532803,253.0425548,177.4936674,709.5124784,926.0823511,1108.072901,2.7
ATG,1982,1138.970578,167.4866966,178.0520853,648.8564978,1024.962495,1112.422508,2.7
ATG,1983,966.812682,160.0149332,198.9542859,625.1978528,779.3297793,1188.541307,2.7
ATG,1984,1001.64357,205.5011102,199.2130797,832.0478084,946.2708676,1277.165406,2.7
ATG,1985,1139.114396,249.5417459,211.6505023,904.8484382,1116.731789,1376.119924,2.7
ATG,1986,1456.352309,327.1956932,240.2899151,1102.678084,1571.668909,1491.929285,2.7
ATG,1987,1364.561146,434.732422,233.2683647,1121.956325,1498.400012,1621.875164,2.7
ATG,1988,1030.360956,507.1700288,286.9700201,1170.252366,1250.790959,1744.752526,2.7
ATG,1989,1172.175153,567.6028548,297.1238735,1235.884162,1439.674384,1836.391703,2.7
ATG,1990,1079.968883,502.5629558,289.4029473,1439.535994,1419.771332,1891.697422,2.7
ATG,1991,1065.584364,530.8299809,288.100731,1509.814988,1460.859189,1932.877278,2.7
ATG,1992,1075.369496,494.2900125,303.45772,1620.414697,1537.21999,1955.266284,2.7
ATG,1993,1112.705115,461.2420636,327.8854537,1718.969028,1559.792205,2058.505822,2.7
ATG,1994,1306.692489,478.5761726,356.2276856,1649.588972,1594.6596,2195.935641,2.7
ATG,1995,1341.711872,510.2746072,383.6828476,1471.537526,1608.276126,2100.204078,2.7
ATG,1996,1499.01388,566.0493949,402.6068847,1425.450303,1655.082763,2238.91869,2.7
ATG,1997,1461.390051,612.379798,408.7457822,1550.225739,1672.623219,2361.412903,2.7
ATG,1998,1411.622241,683.6632312,459.1565117,1602.210977,1684.82139,2473.138713,2.7
