# File: USDA_cost_data.csv,,,,,,,,,,,,,,,,,,,,,,,
# Description: Itemized costs by crop and sub-region of USA,,,,,,,,,,,,,,,,,,,,,,,
# Original source: http://www.ers.usda.gov/Data/CostsAndReturns/,,,,,,,,,,,,,,,,,,,,,,,
# Add 2011-2015 data and update 2009 ,,,,,,,,,,,,,,,,,,,,,,,
# Data source: https://www.ers.usda.gov/data-products/commodity-costs-and-returns/,,,,,,,,,,,,,,,,,,,,,,,
# ----------,,,,,,,,,,,,,,,,,,,,,,,
Crop,Region, Item,Unit,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015
Cotton,Mississippi Portal,Price,USD/lb,,0.67,0.65,0.46,0.54,0.38,0.45,0.65,0.49,0.49,0.49,0.56,0.56,0.55,0.76,0.92,0.68,0.79,0.64,0.61
Cotton,Mississippi Portal,Yield (seed),lb/acre,,1309,1009,1208,1239,1621,1356,1562,1611.647056,1453.309839,1505.476601,1563,1379.973096,1208,1515,1406,1623,1727,1777,1589
Cotton,Mississippi Portal,Price (seed),USD/lb,,0.05,0.06,0.04,0.05,0.04,0.05,0.05,0.047263033,0.043770132,0.05,0.08,0.11,0.08,0.09,0.13,0.13,0.12,0.1,0.12
Cotton,Mississippi Portal,Enterprise size,acres,,469,469,469,469,469,469,1016,1016,1016,1016,954,954,954,954,954,954,954,954,954
Cotton,Mississippi Portal,Irrigated,percent,,30,30,30,30,30,30,33,33,33,33,45,45,45,45,45,45,45,45,45
Cotton,Mississippi Portal,Dryland,percent,,70,70,70,70,70,70,67,67,67,67,55,55,55,55,55,55,55,55,55
Cotton,Prairie Gateway,Primary output,USD/acre,,291.84,177,172.43,159.53,94.08,156.24,215.94,326.48,310.5,200.56,490.6,261.08,244.75,536.41,208.32,245.89,269.88,296.96,322.56
Cotton,Prairie Gateway,Secondary output,USD/acre,,44.28,36.75,30.6,29.5,25.2,36.9,34.38,54.85143873,56.38719605,42.7,115.52,83.16,57.6,87.84,58.08,77.22,100.62,67.59,102.41
Cotton,Prairie Gateway,Total output,USD/acre,,336.12,213.75,203.03,189.03,119.28,193.14,250.32,381.3314387,366.8871961,243.26,606.12,344.24,302.35,624.25,266.4,323.11,370.5,364.55,424.97
Cotton,Prairie Gateway,Seed,USD/acre,,14.47,14.17,16.12,14.54,17.22,22.4,29.06,35.99,41.19,47.46,44.57,49.7,56.91,62.27,74.72,76.69,80.18,80.07,81.49
Cotton,Prairie Gateway,Fertilizer,USD/acre,,19.72,18.25,17.11,17.92,20.04,17.6,12.74,13.53,15.6,17.77,34.64,52.91,53.67,41.6,54.67,58.05,56.92,55.23,50.92
Cotton,Prairie Gateway,Chemicals,USD/acre,,25.89,26.1,25.89,25.67,25.67,25.46,28.15,28.15,28.15,29.31,36.95,38.67,42.68,41.14,41.14,43.22,44.88,45.71,43.75
Cotton,Prairie Gateway,Custom operations,USD/acre,,9.78,6.54,8.74,6.69,7.58,9.71,10.41,10.49,10.92,11.42,12.83,12.83,13.71,14.15,14.41,14.7,15.28,15.71,16.39
Cotton,Prairie Gateway,"Fuel, lube, and electricity",USD/acre,,28.54,25.37,25.27,35.41,35.12,33.3,24.49,33.8,46.85,47.07,51.59,61.8,41.39,53.51,62.79,63.85,63.6,64.34,42.53
Cotton,Prairie Gateway,Repairs,USD/acre,,23.32,25.65,24.36,25.36,27.73,30.15,18.65,19.07,19.91,20.62,29.97,30.77,31.58,32.38,33.39,34.39,34.72,35.39,35.33
Cotton,Prairie Gateway,Ginning,USD/acre,,47.39,31.13,41.61,31.31,34.91,45.07,42.73,75.63,87.45,57.34,136.38,65.44,72.2,113.7,38.21,63.85,62.56,86.27,111.32
Cotton,Prairie Gateway,Purchased irrigation water,USD/acre,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Cotton,Prairie Gateway,Interest on operating capital,USD/acre,,4.15,3.53,3.74,4.52,2.84,1.55,0.65,1.11,2.76,4.11,4.66,2.31,0.45,0.36,0.16,0.18,0.16,0.12,0.32
Cotton,Prairie Gateway,Total operating costs,USD/acre,,173.26,150.74,162.84,161.42,171.11,185.24,166.88,217.77,252.83,235.1,351.59,314.43,312.59,359.11,319.49,354.93,358.3,382.84,382.05
Cotton,Prairie Gateway,Hired labor,USD/acre,,25.12,26.56,28.59,30.52,30.98,31.64,12.08,12.39,12.78,13.24,11.3,11.68,11.94,12.07,12.19,12.56,12.93,13.17,13.64
Cotton,Prairie Gateway,Opportunity cost of unpaid labor,USD/acre,,29.46,29.75,30.02,30.29,30.78,34.11,36.44,37.37,38.54,39.94,27.64,28.58,29.2,29.51,29.83,30.72,31.62,32.21,33.38
Cotton,Prairie Gateway,Capital recovery of machinery and equipment,USD/acre,,84.31,84.69,87.25,88.91,92.11,104.3,56.1,60.19,64.28,67.62,100.82,108.74,117.18,121.41,128.8,135.24,139.1,144.25,147.6
Cotton,Prairie Gateway,Opportunity cost of land (rental rate),USD/acre,,46.75,21.86,22.13,18.75,15.01,17.9,27.17,27.17,28.3,27.84,30.55,34.2,39.03,40.21,43.76,49.27,53.61,55.58,56.76
Cotton,Prairie Gateway,Taxes and insurance,USD/acre,,14.2,13.5,14.44,15.31,16.07,16.31,5.59,5.68,5.73,6.03,6.18,6.86,6.3,6.52,6.86,6.93,7.07,7.2,8.48
Cotton,Prairie Gateway,General farm overhead,USD/acre,,10.58,9.98,10.85,11.12,11.47,11.74,10.39,10.62,11.09,11.49,11.5,11.81,12.12,12.43,12.81,13.2,13.32,13.58,13.56
Cotton,Prairie Gateway,Total allocated overhead,USD/acre,,210.42,186.34,193.28,194.9,196.42,216,147.77,153.42,160.72,166.16,187.99,201.87,215.77,222.15,234.25,247.92,257.65,265.99,273.42
Cotton,Prairie Gateway,Total costs listed,USD/acre,,383.68,337.08,356.12,356.32,367.53,401.24,314.65,371.19,413.55,401.26,539.58,516.3,528.36,581.26,553.74,602.85,615.95,648.83,655.47
Cotton,Prairie Gateway,Value of production less total costs listed,USD/acre,,-47.56,-123.33,-153.09,-167.29,-248.25,-208.1,-64.33,10.14143873,-46.66280395,-158,66.54,-172.06,-226.01,42.99,-287.34,-279.74,-245.45,-284.28,-230.5
Cotton,Prairie Gateway,Value of production less operating costs,USD/acre,,162.86,63.01,40.19,27.61,-51.83,7.9,83.44,163.5614387,114.0571961,8.16,254.53,29.81,-10.24,265.14,-53.09,-31.82,12.2,-18.29,42.92
Cotton,Prairie Gateway,Yield,lb/acre,,456,300,401,301,336,434,354,616,690,436,892,428,445,679,224,367,346,464,576
Cotton,Prairie Gateway,Price,USD/lb,,0.64,0.59,0.43,0.53,0.28,0.36,0.61,0.53,0.45,0.46,0.55,0.61,0.55,0.79,0.93,0.67,0.78,0.64,0.56
Cotton,Prairie Gateway,Yield (seed),lb/acre,,738,525,765,590,630,738,573,997.2988861,1116.57814,705.78,1444,692.77,720,1098,363,594,559,751,931
Cotton,Prairie Gateway,Price (seed),USD/lb,,0.06,0.07,0.04,0.05,0.04,0.05,0.06,0.055,0.0505,0.0605,0.08,0.115,0.08,0.08,0.16,0.13,0.18,0.09,0.11
Cotton,Prairie Gateway,Enterprise size,acres,,528,528,528,528,528,528,764,764,764,764,770,770,770,770,770,770,770,770,770
Cotton,Prairie Gateway,Irrigated,percent,,30.3,30.3,30.3,30,30,30,31,31,31,31,46,46,46,46,46,46,46,46,46
Cotton,Prairie Gateway,Dryland,percent,,70,70,70,70,70,70,69,69,69,69,54,54,54,54,54,54,54,54,54
Cotton,Southern Seaboard,Primary output,USD/acre,,504.7,448.9,272.16,389.76,308.58,229.62,531.84,332.2,419,353.76,432.85,462,561.33,667.48,661.23,808.08,639.09,609.03,514.71
Cotton,Southern Seaboard,Secondary output,USD/acre,,70.02,63.3,39.96,50.48,63.96,38.16,67.2,54.05179372,53.8328522,54.59,89.11,120.06,86.46,92.12,115,184.25,127.7,132.3,132.2
Cotton,Southern Seaboard,Total output,USD/acre,,574.72,512.2,312.12,440.24,372.54,267.78,599.04,386.2517937,472.8328522,408.35,521.96,582.06,647.79,759.6,776.23,992.33,766.79,741.33,646.91
Cotton,Southern Seaboard,Seed,USD/acre,,17.62,18.2,18.62,43.49,52.2,69.94,38.84,48.104,55.05,63.42,64.65,72.1,82.56,90.32,108.38,111.24,116.31,116.15,118.21
Cotton,Southern Seaboard,Fertilizer,USD/acre,,51.04,47.16,43.8,45.63,50.83,44.77,50.63,53.77,62.01,70.64,93.68,143.1,145.16,112.51,147.84,156.99,153.94,149.37,137.71
Cotton,Southern Seaboard,Chemicals,USD/acre,,69.34,70.02,69.28,68.48,68.43,67.86,65.37,65.37,65.37,68.07,79.15,82.83,91.42,88.13,88.13,92.58,96.14,97.92,93.72
Cotton,Southern Seaboard,Custom operations,USD/acre,,16.36,15.37,13.23,15.39,19.68,12.94,24.94,25.14,26.16,27.35,21.09,21.09,22.53,23.26,23.69,24.16,25.11,25.82,26.94
Cotton,Southern Seaboard,"Fuel, lube, and electricity",USD/acre,,25.1,21.08,21.94,31.68,31.37,27.58,12.25,13.94,19.27,20.68,39.27,51.39,34.74,42.46,53.07,55.84,53.33,54,34.39
Cotton,Southern Seaboard,Repairs,USD/acre,,22.98,24.79,24.01,24.05,24.2,23.84,19.77,20.21,21.1,21.85,32.21,33.07,33.94,34.8,35.88,36.96,37.32,38.04,37.97
Cotton,Southern Seaboard,Ginning,USD/acre,,66.7,62.43,52.06,63.38,77.77,48.91,108.3,100.06,114.64,104.61,100.25,105.09,120.45,113.56,101.04,150.17,118.86,140.81,131.55
Cotton,Southern Seaboard,Purchased irrigation water,USD/acre,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Cotton,Southern Seaboard,Interest on operating capital,USD/acre,,6.63,6.21,5.71,8.42,5.47,2.49,1.12,1.79,4.23,6.43,7.31,3.76,0.77,0.51,0.28,0.31,0.26,0.2,0.49
Cotton,Southern Seaboard,Total operating costs,USD/acre,,275.77,265.26,248.65,300.52,329.95,298.33,321.22,328.384,367.83,383.05,437.61,512.43,531.57,505.55,558.31,628.25,601.27,622.31,580.98
Cotton,Southern Seaboard,Hired labor,USD/acre,,26.11,26.21,27.72,28.62,30.56,31.75,12.57,12.89,13.29,13.77,12.74,13.17,13.46,13.6,13.75,14.16,14.57,14.85,15.38
Cotton,Southern Seaboard,Opportunity cost of unpaid labor,USD/acre,,34.04,35.21,36.45,37.85,38.57,39.78,31.78,32.59,33.61,34.83,19.59,20.25,20.7,20.92,21.14,21.77,22.41,22.83,23.66
Cotton,Southern Seaboard,Capital recovery of machinery and equipment,USD/acre,,87.08,87.08,91.11,89.72,92.95,84.17,57.88,62.1,66.32,69.77,111.28,120.02,129.34,134,142.16,149.27,153.53,159.22,162.91
Cotton,Southern Seaboard,Opportunity cost of land (rental rate),USD/acre,,37.48,40.75,45.54,41.59,44.59,45.44,46.5,46.5,48.44,47.65,62.21,69.63,79.47,81.88,89.1,100.34,109.17,113.18,115.59
Cotton,Southern Seaboard,Taxes and insurance,USD/acre,,17.48,16.76,17.77,18.83,19.69,20.16,9.29,9.44,9.52,10.01,7.63,8.47,7.78,8.05,8.47,8.55,8.72,8.89,10.47
Cotton,Southern Seaboard,General farm overhead,USD/acre,,12.37,11.7,12.84,13.22,13.75,13.91,23.97,24.51,25.59,26.5,17.31,17.77,18.24,18.7,19.28,19.86,20.06,20.44,20.4
Cotton,Southern Seaboard,Total allocated overhead,USD/acre,,214.56,217.71,231.43,229.83,240.11,235.21,181.99,188.03,196.77,202.53,230.76,249.31,268.99,277.15,293.9,313.95,328.46,339.41,348.41
Cotton,Southern Seaboard,Total costs listed,USD/acre,,490.33,482.97,480.08,530.35,570.06,533.54,503.21,516.414,564.6,585.58,668.37,761.74,800.56,782.7,852.21,942.2,929.73,961.72,929.39
Cotton,Southern Seaboard,Value of production less total costs listed,USD/acre,,84.39,29.23,-167.96,-90.11,-197.52,-265.76,95.83,-130.1622063,-91.7671478,-177.23,-146.41,-179.68,-152.77,-23.1,-75.98,50.13,-162.94,-220.39,-282.48
Cotton,Southern Seaboard,Value of production less operating costs,USD/acre,,298.95,246.94,63.47,139.72,42.59,-30.55,277.82,57.86779372,105.0028522,25.3,84.35,69.63,116.22,254.05,217.92,364.08,165.52,119.02,65.93
Cotton,Southern Seaboard,Yield,lb/acre,,721,670,567,672,834,534,831,755,838,737,787,825,891,814,711,1036,789,909,817
Cotton,Southern Seaboard,Price,USD/lb,,0.7,0.67,0.48,0.58,0.37,0.43,0.64,0.44,0.5,0.48,0.55,0.56,0.63,0.82,0.93,0.78,0.81,0.67,0.63
Cotton,Southern Seaboard,Yield (seed),lb/acre,,1167,1055,999,1262,1599,954,1344,1222.051315,1356.031506,1192.87,1273,1334.48,1441,1316,1150,1675,1277,1470,1322
Cotton,Southern Seaboard,Price (seed),USD/lb,,0.06,0.06,0.04,0.04,0.04,0.04,0.05,0.04423038,0.039698821,0.045760736,0.07,0.092425586,0.06,0.07,0.1,0.11,0.1,0.09,0.1
Cotton,Southern Seaboard,Enterprise size,acres,,402,402,402,402,402,402,535,535,535,535,453,453,453,453,453,453,453,453,453
Cotton,Southern Seaboard,Irrigated,percent,,11,11,11,11,11,11,16,16,16,16,28,28,28,28,28,28,28,28,28
Cotton,Southern Seaboard,Dryland,percent,,89,89,89,89,89,89,84,84,84,84,72,72,72,72,72,72,72,72,72
Soybeans,Eastern Uplands,Primary output,USD/acre,,248.76,175.36,100.98,155.38,166.14,158.63,253.8404,213.377,201.5888,208.8,218.3164845,389.5521217,393.6,327.67,494,617.91,490.62,461.16,349.28
Soybeans,Eastern Uplands,Total output,USD/acre,,248.76,175.36,100.98,155.38,166.14,158.63,253.8404,213.377,201.5888,208.8,218.3164845,389.5521217,393.6,327.67,494,617.91,490.62,461.16,349.28
Soybeans,Eastern Uplands,Seed,USD/acre,,20.83,21.32,22.85,22.73,24.81,22.76,25.03,28.79,32.45,31.44,37.86,42.21,52.55,56.46,54.07,52.35,55.12,55.69,56.08
Soybeans,Eastern Uplands,Fertilizer,USD/acre,,20.01,19.88,20.18,18.75,20.45,12.24,13.49,14.92,18.35,21.11,23.56,38.84,36.51,27.99,37.09,71.76,70.38,67.62,62.82
Soybeans,Eastern Uplands,Soil conditioners,USD/acre,,0.43,0.45,0.47,0.43,0.48,0.36,0.35,0.42,0.37,,,,,,,,,,
Soybeans,Eastern Uplands,Manure,USD/acre,,0.16,0.15,0.15,0.15,0.21,0.16,0.18,0.2,0.25,,,,,,,,,,
Soybeans,Eastern Uplands,Chemicals,USD/acre,,24.75,25.64,23.86,21.93,24.13,16.52,15.79,14.42,13.49,11.49,11.67,12.21,13.48,13.3,13.03,21.92,22.76,23.18,22.27
Soybeans,Eastern Uplands,Custom operations,USD/acre,,3.66,3.63,3.58,3.72,3.94,6.16,6.31,6.4,6.65,7.24,7.6,7.6,8.28,8.39,8.54,7.56,7.86,8.08,8.42
Soybeans,Eastern Uplands,"Fuel, lube, and electricity",USD/acre,,5.73,4.25,4.02,6.48,6.67,5.24,7.13,7.66,11.06,11.66,12.88,16.78,11.12,13.86,17.66,17.24,17.07,17.07,11.07
Soybeans,Eastern Uplands,Repairs,USD/acre,,7.75,7.88,7.59,8.23,8.59,7.85,7.86,8.48,9.18,10.5,10.79,11.15,11.37,11.59,12.02,16.72,16.88,17.2,17.22
Soybeans,Eastern Uplands,Purchased irrigation water,USD/acre,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Soybeans,Eastern Uplands,Interest on operating capital,USD/acre,,2.13,1.99,1.95,2.37,1.5,0.62,0.44,0.64,1.55,2.22,2.34,2.88,0.19,0.13,0.07,0.12,0.09,0.06,0.15
Soybeans,Eastern Uplands,Total operating costs,USD/acre,,85.45,85.19,84.65,84.79,90.78,71.91,76.58,81.93,93.35,95.66,106.7,131.67,133.5,131.72,142.48,187.67,190.16,188.9,178.03
Soybeans,Eastern Uplands,Hired labor,USD/acre,,1.97,2.08,2.2,2.27,2.45,1.92,1.95,2.22,2.2,2.7,2.79,2.89,2.95,2.98,3.02,3.75,3.86,3.93,4.07
Soybeans,Eastern Uplands,Opportunity cost of unpaid labor,USD/acre,,29.99,30.91,30.93,33.07,34.1,16.41,16.93,16.85,17.26,16.63,17.21,17.8,18.19,18.38,18.58,20.4,20.99,21.39,22.16
Soybeans,Eastern Uplands,Capital recovery of machinery and equipment,USD/acre,,47.08,47.9,46.03,50.03,52.38,38.4,38.54,41.54,45.07,54.77,57.48,62.9,66.81,69.21,73.43,62.27,64.05,66.42,67.96
Soybeans,Eastern Uplands,Opportunity cost of land (rental rate),USD/acre,,40.37,29.71,41.84,42.02,41.14,53.62,55.11,58.18,58.96,56.61,57.41,61.83,70.5,72.46,79.25,90.26,98.2,101.81,103.98
Soybeans,Eastern Uplands,Taxes and insurance,USD/acre,,5.65,5.75,5.67,5.83,5.88,3.77,3.85,3.87,4.03,6.16,6.65,7.38,8.28,7.2,7.73,9.62,9.81,10,10.63
Soybeans,Eastern Uplands,General farm overhead,USD/acre,,10.6,10,10.88,11.2,11.7,7.42,7.54,7.69,8.11,13.14,13.5,13.96,14.23,14.5,15.04,17.78,17.95,18.3,18.32
Soybeans,Eastern Uplands,Total allocated overhead,USD/acre,,135.66,126.35,137.55,144.42,147.65,121.54,123.92,130.35,135.63,150.01,155.04,166.76,180.96,184.73,197.05,204.08,214.86,221.85,227.12
Soybeans,Eastern Uplands,Total costs listed,USD/acre,,221.11,211.54,222.2,229.21,238.43,193.45,200.5,212.28,228.98,245.67,261.74,298.43,314.46,316.45,339.53,391.75,405.02,410.75,405.15
Soybeans,Eastern Uplands,Value of production less total costs listed,USD/acre,,27.65,-36.18,-121.22,-73.83,-72.29,-34.82,53.3404,1.097,-27.3912,-36.87,-43.42351549,91.12212165,79.14,11.22,154.47,226.16,85.6,50.41,-55.87
Soybeans,Eastern Uplands,Value of production less operating costs,USD/acre,,163.31,90.17,16.33,70.59,75.36,86.72,177.2604,131.447,108.2388,113.14,111.6164845,257.8821217,260.1,195.95,351.52,430.24,300.46,272.26,171.25
Soybeans,Eastern Uplands,Yield,bu/acre,,36,32,22,34,39,29,37.22,37.9,35.12,36,26.23057533,36.11827831,40,31,40,43,37,42,37
Soybeans,Eastern Uplands,Price,USD/bu,,6.91,5.48,4.59,4.57,4.26,5.47,6.82,5.63,5.74,5.8,8.322977357,10.78545656,9.84,10.57,12.35,14.37,13.26,10.98,9.44
Soybeans,Eastern Uplands,Enterprise size,acres,,130,130,130,130,130,171,171,171,171,321,321,321,321,321,321,137,137,137,137
Soybeans,Eastern Uplands,Irrigated,percent,,0,0,0,0,0,8,8,8,8,6,6,6,6,6,6,4,4,4,4
Soybeans,Eastern Uplands,Dryland,percent,,100,100,100,100,100,92,92,92,92,94,94,94,94,94,94,96,96,96,96
Soybeans,Heartland,Primary output,USD/acre,,292.05,237.36,186.06,199.8,189.7792,223.17,237.1113,272.0808,282.093,276.5,400.7612744,502.5779492,502.86,505.41,615.93,612.32,603.9,554.37,462.8
Soybeans,Heartland,Total output,USD/acre,,292.05,237.36,186.06,199.8,189.7792,223.17,237.1113,272.0808,282.093,276.5,400.7612744,502.5779492,502.86,505.41,615.93,612.32,603.9,554.37,462.8
Soybeans,Heartland,Seed,USD/acre,,19.59,19.77,18.41,18.3,21.72,25.72,27.78,29.56,32.59,32.01,38.54,42.98,53.5,57.49,55.05,54.37,57.24,57.83,58.24
Soybeans,Heartland,Fertilizer,USD/acre,,7.2,7.23,7.25,7.23,7.42,6.47,6.87,7.59,9.55,12.73,14.21,23.42,22.01,16.88,22.37,37.71,36.98,35.53,33.01
Soybeans,Heartland,Soil conditioners,USD/acre,,0.09,0.08,0.08,0.14,0.09,0.09,0.09,0.1,0.09,,,,,,,,,,
Soybeans,Heartland,Manure,USD/acre,,1,0.91,0.88,0.94,1.18,0.41,0.48,0.51,0.62,,,,,,,,,,
Soybeans,Heartland,Chemicals,USD/acre,,26.85,27.31,25.56,22.58,22.82,17.29,17.4,16.61,14,14.38,14.61,15.29,16.87,16.64,16.3,26.31,27.32,27.83,26.74
Soybeans,Heartland,Custom operations,USD/acre,,5.94,5.93,5.9,5.99,6.14,5.35,5.48,5.53,5.75,5.27,5.54,5.54,6.03,6.1,6.22,8.65,8.99,9.24,9.63
Soybeans,Heartland,"Fuel, lube, and electricity",USD/acre,,6.42,5.35,5.32,7.78,7.76,5.72,7.16,7.72,11.14,10.99,12.14,15.82,10.48,13.06,16.65,16.9,16.73,16.73,10.85
Soybeans,Heartland,Repairs,USD/acre,,8.64,8.91,9.11,9.5,9.84,8.62,8.73,9.64,10.08,10.59,10.88,11.25,11.47,11.69,12.12,18.91,19.09,19.46,19.48
Soybeans,Heartland,Purchased irrigation water,USD/acre,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Soybeans,Heartland,Interest on operating capital,USD/acre,,1.94,1.81,1.71,2.08,1.3,0.59,1.39,0.61,1.41,2.04,2.15,2.56,0.17,0.12,0.06,0.11,0.07,0.05,0.13
Soybeans,Heartland,Total operating costs,USD/acre,,77.67,77.3,74.22,74.54,78.27,70.26,75.38,77.87,85.23,88.01,98.07,116.86,120.53,121.98,128.77,162.96,166.42,166.67,158.08
Soybeans,Heartland,Hired labor,USD/acre,,1.25,1.29,1.32,1.35,1.42,1.19,1.24,1.27,1.29,1.15,1.19,1.23,1.26,1.27,1.28,1.69,1.74,1.77,1.83
Soybeans,Heartland,Opportunity cost of unpaid labor,USD/acre,,17.31,17.73,17.97,18.93,19.41,14.57,15.09,15.14,15.63,14.33,14.83,15.34,15.67,15.84,16.01,15.27,15.71,16.01,16.59
Soybeans,Heartland,Capital recovery of machinery and equipment,USD/acre,,46.56,47.99,49.01,51.02,52.8,40.22,40.68,44.92,46.99,58.48,61.37,67.16,71.33,73.9,78.4,74.82,76.96,79.81,81.66
Soybeans,Heartland,Opportunity cost of land (rental rate),USD/acre,,86.67,87.96,88.38,90.65,92.38,94.12,95.93,98.97,102.09,101.33,102.77,110.67,126.18,129.7,141.87,170.24,185.22,192.03,196.12
Soybeans,Heartland,Taxes and insurance,USD/acre,,6.84,6.97,6.82,7.04,7.14,5.75,5.89,5.95,6.15,7.94,8.57,9.51,10.68,9.29,9.96,9.96,10.16,10.36,11.01
Soybeans,Heartland,General farm overhead,USD/acre,,14.22,13.4,14.55,14.94,15.46,11.81,12.1,12.35,12.97,13.5,13.87,14.34,14.62,14.9,15.46,17.82,17.99,18.34,18.36
Soybeans,Heartland,Total allocated overhead,USD/acre,,172.85,175.34,178.05,183.93,188.61,167.66,170.93,178.6,185.12,196.73,202.6,218.25,239.74,244.9,262.98,289.8,307.78,318.32,325.57
Soybeans,Heartland,Total costs listed,USD/acre,,250.52,252.64,252.27,258.47,266.88,237.92,246.31,256.47,270.35,284.74,300.67,335.11,360.27,366.88,391.75,452.76,474.2,484.99,483.65
Soybeans,Heartland,Value of production less total costs listed,USD/acre,,41.53,-15.28,-66.21,-58.67,-77.1008,-14.75,-9.1987,15.6108,11.743,-8.24,100.0912744,167.4679492,142.59,138.53,224.18,159.56,129.7,69.38,-20.85
Soybeans,Heartland,Value of production less operating costs,USD/acre,,214.38,160.06,111.84,125.26,111.5092,152.91,161.7313,194.2108,196.863,188.49,302.6912744,385.7179492,382.33,383.43,487.16,449.36,437.48,387.7,304.72
Soybeans,Heartland,Yield,bu/acre,,45,46,42,45,45.62,43,36.09,48.76,49.49,50,48.77077451,45.52713516,51,51,49,43,45,51,52
Soybeans,Heartland,Price,USD/bu,,6.49,5.16,4.43,4.44,4.16,5.19,6.57,5.58,5.7,5.53,8.217242362,11.03908575,9.86,9.91,12.57,14.24,13.42,10.87,8.9
Soybeans,Heartland,Enterprise size,acres,,225,225,225,225,225,280,280,280,280,299,299,299,299,299,299,268,268,268,268
Soybeans,Heartland,Irrigated,percent,,2,2,2,2,2,5,5,5,5,4,4,4,4,4,4,5,5,5,5
Soybeans,Heartland,Dryland,percent,,98,98,98,98,98,95,95,95,95,96,96,96,96,96,96,95,95,95,95
Soybeans,Mississippi Portal,Primary output,USD/acre,,216.38,143.5,120.75,112.8,140.9616,200.17,303.2052,265.0976,243.3809,213.84,251.2285299,352.4676798,341.6,332.64,416.5,514.08,578.16,563.5,451.26
Soybeans,Mississippi Portal,Total output,USD/acre,,216.38,143.5,120.75,112.8,140.9616,200.17,303.2052,265.0976,243.3809,213.84,251.2285299,352.4676798,341.6,332.64,416.5,514.08,578.16,563.5,451.26
Soybeans,Mississippi Portal,Seed,USD/acre,,18.72,21.57,20.64,20.67,23.78,24.99,29.25,32.44,35.56,32.59,39.24,43.75,54.47,58.53,56.05,60.36,63.55,64.21,64.66
Soybeans,Mississippi Portal,Fertilizer,USD/acre,,7.58,7.81,7.94,7.59,8.07,7.06,7.59,8.19,10.22,13,14.51,23.92,22.48,17.24,22.84,38.21,37.48,36.01,33.46
Soybeans,Mississippi Portal,Soil conditioners,USD/acre,,0.05,0.06,0.06,0.06,0.06,0.06,0.07,0.07,0.07,,,,,,,,,,
Soybeans,Mississippi Portal,Manure,USD/acre,,0.07,0.06,0.06,0.07,0.09,0,0,0,0,,,,,,,,,,
Soybeans,Mississippi Portal,Chemicals,USD/acre,,26.13,25.81,22.75,21.5,22.81,19.67,18.06,17.39,15.07,18.57,18.86,19.74,21.79,21.49,21.06,40.64,42.2,42.98,41.29
Soybeans,Mississippi Portal,Custom operations,USD/acre,,5.03,4.98,5.01,4.98,5.03,7.87,8.11,8.2,8.48,9.15,9.61,9.61,10.47,10.6,10.8,14.17,14.73,15.15,15.79
Soybeans,Mississippi Portal,"Fuel, lube, and electricity",USD/acre,,10.08,8.27,8.29,12.57,13.71,8.99,11.77,12.26,18.44,26.66,29.45,38.37,25.43,31.68,40.38,52.08,51.55,51.55,33.44
Soybeans,Mississippi Portal,Repairs,USD/acre,,13.15,12.92,13.57,14.25,15.79,16.59,15.5,16.31,17.42,17.89,18.38,19,19.37,19.74,20.48,37.65,38.02,38.75,38.79
Soybeans,Mississippi Portal,Purchased irrigation water,USD/acre,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Soybeans,Mississippi Portal,Interest on operating capital,USD/acre,,2.07,1.95,1.84,2.35,1.51,0.72,0.48,0.75,1.77,2.8,2.91,3.46,0.22,0.16,0.09,0.16,0.11,0.07,0.19
Soybeans,Mississippi Portal,Total operating costs,USD/acre,,82.88,83.43,80.16,84.04,90.85,85.95,90.83,95.61,107.03,120.66,132.96,157.85,154.23,159.44,171.7,243.27,247.64,248.72,227.62
Soybeans,Mississippi Portal,Hired labor,USD/acre,,5.44,5.62,5.87,6.01,6,6.47,6.51,6.93,6.92,6.68,6.91,7.15,7.31,7.38,7.46,12.67,13.04,13.29,13.77
Soybeans,Mississippi Portal,Opportunity cost of unpaid labor,USD/acre,,14.19,14.58,15.08,15.94,16.97,15.93,16.24,16.23,16.57,18.13,18.77,19.4,19.83,20.04,20.25,25.71,26.46,26.96,27.93
Soybeans,Mississippi Portal,Capital recovery of machinery and equipment,USD/acre,,64.56,63.55,66.42,69.74,76.77,63.4,59.49,62.58,67.19,68.95,72.36,79.18,84.1,87.13,92.44,104.12,107.09,111.06,113.64
Soybeans,Mississippi Portal,Opportunity cost of land (rental rate),USD/acre,,58.61,55.49,67.23,57.03,55.85,56.85,58.85,62.73,62.6,64.34,65.25,70.27,80.12,82.36,90.08,92.18,100.29,103.98,106.19
Soybeans,Mississippi Portal,Taxes and insurance,USD/acre,,5.74,5.82,5.69,5.88,5.95,6.48,6.64,6.72,6.98,7.5,8.09,8.98,10.08,8.77,9.41,8.14,8.3,8.46,8.99
