PUBID8   ,REGION8  ,CENDIV8  ,SQFT8    ,SQFTC8   ,YRCONC8  ,PBA8     ,ELUSED8  ,NGUSED8  ,FKUSED8  ,PRUSED8  ,STUSED8  ,HWUSED8  ,ADJWT8   ,STRATUM8 ,PAIR8    ,FKHTBTU8 ,FKCLBTU8 ,FKWTBTU8 ,FKCKBTU8 ,FKMSBTU8 ,DHHTBTU8 ,DHCLBTU8 ,DHWTBTU8 ,DHCKBTU8 ,DHMSBTU8                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                              
227,4,8,215000,8,7,16,1,1,1,2,2,2,39.89,37,1,0,0,0,0,0,                  ,                  ,                  ,                  ,                  
228,3,6,385000,8,5,2,1,1,2,2,2,2,40.28,31,1,                  ,                  ,                  ,                  ,                  ,                  ,                  ,                  ,                  ,                  
229,3,7,3600,2,8,26,1,2,2,1,2,2,2546.83,32,1,                  ,                  ,                  ,                  ,                  ,                  ,                  ,                  ,                  ,                  
230,3,5,74000,6,5,23,1,2,2, ,2,2,75.79,52,2,                  ,                  ,                  ,                  ,                  ,                  ,                  ,                  ,                  ,                  
231,3,5,2200,2,4,25,1,2,2,2,2,2,2544.74,26,2,                  ,                  ,                  ,                  ,                  ,                  ,                  ,                  ,                  ,                  
232,1,2,6000,3,7,26,1,1,2,2,2,2,406.42,63,1,                  ,                  ,                  ,                  ,                  ,                  ,                  ,                  ,                  ,                  
233,2,3,132000,7,8,14,1,2,2,1,2,2,124.19,14,1,                  ,                  ,                  ,                  ,                  ,                  ,                  ,                  ,                  ,                  
234,3,7,8700,3,2,1,2,2,2,2,2,2,1210.96,32,2,                  ,                  ,                  ,                  ,                  ,                  ,                  ,                  ,                  ,                  
235,3,5,10750,4,6,5,1,2,2,2,2,2,734.43,22,1,                  ,                  ,                  ,                  ,                  ,                  ,                  ,                  ,                  ,                  
236,3,6,3500,2,6,5,1,1,2,2,2,2,2314.83,29,1,                  ,                  ,                  ,                  ,                  ,                  ,                  ,                  ,                  ,                  
237,4,8,1500,2,2,26,1,1,2,2,2,2,2226.17,37,2,                  ,                  ,                  ,                  ,                  ,                  ,                  ,                  ,                  ,                  
238,3,5,10000,3,3,12,1,1,2,2,2,2,1210.96,23,2,                  ,                  ,                  ,                  ,                  ,                  ,                  ,                  ,                  ,                  
239,1,2,10250,4,5,18,1,2,2,2,2,2,456.4,8,2,                  ,                  ,                  ,                  ,                  ,                  ,                  ,                  ,                  ,                  
241,3,5,4700,2,8,15,1,1,2,2,2,2,1446.07,56,1,                  ,                  ,                  ,                  ,                  ,                  ,                  ,                  ,                  ,                  
242,2,4,13750,4,4,12,1,1,2,2,2,2,776.54,18,1,                  ,                  ,                  ,                  ,                  ,                  ,                  ,                  ,                  ,                  
243,1,2,5000,2,6,2,1,2,2,2,2,2,2739.65,9,1,                  ,                  ,                  ,                  ,                  ,                  ,                  ,                  ,                  ,                  
245,3,5,12000,4,8,2,1,2,2,2,2,2,807.37,26,1,                  ,                  ,                  ,                  ,                  ,                  ,                  ,                  ,                  ,                  
246,3,5,12750,4,5,14,1,2,2,2,2,2,734.43,25,1,                  ,                  ,                  ,                  ,                  ,                  ,                  ,                  ,                  ,                  
