# File: NREL_Res_PV_supply_curve.csv
# Title: PV supply curve for residential buildings
# Units: Relative_Cost - Unitless
# Source: Denholm, P. & Margolis, R. Supply Curves for Rooftop Solar PV-Generated Electricity for the United States. National Renewable Energy Laboratory, Technical Report NREL / TP-6A0-44073 (2008) - www.nrel.gov
State,TMY_Site,Pitch,MW,MWh,Relative_Cost
Vermont,NH Concord,Pitch SW,25.27501659,35576.00871,1.585146006
Illinois,IL Rockford,Pitch SW,235.6425769,331583.2815,1.585609293
Wisconsin,IL Rockford,Pitch SW,59.76501149,84098.03903,1.585609293
California,CA Arcata,10 S,106.7923477,150187.355,1.586506331
Oregon,CA Arcata,10 S,4.554473152,6405.180623,1.586506331
Illinois,IL Chicago,Pitch SE,2356.351969,3310589.735,1.588070732
Indiana,IL Chicago,Pitch SE,237.342511,333457.6885,1.588070732
Indiana,OH Dayton,10 S,26.2217159,36814.83002,1.589180957
Ohio,OH Dayton,10 S,506.6873225,711380.1292,1.589180957
Michigan,OH Toledo,Pitch SE,148.9022624,209029.6837,1.589382318
Ohio,OH Toledo,Pitch SE,344.2874405,483312.2991,1.589382318
Iowa,WI La Crosse,10 S,15.71510236,22056.94198,1.589669923
Minnesota,WI La Crosse,10 S,19.93593759,27981.09798,1.589669923
Wisconsin,WI La Crosse,10 S,101.6441067,142662.651,1.589669923
Idaho,MT Missoula,Pitch S,7.06874271,9915.609511,1.590588372
Montana,MT Missoula,Pitch S,85.5950496,120067.6164,1.590588372
Michigan,OH Toledo,10 S,126.9264209,177984.4547,1.591127588
Ohio,OH Toledo,10 S,305.6551117,428609.41,1.591127588
Idaho,WA Spokane,Pitch SE,132.8808064,186303.6595,1.591387394
Washington,WA Spokane,Pitch SE,207.0727222,290323.3882,1.591387394
Iowa,WI La Crosse,Pitch SW,17.55028822,24579.77878,1.593093726
Minnesota,WI La Crosse,Pitch SW,23.76336665,33281.40758,1.593093726
Wisconsin,WI La Crosse,Pitch SW,113.1659672,158492.8067,1.593093726
Iowa,MN Rochester,10 S,5.116057338,7164.280343,1.593301172
Minnesota,MN Rochester,10 S,86.63391598,121317.9643,1.593301172
Wisconsin,MN Rochester,10 S,2.308427801,3232.611136,1.593301172
Illinois,IL Chicago,10 S,2085.009305,2916631.842,1.595002723
Indiana,IL Chicago,10 S,206.1481537,288371.9836,1.595002723
Indiana,OH Dayton,Pitch SW,30.18958834,42230.44134,1.595021771
Ohio,OH Dayton,Pitch SW,570.7284933,798358.556,1.595021771
Oregon,OR North Bend,10 S,50.47297603,70600.20452,1.595100304
Minnesota,ND Fargo,10 S,82.75544322,115751.4222,1.595163771
North Dakota,ND Fargo,10 S,125.2038868,175124.7701,1.595163771
South Dakota,ND Fargo,10 S,5.785681331,8092.529222,1.595163771
Michigan,OH Toledo,Pitch SW,148.9022624,208263.6349,1.595228488
Ohio,OH Toledo,Pitch SW,344.2874405,481541.0634,1.595228488
Michigan,MI Lansing,Pitch S,338.5076574,473422.2084,1.595346099
Oregon,OR North Bend,Pitch SW,51.75565974,72379.29714,1.595432857
New Jersey,NJ Newark,Pitch SE,1261.542182,1763932.363,1.595713402
New York,NJ Newark,Pitch SE,151.9525143,212465.3154,1.595713402
Ohio,OH Columbus,Pitch S,714.1507544,997956.5651,1.596663157
Indiana,IN Fort Wayne,Pitch SE,348.7145649,487239.5284,1.596844465
Michigan,IN Fort Wayne,Pitch SE,14.71772424,20564.26011,1.596844465
Ohio,IN Fort Wayne,Pitch SE,31.16802578,43549.35444,1.596844465
New Jersey,PA Allentown,Pitch SE,58.2319178,81357.09661,1.596984482
Pennsylvania,PA Allentown,Pitch SE,472.2972558,659856.9121,1.596984482
Michigan,MI Grand Rapids,Pitch S,468.544807,654392.0584,1.597526801
Iowa,MN Rochester,Pitch SW,5.713502768,7978.208155,1.597835711
Minnesota,MN Rochester,Pitch SW,103.2664503,144198.9738,1.597835711
Wisconsin,MN Rochester,Pitch SW,2.57009947,3588.829722,1.597835711
Oregon,OR Pendleton,Flat,52.39720633,73120.30102,1.598840739
Washington,OR Pendleton,Flat,83.83777683,116995.6169,1.598840739
Connecticut,CT Hartford,Pitch S,394.888331,550891.8658,1.599348049
Massachusetts,CT Hartford,Pitch S,195.8472935,273218.205,1.599348049
Vermont,CT Hartford,Pitch S,5.366803482,7486.998607,1.599348049
Illinois,IL Chicago,Pitch SW,2356.351969,3286573.995,1.599675124
Indiana,IL Chicago,Pitch SW,237.342511,331038.7137,1.599675124
Minnesota,ND Fargo,Pitch SW,98.64336353,137569.2978,1.599857848
North Dakota,ND Fargo,Pitch SW,126.3286148,176179.5037,1.599857848
South Dakota,ND Fargo,Pitch SW,6.047992349,8434.607569,1.599857848
Iowa,IA Des Moines,Flat,314.9939729,438948.8417,1.601118151
Missouri,IA Des Moines,Flat,8.920047149,12430.21994,1.601118151
Minnesota,MN Duluth,Pitch S,97.99543091,136453.309,1.602347841
Wisconsin,MN Duluth,Pitch S,36.65451387,51039.41745,1.602347841
Michigan,MI Detroit,Pitch S,1521.467682,2118559.87,1.602348708
Iowa,IA Sioux City,Flat,90.41163623,125785.755,1.603717662
Nebraska,IA Sioux City,Flat,18.56201479,25824.51931,1.603717662
South Dakota,IA Sioux City,Flat,8.360429558,11631.49997,1.603717662
Illinois,IN Indianapolis,Flat,24.42273419,33965.94822,1.604300001
Indiana,IN Indianapolis,Flat,826.2976141,1149174.443,1.604300001
Ohio,WV Charleston,10 S,28.61980265,39802.21109,1.604332866
Virginia,WV Charleston,10 S,4.21096267,5856.281649,1.604332866
West Virginia,WV Charleston,10 S,317.8151691,441992.7908,1.604332866
New Jersey,PA Allentown,10 S,47.82817121,66508.93165,1.604496772
Pennsylvania,PA Allentown,10 S,403.0664303,560496.3975,1.604496772
Connecticut,CT Bridgeport,Pitch SE,469.0462546,652007.4771,1.605085385
New York,CT Bridgeport,Pitch SE,357.7909938,497354.7938,1.605085385
New York,VT Burlington,Pitch S,27.38605437,38061.53104,1.605381508
Vermont,VT Burlington,Pitch S,194.9888064,270998.239,1.605381508
Ohio,WV Charleston,Pitch SW,32.23711374,44800.43752,1.605494937
Virginia,WV Charleston,Pitch SW,4.955621787,6886.907619,1.605494937
West Virginia,WV Charleston,Pitch SW,339.8769396,472332.4712,1.605494937
Indiana,IN Fort Wayne,10 S,302.8823761,420913.8629,1.605520364
Michigan,IN Fort Wayne,10 S,12.54559891,17434.54528,1.605520364
Ohio,IN Fort Wayne,10 S,27.67067654,38453.77701,1.605520364
Oregon,OR North Bend,Pitch SE,51.75565974,71909.54865,1.605855008
Montana,MT Billings,Flat,92.04188116,127824.1445,1.60659953
Wyoming,MT Billings,Flat,19.32179886,26833.35433,1.60659953
California,CA Arcata,Pitch SE,111.8458359,155237.6746,1.607524999
Oregon,CA Arcata,Pitch SE,4.670217239,6482.080072,1.607524999
New Jersey,NJ Newark,10 S,1036.154359,1437911.557,1.607782616
New York,NJ Newark,10 S,134.8318518,187111.3856,1.607782616
North Dakota,SD Huron,Flat,1.375158531,1907.237655,1.608729401
South Dakota,SD Huron,Flat,67.92473907,94206.31671,1.608729401
New Jersey,PA Allentown,Pitch SW,58.2319178,80736.80978,1.609253835
Pennsylvania,PA Allentown,Pitch SW,472.2972558,654825.9982,1.609253835
Indiana,IN Fort Wayne,Pitch SW,348.7145649,483098.5101,1.610532278
Michigan,IN Fort Wayne,Pitch SW,14.71772424,20389.48575,1.610532278
Ohio,IN Fort Wayne,Pitch SW,31.16802578,43179.23119,1.610532278
New Jersey,NJ Newark,Pitch SW,1261.542182,1744956.051,1.613066707
New York,NJ Newark,Pitch SW,151.9525143,210179.6222,1.613066707
Illinois,IL Peoria,Flat,183.0072529,253133.3626,1.613072762
Oregon,WA Yakima,Flat,7.793824877,10774.32561,1.613970496
Washington,WA Yakima,Flat,157.6173596,217893.1115,1.613970496
Idaho,WA Spokane,10 S,134.6171152,185990.216,1.614898476
Washington,WA Spokane,10 S,189.3318592,261585.4109,1.614898476
Michigan,MI Muskegon,10 S,146.9180362,202970.6676,1.615016184
Michigan,WI Green Bay,Pitch SE,30.60993021,42260.59187,1.616076103
Wisconsin,WI Green Bay,Pitch SE,457.6000914,631770.4931,1.616076103
Kentucky,TN Bristol,Flat,60.1659625,83036.43944,1.616654421
North Carolina,TN Bristol,Flat,46.95977282,64810.27096,1.616654421
Tennessee,TN Bristol,Flat,237.720382,328083.4094,1.616654421
Virginia,TN Bristol,Flat,90.01964806,124238.2029,1.616654421
West Virginia,TN Bristol,Flat,2.186073247,3017.05036,1.616654421
Michigan,MI Muskegon,Pitch SW,172.3551945,237812.9718,1.61705161
Ohio,WV Charleston,Pitch SE,32.23711374,44479.25878,1.617088
Virginia,WV Charleston,Pitch SE,4.955621787,6837.534702,1.617088
West Virginia,WV Charleston,Pitch SE,339.8769396,468946.2733,1.617088
Indiana,IN South Bend,Pitch S,300.9933546,415191.3457,1.617497652
Michigan,IN South Bend,Pitch S,115.429533,159223.9244,1.617497652
District of Columbia,VA Sterling,Flat,81.11855308,111808.2965,1.618755321
Maryland,VA Sterling,Flat,290.9508851,401026.9118,1.618755321
Pennsylvania,VA Sterling,Flat,24.35364039,33567.40157,1.618755321
Virginia,VA Sterling,Flat,679.8227675,937021.4665,1.618755321
West Virginia,VA Sterling,Flat,60.24995118,83044.43498,1.618755321
Kentucky,KY Lexington,Flat,445.1578557,613549.7749,1.618822697
New York,NY Massena,Pitch S,39.49668242,54414.27168,1.619507045
Iowa,SD Sioux Falls,Flat,13.26191093,18270.52709,1.619534016
Minnesota,SD Sioux Falls,Flat,38.52028619,53068.21441,1.619534016
South Dakota,SD Sioux Falls,Flat,104.0642413,143366.1069,1.619534016
Montana,MT Miles City,Flat,26.70744695,36772.89379,1.620464836
North Dakota,MT Miles City,Flat,1.340242396,1845.350152,1.620464836
Ohio,OH Mansfield,Pitch S,211.5971777,291258.7539,1.620936224
Idaho,WA Spokane,Pitch SW,132.8808064,182841.343,1.621522192
Washington,WA Spokane,Pitch SW,207.0727222,284927.9414,1.621522192
Connecticut,CT Bridgeport,10 S,377.3271863,519154.6998,1.621647106
New York,CT Bridgeport,10 S,317.4782758,436810.1343,1.621647106
Michigan,MI Muskegon,Pitch SE,172.3551945,236740.6127,1.624376335
Ohio,OH Akron/Canton,Pitch S,518.0553521,711447.9942,1.624680806
Delaware,DE Wilmington,Flat,233.4913189,320574.9456,1.625085462
Maryland,DE Wilmington,Flat,61.12823438,83926.80512,1.625085462
New Jersey,DE Wilmington,Flat,17.20636402,23623.70146,1.625085462
Pennsylvania,DE Wilmington,Flat,119.6475198,164271.6198,1.625085462
New York,NY Syracuse,Pitch S,265.7164628,364738.7213,1.625442592
New York,PA Erie,Pitch S,6.751569644,9264.48395,1.625992593
Ohio,PA Erie,Pitch S,8.223753505,11284.6103,1.625992593
Pennsylvania,PA Erie,Pitch S,136.2704234,186989.8731,1.625992593
Connecticut,CT Bridgeport,Pitch SW,469.0462546,642783.7636,1.628117777
New York,CT Bridgeport,Pitch SW,357.7909938,490318.8958,1.628117777
Massachusetts,NY Albany,Pitch SE,33.15370969,45401.61511,1.629280546
New York,NY Albany,Pitch SE,303.2720689,415309.2331,1.629280546
Vermont,NY Albany,Pitch SE,20.39840137,27934.13999,1.629280546
Michigan,MI Flint,Pitch S,561.7692947,769175.9276,1.629548752
North Dakota,ND Bismarck,Flat,71.00061671,97212.63906,1.629575295
South Dakota,ND Bismarck,Flat,3.417993276,4679.84874,1.629575295
Wisconsin,WI Eau Claire,Pitch SE,169.8509388,232547.2723,1.629640263
Idaho,MT Missoula,Pitch SE,7.06874271,9675.79513,1.630011072
Montana,MT Missoula,Pitch SE,85.5950496,117163.7161,1.630011072
Michigan,WI Green Bay,10 S,26.09234288,35700.44098,1.630701762
Wisconsin,WI Green Bay,10 S,411.0100738,562358.1198,1.630701762
Delaware,NJ Atlantic City,Flat,21.5116664,29425.09364,1.631140026
Maryland,NJ Atlantic City,Flat,9.081007361,12421.60821,1.631140026
New Jersey,NJ Atlantic City,Flat,175.5969256,240193.1996,1.631140026
Ohio,PA Pittsburgh,Pitch S,67.88708518,92833.23277,1.631618917
Pennsylvania,PA Pittsburgh,Pitch S,889.5252287,1216394.877,1.631618917
West Virginia,PA Pittsburgh,Pitch S,72.75686956,99492.49389,1.631618917
Ohio,OH Columbus,Pitch SE,714.1507544,975848.0333,1.632836697
Massachusetts,NY Albany,10 S,30.10097977,41127.54861,1.632987468
New York,NY Albany,10 S,269.1020602,367679.3295,1.632987468
Vermont,NY Albany,10 S,18.07113895,24690.94532,1.632987468
Oregon,OR Salem,Pitch S,249.2391316,340535.7464,1.633008956
Wisconsin,WI Eau Claire,10 S,152.5577643,208320.1501,1.633947431
New York,PA Bradford,Pitch S,36.16309491,49338.22114,1.635374223
Pennsylvania,PA Bradford,Pitch S,171.0995405,233435.4122,1.635374223
Michigan,MI Lansing,Pitch SE,338.5076574,461757.5117,1.635646966
Michigan,WI Green Bay,Pitch SW,30.60993021,41754.51592,1.635663379
Wisconsin,WI Green Bay,Pitch SW,457.6000914,624204.9614,1.635663379
District of Columbia,MD Baltimore,Flat,69.36014742,94568.8292,1.636428518
Maryland,MD Baltimore,Flat,1032.738638,1408083.568,1.636428518
Massachusetts,NY Albany,Pitch SW,33.15370969,45198.88099,1.636588487
New York,NY Albany,Pitch SW,303.2720689,413454.7318,1.636588487
Vermont,NY Albany,Pitch SW,20.39840137,27809.40427,1.636588487
Wisconsin,WI Eau Claire,Pitch SW,169.8509388,231485.1385,1.637117615
Michigan,MI Alpena,Pitch S,59.60494803,81123.00259,1.639356251
Ohio,OH Cleveland,Pitch S,753.7481275,1025677.451,1.639647467
Ohio,OH Columbus,10 S,634.0162404,862714.4361,1.639714969
Michigan,MI Grand Rapids,10 S,399.3943036,543407.6025,1.63987672
New York,PA Wilkes-Barre,Pitch S,9.747578673,13260.41686,1.640116192
Pennsylvania,PA Wilkes-Barre,Pitch S,249.014159,338754.0295,1.640116192
Michigan,MI Detroit,Pitch SE,1521.467682,2069308.151,1.640486299
Oregon,OR Eugene,Pitch S,172.6135004,234672.0473,1.641150622
Montana,MT Kalispell,Pitch S,62.51611728,84976.72054,1.641447795
Michigan,MI Lansing,10 S,288.548775,392206.613,1.641494255
Michigan,MI Grand Rapids,Pitch SE,468.544807,636534.1056,1.642345386
New York,PA Williamsport,Pitch S,14.51587473,19713.23333,1.642935046
Pennsylvania,PA Williamsport,Pitch S,184.886901,251085.0145,1.642935046
Michigan,MI Grand Rapids,Pitch SW,468.544807,636227.4513,1.643136978
Idaho,MT Missoula,10 S,7.161107591,9717.751727,1.644180313
Montana,MT Missoula,10 S,90.1071603,122277.0363,1.644180313
Ohio,OH Columbus,Pitch SW,714.1507544,968678.2411,1.64492234
Michigan,MI Lansing,Pitch SW,338.5076574,458934.4176,1.645708502
Indiana,KY Covington,Flat,56.7941201,76966.77515,1.646399135
Kentucky,KY Covington,Flat,174.4373745,236395.6367,1.646399135
Ohio,KY Covington,Flat,450.7253869,610818.1525,1.646399135
Michigan,MI Sault Ste. Marie,Pitch S,30.75674042,41680.7746,1.646415971
Maryland,WV Elkins,Pitch S,31.74350128,43006.34276,1.646862573
Pennsylvania,WV Elkins,Pitch S,8.857577523,12000.31501,1.646862573
Virginia,WV Elkins,Pitch S,34.34926082,46536.64607,1.646862573
West Virginia,WV Elkins,Pitch S,196.9695582,266855.8915,1.646862573
Minnesota,MN International Falls,Pitch S,36.40680859,49309.68222,1.647348372
Idaho,MT Missoula,Pitch SW,7.06874271,9566.783287,1.648584766
Montana,MT Missoula,Pitch SW,85.5950496,115843.6972,1.648584766
Iowa,IA Mason City,Flat,81.20692652,109904.2793,1.648593242
Minnesota,IA Mason City,Flat,30.02878146,40640.51832,1.648593242
Connecticut,CT Hartford,Pitch SE,394.888331,534352.4317,1.648851541
Massachusetts,CT Hartford,Pitch SE,195.8472935,265015.371,1.648851541
Vermont,CT Hartford,Pitch SE,5.366803482,7262.216344,1.648851541
Michigan,MI Traverse City,Pitch S,148.7554522,201118.0736,1.650276959
Maine,ME Caribou,Pitch S,64.46866345,87136.15513,1.65076525
Connecticut,CT Hartford,10 S,317.670382,428836.4605,1.652799096
Massachusetts,CT Hartford,10 S,177.8140508,240038.5825,1.652799096
Vermont,CT Hartford,10 S,4.754502556,6418.30074,1.652799096
Minnesota,MN Duluth,Pitch SE,97.99543091,132208.0555,1.653799869
Wisconsin,MN Duluth,Pitch SE,36.65451387,49451.50974,1.653799869
Indiana,IN South Bend,Pitch SE,300.9933546,405786.0865,1.654987811
Michigan,IN South Bend,Pitch SE,115.429533,155617.0518,1.654987811
Michigan,MI Detroit,10 S,1296.920841,1748206.323,1.655220387
Ohio,OH Mansfield,Pitch SE,211.5971777,285091.3971,1.656001793
New York,VT Burlington,Pitch SE,27.38605437,36896.30311,1.656081313
Vermont,VT Burlington,Pitch SE,194.9888064,262701.8118,1.656081313
Connecticut,CT Hartford,Pitch SW,394.888331,532012.4541,1.656103769
Massachusetts,CT Hartford,Pitch SW,195.8472935,263854.8447,1.656103769
Vermont,CT Hartford,Pitch SW,5.366803482,7230.414441,1.656103769
New York,VT Burlington,10 S,24.30043649,32699.78152,1.658075369
Vermont,VT Burlington,10 S,172.7424493,232450.16,1.658075369
New York,PA Erie,10 S,5.990862616,8051.928485,1.660062716
Ohio,PA Erie,10 S,7.300970064,9812.758628,1.660062716
Pennsylvania,PA Erie,10 S,116.2954738,156305.1764,1.660062716
Indiana,IN South Bend,10 S,261.4332512,351356.2107,1.660153454
Michigan,IN South Bend,10 S,98.39378699,132237.4564,1.660153454
Ohio,OH Mansfield,10 S,187.8539598,252405.7363,1.660566138
New York,VT Burlington,Pitch SW,27.38605437,36793.27864,1.660718489
Vermont,VT Burlington,Pitch SW,194.9888064,261968.2773,1.660718489
Connecticut,NY NYC (Central Park),Flat,10.98076443,14751.35587,1.660870146
New Jersey,NY NYC (Central Park),Flat,258.7395488,347585.925,1.660870146
New York,NY NYC (Central Park),Flat,2060.781854,2768416.233,1.660870146
Michigan,MI Detroit,Pitch SW,1521.467682,2042710.631,1.661846577
Montana,MT Great Falls,Flat,53.23853864,71443.28379,1.662645886
Ohio,OH Akron/Canton,Pitch SE,518.0553521,695191.0457,1.662673746
New York,NY Rochester,Pitch S,259.6822474,348426.4459,1.662900234
New York,PA Erie,Pitch SW,6.751569644,9056.015109,1.66342283
Ohio,PA Erie,Pitch SW,8.223753505,11030.6847,1.66342283
Pennsylvania,PA Erie,Pitch SW,136.2704234,182782.2386,1.66342283
New York,PA Erie,Pitch SE,6.751569644,9055.54389,1.663509388
Ohio,PA Erie,Pitch SE,8.223753505,11030.11074,1.663509388
Pennsylvania,PA Erie,Pitch SE,136.2704234,182772.7277,1.663509388
Ohio,OH Akron/Canton,10 S,459.9246092,616722.4268,1.663918118
Indiana,IN South Bend,Pitch SW,300.9933546,403316.111,1.665123234
Michigan,IN South Bend,Pitch SW,115.429533,154669.8278,1.665123234
Illinois,IL Moline,Flat,100.1070896,134084.8779,1.665789341
Iowa,IL Moline,Flat,234.4160698,313980.2607,1.665789341
Missouri,IL Moline,Flat,2.288696308,3065.512804,1.665789341
Wisconsin,IL Moline,Flat,4.04890908,5423.167146,1.665789341
New York,NY Massena,Pitch SE,39.49668242,52898.40535,1.665915933
New York,NY Syracuse,10 S,235.7778868,315769.0782,1.665975138
Ohio,OH Mansfield,Pitch SW,211.5971777,283371.9585,1.666050047
Ohio,PA Pittsburgh,Pitch SE,67.88708518,90901.28695,1.666296087
Pennsylvania,PA Pittsburgh,Pitch SE,889.5252287,1191080.569,1.666296087
West Virginia,PA Pittsburgh,Pitch SE,72.75686956,97421.96266,1.666296087
New York,NY Syracuse,Pitch SE,265.7164628,355556.1494,1.667421175
Delaware,PA Philadelphia,Flat,0.662172759,885.7728184,1.667953756
New Jersey,PA Philadelphia,Flat,304.7274672,407626.7162,1.667953756
Pennsylvania,PA Philadelphia,Flat,900.9136718,1205130.883,1.667953756
Ohio,OH Akron/Canton,Pitch SW,518.0553521,692890.7422,1.668193598
Connecticut,RI Providence,Flat,45.89455196,61382.01359,1.668226623
Massachusetts,RI Providence,Flat,181.5195677,242774.7107,1.668226623
Rhode Island,RI Providence,Flat,258.3064524,345473.9069,1.668226623
Michigan,MI Flint,Pitch SE,561.7692947,751222.498,1.668493258
New York,NY Syracuse,Pitch SW,265.7164628,355238.1186,1.668913952
Ohio,PA Pittsburgh,10 S,60.26950788,80524.714,1.669950117
Pennsylvania,PA Pittsburgh,10 S,759.1358074,1014264.027,1.669950117
West Virginia,PA Pittsburgh,10 S,68.03414444,90898.8677,1.669950117
Minnesota,MN Duluth,10 S,82.21186939,109810.7872,1.670415699
Wisconsin,MN Duluth,10 S,32.92257745,43974.84418,1.670415699
Maryland,PA Harrisburg,Flat,6.183118756,8256.372186,1.670911199
Pennsylvania,PA Harrisburg,Flat,493.0928089,658431.1111,1.670911199
Ohio,OH Cleveland,10 S,669.1704113,892377.6059,1.673104666
Iowa,IA Waterloo,Flat,216.2582598,288297.9733,1.673655846
Oregon,OR Salem,Pitch SW,249.2391316,332229.8867,1.673834733
Kentucky,WV Huntington,Flat,149.4048207,199152.2432,1.673841967
Ohio,WV Huntington,Flat,85.05630125,113377.5544,1.673841967
West Virginia,WV Huntington,Flat,77.70161025,103573.967,1.673841967
Oregon,OR Salem,10 S,243.0621265,323970.6243,1.673966276
Ohio,PA Pittsburgh,Pitch SW,67.88708518,90456.83362,1.674483316
Pennsylvania,PA Pittsburgh,Pitch SW,889.5252287,1185256.892,1.674483316
West Virginia,PA Pittsburgh,Pitch SW,72.75686956,96945.62709,1.674483316
Oregon,OR Eugene,Pitch SW,172.6135004,229950.6734,1.674846917
Ohio,OH Cleveland,Pitch SW,753.7481275,1004038.047,1.674985763
New York,PA Bradford,Pitch SE,36.16309491,48157.92158,1.67545551
Pennsylvania,PA Bradford,Pitch SE,171.0995405,227851.0253,1.67545551
Minnesota,MN Duluth,Pitch SW,97.99543091,130492.3957,1.675543344
Wisconsin,MN Duluth,Pitch SW,36.65451387,48809.77901,1.675543344
Oregon,OR Eugene,10 S,168.3355426,224077.7111,1.676147401
New York,PA Bradford,10 S,32.08855789,42704.37498,1.676535963
Pennsylvania,PA Bradford,10 S,146.0192287,194326.5858,1.676535963
New York,NY Binghamton,Pitch S,133.554487,177708.8912,1.676811989
Pennsylvania,NY Binghamton,Pitch S,21.96358589,29224.95967,1.676811989
New York,NY Massena,10 S,35.04654631,46623.43796,1.677165715
Minnesota,MN Minneapolis/St. Paul,Flat,873.596605,1161987.596,1.677430323
Wisconsin,MN Minneapolis/St. Paul,Flat,40.21427797,53489.78227,1.677430323
Michigan,MI Flint,10 S,478.8601919,636855.609,1.677655563
Michigan,MI Houghton,Pitch S,58.79749184,78162.34611,1.678403042
Wisconsin,MI Houghton,Pitch S,17.82751537,23698.97734,1.678403042
New York,PA Bradford,Pitch SW,36.16309491,48017.03287,1.680371532
Pennsylvania,PA Bradford,Pitch SW,171.0995405,227184.4343,1.680371532
Maryland,WV Elkins,10 S,27.37213593,36331.45881,1.680973612
Pennsylvania,WV Elkins,10 S,7.559205796,10033.45061,1.680973612
Virginia,WV Elkins,10 S,29.18775106,38741.35281,1.680973612
West Virginia,WV Elkins,10 S,184.1840565,244470.3431,1.680973612
Maryland,WV Elkins,Pitch SW,31.74350128,42126.08213,1.681275179
Pennsylvania,WV Elkins,Pitch SW,8.857577523,11754.69066,1.681275179
Virginia,WV Elkins,Pitch SW,34.34926082,45584.12663,1.681275179
West Virginia,WV Elkins,Pitch SW,196.9695582,261393.8428,1.681275179
Montana,MT Kalispell,Pitch SE,62.51611728,82962.87311,1.68129243
New York,NY Massena,Pitch SW,39.49668242,52406.08052,1.68156625
New York,PA Wilkes-Barre,10 S,8.649307903,11471.07788,1.682333811
Pennsylvania,PA Wilkes-Barre,10 S,212.5128761,281843.5625,1.682333811
Michigan,MI Flint,Pitch SW,561.7692947,744735.7609,1.683026032
Ohio,OH Cleveland,Pitch SE,753.7481275,998752.0781,1.683850749
New York,PA Wilkes-Barre,Pitch SE,9.747578673,12915.11527,1.683966729
Pennsylvania,PA Wilkes-Barre,Pitch SE,249.014159,329932.866,1.683966729
Maine,ME Portland,Flat,361.9282935,479073.8273,1.685602373
New Hampshire,ME Portland,Flat,14.6960706,19452.75601,1.685602373
Montana,MT Cut Bank,Flat,15.45183229,20451.60831,1.685728245
New York,PA Wilkes-Barre,Pitch SW,9.747578673,12901.56667,1.685735149
Pennsylvania,PA Wilkes-Barre,Pitch SW,249.014159,329586.7499,1.685735149
Indiana,OH Dayton,Flat,26.2217159,34704.02122,1.685839991
Ohio,OH Dayton,Flat,506.6873225,670592.5599,1.685839991
Michigan,MI Alpena,Pitch SE,59.60494803,78866.21951,1.686266975
Michigan,OH Toledo,Flat,126.9264209,167916.0802,1.686532795
Ohio,OH Toledo,Flat,305.6551117,404363.472,1.686532795
New York,PA Williamsport,10 S,12.88035463,17035.04759,1.687017211
Pennsylvania,PA Williamsport,10 S,157.7855943,208680.9864,1.687017211
Illinois,WI Milwaukee,Flat,85.5122204,112997.5464,1.688473365
Wisconsin,WI Milwaukee,Flat,676.9006506,894469.9639,1.688473365
Montana,MT Helena,Flat,124.0659203,163839.2858,1.689543973
Illinois,IL Rockford,Flat,208.5074607,275340.9565,1.689607492
Wisconsin,IL Rockford,Flat,53.68010681,70886.34579,1.689607492
New York,PA Williamsport,Pitch SE,14.51587473,19163.50671,1.690064474
Pennsylvania,PA Williamsport,Pitch SE,184.886901,244083.2145,1.690064474
New York,PA Williamsport,Pitch SW,14.51587473,19161.98406,1.690198771
Pennsylvania,PA Williamsport,Pitch SW,184.886901,244063.8207,1.690198771
Wisconsin,WI Madison,Flat,340.5663841,449504.6938,1.690451019
New York,NY Buffalo,Pitch S,289.5157458,382074.3612,1.69067191
Oregon,OR Salem,Pitch SE,249.2391316,328855.7091,1.691008878
Michigan,MI Traverse City,10 S,126.8012778,167184.0723,1.692247085
Michigan,MI Alpena,10 S,50.80811131,66948.57384,1.69327215
Michigan,MI Traverse City,Pitch SW,148.7554522,195872.6524,1.694470968
Ohio,WV Charleston,Flat,28.61980265,37684.51943,1.69448878
Virginia,WV Charleston,Flat,4.21096267,5544.695975,1.69448878
West Virginia,WV Charleston,Flat,317.8151691,418476.3976,1.69448878
California,CA Arcata,Flat,106.7923477,140599.615,1.694693044
Oregon,CA Arcata,Flat,4.554473152,5996.283304,1.694693044
Minnesota,MN International Falls,Pitch SE,36.40680859,47927.18645,1.694867376
Connecticut,MA Worcester,Flat,12.27216957,16145.11713,1.695958386
Massachusetts,MA Boston,Flat,1050.590183,1382143.675,1.695958386
Massachusetts,MA Worcester,Flat,251.2475822,330538.2653,1.695958386
New Hampshire,MA Boston,Flat,32.64560533,42948.16157,1.695958386
New Hampshire,MA Worcester,Flat,24.23897358,31888.49903,1.695958386
Rhode Island,MA Worcester,Flat,1.303240659,1714.527571,1.695958386
Vermont,MA Worcester,Flat,5.887166536,7745.084738,1.695958386
Illinois,IL Chicago,Flat,2085.009305,2742084.94,1.696532322
Indiana,IL Chicago,Flat,206.1481537,271114.2565,1.696532322
Michigan,MI Alpena,Pitch SW,59.60494803,78363.40685,1.697086775
Michigan,MI Traverse City,Pitch SE,148.7554522,195526.8571,1.697467693
Montana,MT Kalispell,10 S,65.81163078,86485.37803,1.697833149
Maryland,WV Elkins,Pitch SE,31.74350128,41697.56141,1.698553438
Pennsylvania,WV Elkins,Pitch SE,8.857577523,11635.11799,1.698553438
Virginia,WV Elkins,Pitch SE,34.34926082,45120.42952,1.698553438
West Virginia,WV Elkins,Pitch SE,196.9695582,258734.8565,1.698553438
